,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
5,24.08,3.0,4.42
8,6.81,2.0,2.15
9,19.81,11.0,10.52
10,16.55,3.0,3.36
13,5.9,2.0,1.05
14,23.01,3.0,3.23
15,7.27,2.0,2.45
16,2.69,3.0,2.99
17,2.43,2.0,1.45
29,0.57,2.0,1.96
33,8.55,2.0,1.71
34,2.35,3.0,3.61
36,6.39,3.0,2.79
37,0.47,2.0,1.25
44,3.19,2.0,2.19
49,11.49,2.0,2.16
52,3.45,2.0,2.03
56,11.59,26.0,27.58
58,-0.82,2.0,1.78
59,0.55,3.0,3.0
61,13.82,28.0,23.57
65,-2.23,10.0,15.32
69,42.67,40.0,41.76
71,39.33,40.0,37.9
72,10.14,2.0,3.67
73,34.54,28.0,41.88
78,26.16,25.0,32.12
82,32.16,31.0,30.06
87,16.29,21.0,26.59
92,20.63,11.0,12.01
98,26.51,36.0,38.75
99,17.44,30.0,35.83
100,32.86,21.0,29.78
104,39.9,40.0,48.06
106,54.56,55.0,51.2
107,29.28,2.0,3.64
112,52.33,32.0,45.35
114,34.85,46.0,45.06
116,53.69,53.0,59.49
118,48.99,54.0,52.87
121,22.23,29.0,31.61
123,62.17,60.0,60.68
127,66.89,60.0,55.02
129,30.62,51.0,44.06
130,48.74,46.0,51.85
132,68.62,62.0,73.54
133,39.13,48.0,44.58
134,17.75,23.0,33.3
135,-1.31,3.0,1.28
137,11.38,6.0,6.43
144,42.68,59.0,46.54
145,47.37,57.0,50.72
151,65.53,68.0,69.33
154,13.45,2.0,0.93
163,14.58,2.0,1.86
170,18.03,2.0,0.74
178,3.68,3.0,2.9
180,9.7,3.0,3.34
181,8.41,14.0,17.92
190,30.0,22.0,16.43
191,5.39,2.0,2.29
192,12.79,2.0,2.6
193,26.46,18.0,20.77
208,8.29,28.0,24.45
211,-1.03,17.0,18.73
212,3.37,3.0,3.65
213,7.73,28.0,19.93
214,15.1,16.0,14.11
220,5.24,23.0,21.85
221,5.17,8.0,5.88
228,14.54,3.0,4.35
232,15.16,11.0,12.76
234,12.02,37.0,28.28
235,5.67,18.0,17.17
238,18.04,5.0,4.99
242,28.93,33.0,42.07
243,14.81,21.0,23.69
244,15.85,9.0,5.63
245,26.03,34.0,34.24
246,17.99,31.0,28.52
248,39.09,42.0,32.69
255,34.32,23.0,24.76
257,42.26,44.0,50.07
259,32.35,35.0,35.08
262,48.75,41.0,57.02
263,50.5,57.0,64.28
268,31.41,33.0,39.89
269,37.28,62.0,65.95
270,39.72,58.0,65.54
275,35.48,2.0,7.03
278,58.11,99.0,70.05
279,57.48,101.0,77.8
287,47.68,43.0,57.1
296,45.05,36.0,49.92
300,58.4,49.0,58.56
302,46.97,49.0,65.27
303,40.32,32.0,39.71
305,56.78,49.0,55.63
311,69.32,77.0,61.78
313,52.8,59.0,53.04
315,71.74,79.0,73.6
321,58.28,59.0,54.75
322,53.36,59.0,53.47
330,48.51,51.0,44.55
331,34.96,31.0,37.86
332,36.11,59.0,41.59
333,35.41,47.0,46.16
335,31.15,39.0,44.69
338,25.01,36.0,33.42
340,47.01,11.0,12.04
345,12.28,3.0,2.71
348,21.3,41.0,40.79
349,7.65,3.0,3.51
351,54.64,49.0,52.33
361,15.12,34.0,31.79
372,6.62,2.0,2.19
373,4.73,3.0,2.73
378,19.67,2.0,2.85
385,4.84,2.0,2.47
386,0.97,3.0,3.44
390,-0.07,2.0,2.12
391,1.39,3.0,3.73
396,4.96,2.0,1.93
407,12.36,2.0,1.9
408,4.68,2.0,1.93
413,1.31,2.0,0.63
419,11.32,2.0,2.45
420,15.95,9.0,7.62
428,50.06,42.0,36.91
438,-1.83,8.0,3.96
444,1.16,7.0,5.99
445,6.94,2.0,2.74
446,7.4,2.0,1.5
448,13.6,29.0,15.37
451,25.13,26.0,29.59
456,43.08,37.0,38.6
460,32.55,35.0,46.4
461,38.98,46.0,39.18
466,37.4,36.0,46.93
468,8.23,26.0,28.97
471,5.71,14.0,7.74
474,24.81,3.0,1.3
476,37.68,70.0,41.43
483,50.33,53.0,53.1
484,20.88,19.0,26.41
485,24.62,28.0,40.02
490,73.11,82.0,69.71
495,58.62,84.0,73.2
509,28.85,37.0,44.77
510,56.89,76.0,62.95
511,57.7,80.0,61.13
519,60.87,73.0,50.61
520,72.15,64.0,72.29
521,79.3,90.0,65.21
524,58.76,77.0,53.61
534,35.71,47.0,41.06
539,5.29,4.0,2.76
542,0.35,2.0,2.49
548,12.73,3.0,3.18
549,9.18,8.0,5.53
550,7.1,16.0,26.44
557,1.85,17.0,16.13
561,10.47,2.0,2.05
573,5.35,3.0,4.02
574,5.69,2.0,2.14
578,7.84,10.0,12.06
580,14.08,3.0,3.46
582,8.71,3.0,3.06
583,9.57,2.0,2.66
595,5.21,3.0,3.56
596,8.44,2.0,2.36
605,9.62,2.0,1.77
610,39.21,38.0,36.34
611,37.26,36.0,35.6
613,21.57,29.0,26.0
615,23.62,53.0,47.22
619,23.86,2.0,3.84
622,40.01,28.0,41.07
623,47.9,58.0,55.46
625,46.33,42.0,49.32
633,34.78,50.0,48.03
647,55.72,59.0,51.61
648,44.07,64.0,60.62
652,65.08,57.0,53.05
653,49.62,59.0,52.97
655,22.52,24.0,29.76
656,61.52,76.0,68.75
658,62.89,79.0,65.8
660,52.8,78.0,72.5
661,56.47,55.0,46.85
667,68.65,44.0,58.25
670,55.84,50.0,61.91
671,45.18,58.0,50.84
675,39.69,44.0,37.49
677,34.07,40.0,31.69
678,51.58,59.0,62.41
680,53.19,77.0,61.76
682,51.18,41.0,39.89
683,16.57,3.0,3.91
684,28.43,47.0,33.39
685,27.79,34.0,29.09
694,46.5,45.0,50.51
696,50.76,47.0,52.9
697,31.66,17.0,22.57
699,29.63,33.0,32.55
701,41.03,35.0,38.28
702,45.38,40.0,40.83
704,12.3,3.0,3.08
709,28.79,36.0,36.29
710,19.71,30.0,29.18
712,22.95,6.0,9.7
714,22.19,25.0,29.14
717,10.66,30.0,30.25
718,7.18,29.0,25.7
721,36.53,21.0,24.02
722,19.67,3.0,3.11
726,11.44,24.0,21.19
727,13.34,3.0,3.48
728,14.52,2.0,2.12
