,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,30.78,40.0,33.22
3,15.59,16.0,21.1
9,41.95,26.0,45.76
11,62.32,56.0,70.49
12,67.63,65.0,74.66
13,63.51,61.0,66.64
24,55.95,71.0,45.32
27,68.43,79.0,64.46
29,62.83,54.0,68.05
32,77.4,83.0,85.94
37,47.17,51.0,47.47
39,58.91,58.0,53.71
40,86.23,81.0,78.13
51,54.23,53.0,57.72
53,64.53,74.0,66.79
54,74.04,78.0,76.66
57,104.23,106.0,91.04
60,85.37,107.0,89.97
61,75.13,61.0,73.64
62,43.63,43.0,34.77
65,26.92,24.0,25.86
66,30.13,19.0,33.99
67,45.15,57.0,45.93
70,35.51,54.0,33.83
72,62.14,31.0,56.28
80,25.82,11.0,27.94
83,56.8,59.0,61.06
84,26.41,32.0,21.71
87,44.67,39.0,49.69
93,44.15,27.0,39.75
96,81.25,77.0,87.27
97,81.25,81.0,89.57
98,85.9,87.0,91.33
99,96.44,98.0,94.42
101,48.27,36.0,46.6
111,89.31,78.0,88.71
112,95.11,89.0,82.22
116,70.59,85.0,72.65
