,“ú•Ê
0,131.74
1,153.87
2,132.81
3,97.03
4,524.49
7,627.99
14,824.21
17,94.4
18,265.64
30,120.53
34,61.16
35,218.09
38,6.31
40,30.48
42,216.37
47,21.37
50,75.19
57,51.11
66,54.34
81,65.35
82,64.54
83,62.23
86,320.25
87,255.87
89,44.59
95,280.37
99,103.19
101,51.49
104,38.57
105,10.29
106,28.82
108,49.04
110,20.63
111,21.05
113,17.18
116,2.39
117,50.65
121,326.17
126,27.25
129,116.0
133,36.71
134,56.3
138,3.66
139,129.29
144,21.78
148,24.42
151,29.47
159,89.25
160,156.86
164,264.78
167,38.03
168,199.62
176,358.57
178,168.93
181,54.22
185,18.51
186,53.03
195,432.09
196,338.94
201,1237.81
202,675.43
203,544.24
210,571.25
214,0.06
215,65.83
220,248.39
226,86.42
228,226.48
229,770.23
230,768.64
236,3.54
237,27.84
242,23.4
243,39.24
251,4.96
253,21.44
255,33.21
256,34.64
264,1.89
268,51.86
270,15.37
274,3316.03
279,31.7
281,20.1
282,32.81
283,33.11
284,12.87
285,6.25
288,5.94
290,99.83
292,6.68
296,2206.91
305,15.78
306,9.61
309,12.25
316,164.53
318,20.73
322,3.71
323,21.63
326,11.96
327,4.34
329,7.1
331,46.26
334,23.63
335,19.9
341,12.44
347,684.23
354,4.67
359,399.9
362,2.75
364,1011.99
