,“ú•Ê
0,347.37
4,982.53
8,1073.66
13,193.59
14,1312.94
19,204.18
22,212.99
33,530.67
39,20.88
40,23.46
41,227.15
43,297.82
45,51.41
47,367.63
49,276.26
50,222.33
51,16.62
53,375.75
56,276.34
58,131.38
62,15.91
68,40.53
71,81.15
73,252.73
74,289.99
75,38.13
81,19.22
85,91.15
89,93.02
93,104.81
95,434.09
96,1133.03
108,63.44
115,29.79
116,14.13
117,53.04
119,1.84
128,213.85
132,36.56
135,0.98
137,402.65
142,38.78
143,330.41
151,2.55
152,30.81
153,66.59
157,57.43
161,141.66
162,21.57
165,53.42
166,50.08
167,47.85
169,62.2
176,380.3
177,20.26
180,132.09
181,53.65
183,142.22
184,268.74
188,0.76
197,87.86
198,47.57
202,755.73
203,451.25
208,44.26
210,245.4
212,196.85
213,100.07
218,50.75
219,25.71
222,58.48
229,976.95
233,600.42
239,63.96
247,17.65
250,22.76
258,11.3
261,138.51
264,13.96
268,60.01
269,34.78
275,3364.85
277,4599.73
281,9.44
287,1.4
305,15.85
311,4.44
312,3.54
315,3.36
317,46.01
318,21.2
319,0.74
320,13.58
321,20.69
324,8.9
327,0.52
329,16.34
332,20.84
333,0.95
335,31.93
336,17.79
339,19.5
341,5.06
342,4.24
344,16.17
346,12.68
349,42.82
351,13.67
353,70.17
362,7.72
364,509.14
