,“ú•Ê
0,352.99
1,423.31
2,370.33
3,337.23
4,841.31
5,163.67
6,395.71
7,702.57
9,169.65
10,39.94
11,395.71
13,728.13
14,1178.78
15,431.56
16,530.17
17,32.08
18,372.11
19,388.73
20,361.53
21,343.53
22,387.57
24,326.1
25,664.27
27,323.7
30,386.2
31,203.47
32,377.43
34,316.84
36,288.35
38,286.19
39,214.74
40,409.27
41,311.31
42,364.09
43,367.88
44,282.34
45,274.54
46,22.59
48,385.52
49,319.52
50,346.95
51,301.24
55,334.74
56,344.2
58,360.0
59,341.68
60,121.54
62,393.75
64,417.13
65,293.71
66,292.53
68,9.05
69,56.07
71,48.34
72,298.56
73,479.28
75,29.13
76,254.35
78,174.89
79,340.04
82,115.99
83,158.57
84,231.3
85,78.47
87,329.0
89,9.34
90,142.25
91,82.96
92,89.22
93,406.29
94,398.93
97,2.05
98,48.53
99,147.56
100,1050.67
101,218.91
102,5.89
103,14.96
105,9.98
106,41.4
107,1070.93
109,7.93
110,29.3
111,25.3
112,20.82
114,13.77
115,30.63
116,5.74
117,32.53
120,42.44
121,403.85
122,291.88
123,15.76
124,51.12
125,46.5
126,38.14
128,125.08
129,186.98
131,1.02
132,23.72
134,26.68
136,323.5
137,532.03
138,24.62
140,31.97
141,20.82
144,23.6
145,1.51
146,36.14
150,13.91
152,37.16
153,1.13
156,75.84
157,356.81
158,276.84
159,167.11
160,282.58
161,244.39
162,6.24
164,550.49
165,39.3
167,16.67
168,335.03
170,3.63
171,383.38
172,485.76
174,37.31
175,6.76
177,30.96
180,297.67
181,51.08
182,68.83
184,373.21
187,24.14
188,54.99
190,644.3
191,992.55
192,1939.35
193,80.39
194,465.26
195,518.73
198,330.18
199,481.73
202,494.08
203,615.84
204,31.02
205,3.0
206,37.23
207,40.62
208,41.54
209,18.66
210,451.58
211,21.37
213,22.11
214,13.13
215,46.8
219,80.62
220,307.2
223,501.26
224,450.18
225,381.69
228,314.33
229,816.26
230,665.51
231,16.27
232,31.57
235,22.4
236,47.18
237,20.45
240,116.35
244,58.9
245,32.9
247,41.73
248,25.42
249,12.84
250,25.69
254,3.35
255,2.15
256,26.54
260,15.24
262,18.75
263,12.72
264,5.61
265,12.27
267,2.36
268,48.04
269,17.29
270,6.46
271,10.52
277,2977.65
279,39.45
280,48.42
282,38.11
283,19.79
284,7.49
285,23.78
286,5.79
288,0.35
289,1754.85
293,33.4
295,8.1
296,1914.35
297,3.48
298,29.33
299,18.24
301,15.6
302,30.38
303,478.83
305,2.18
306,2.85
307,39.65
309,23.08
310,35.64
311,17.9
313,19.37
314,25.5
315,20.97
316,165.91
317,19.11
319,19.82
320,36.06
321,30.87
322,11.82
323,35.86
326,4.79
328,21.14
330,26.81
331,38.1
332,16.58
333,6.8
334,14.24
335,31.88
337,0.92
339,4.06
340,18.01
341,16.34
342,16.34
343,10.87
344,24.92
346,494.87
347,225.89
348,49.02
349,62.24
350,44.01
351,17.15
352,14.87
353,18.88
355,5.24
356,4.92
357,6.35
358,40.33
360,324.21
363,180.57
364,518.6
