,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.44,1.0,1.03
1,1.46,1.0,1.04
2,0.66,1.0,0.99
3,0.24,1.0,1.06
4,1.94,1.0,0.94
6,5.72,5.0,4.69
7,1.43,1.0,0.97
12,8.01,10.0,9.84
13,6.6,9.0,9.3
14,8.02,11.0,11.4
17,1.87,1.0,0.89
19,9.97,14.0,13.12
20,9.76,12.0,12.29
21,3.06,1.0,1.12
23,1.46,1.0,0.99
24,3.59,1.0,1.03
25,7.62,9.0,8.98
27,8.07,12.0,11.67
30,1.91,1.0,0.99
32,9.87,12.0,12.38
34,10.72,14.0,13.17
35,10.04,14.0,13.29
36,9.77,12.0,12.77
38,1.16,1.0,1.05
39,1.37,1.0,1.13
40,5.11,5.0,5.13
41,5.27,5.0,5.02
42,5.07,3.0,3.06
43,1.87,1.0,1.01
44,1.04,1.0,1.02
45,1.04,1.0,1.01
46,1.92,1.0,0.99
47,1.91,2.0,2.03
48,4.73,3.0,3.07
49,5.68,3.0,3.02
50,5.21,4.0,3.8
51,0.24,1.0,0.95
53,4.23,4.0,3.82
54,4.44,4.0,4.25
55,5.44,4.0,4.13
57,5.13,4.0,4.3
58,2.14,1.0,1.2
59,1.06,1.0,0.92
60,8.33,5.0,5.62
61,5.01,5.0,4.45
63,2.79,2.0,1.99
65,0.99,1.0,1.05
66,1.13,1.0,1.0
67,1.04,1.0,1.01
68,1.86,2.0,1.96
70,-0.15,1.0,0.98
74,0.0,1.0,1.02
77,0.31,1.0,1.01
80,0.01,1.0,1.02
81,2.49,1.0,1.06
82,1.81,1.0,0.85
83,2.5,2.0,2.1
84,0.73,1.0,1.02
85,0.54,1.0,1.0
86,0.44,1.0,0.94
87,1.85,1.0,0.96
88,3.14,2.0,1.92
89,1.26,1.0,1.03
90,1.09,1.0,1.02
91,0.15,1.0,0.95
92,2.28,1.0,0.84
94,0.43,1.0,1.06
95,2.73,1.0,1.08
98,2.71,1.0,0.96
99,3.46,2.0,2.46
100,-0.16,1.0,0.85
101,0.66,1.0,0.96
102,1.29,1.0,1.2
103,2.74,1.0,1.09
104,4.98,1.0,1.19
107,1.46,1.0,1.19
108,0.51,1.0,1.11
110,1.53,1.0,0.96
111,1.32,2.0,2.2
112,2.4,1.0,1.1
113,2.24,1.0,0.84
114,-1.45,1.0,0.9
115,0.62,1.0,1.14
117,2.33,2.0,2.04
118,3.38,1.0,0.95
120,1.78,1.0,0.98
121,-0.52,1.0,1.04
122,-0.69,1.0,0.85
124,1.66,1.0,1.02
127,2.85,3.0,3.07
129,0.76,1.0,1.07
130,0.38,1.0,0.97
132,2.19,1.0,1.02
133,2.3,1.0,1.05
134,1.02,1.0,0.84
135,1.9,1.0,0.96
137,0.92,1.0,1.02
139,1.96,1.0,0.91
140,2.85,2.0,2.06
141,5.84,3.0,3.2
142,6.68,5.0,4.83
143,1.0,1.0,1.06
144,1.98,1.0,1.04
145,2.57,1.0,0.96
146,3.94,3.0,3.24
147,5.98,5.0,4.44
149,7.37,10.0,11.11
150,2.47,1.0,1.14
151,2.39,1.0,1.14
153,12.26,15.0,13.61
154,11.99,14.0,13.61
155,12.3,15.0,13.6
157,4.43,1.0,1.23
159,12.27,13.0,12.71
161,12.36,12.0,13.05
162,10.63,13.0,12.58
164,1.63,1.0,0.87
167,11.55,13.0,13.25
168,11.72,13.0,12.92
172,1.56,1.0,1.0
173,9.73,10.0,9.1
174,9.53,11.0,11.52
175,8.73,9.0,9.46
176,9.08,10.0,11.07
177,9.63,12.0,11.77
178,1.17,1.0,0.9
179,0.39,1.0,0.79
181,8.14,11.0,11.44
182,8.89,12.0,11.5
185,1.34,1.0,1.09
