,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
3,0.48,1.0,1.13
9,0.72,1.0,0.86
11,4.69,10.0,12.57
14,4.59,11.0,12.11
15,8.01,12.0,12.18
16,1.75,1.0,1.11
18,9.32,13.0,13.04
21,3.4,1.0,1.28
26,4.57,7.0,8.2
28,7.82,12.0,11.8
30,1.5,1.0,1.05
34,9.64,14.0,13.1
41,6.51,5.0,4.95
44,0.44,1.0,1.0
46,2.75,1.0,1.06
51,-1.04,1.0,0.98
52,-0.71,0.0,0.95
57,5.84,4.0,3.9
61,4.64,5.0,4.68
67,0.34,1.0,0.91
68,1.74,2.0,2.02
70,-0.67,1.0,0.99
79,-0.42,1.0,0.96
82,1.86,1.0,0.86
84,0.57,1.0,0.98
92,2.66,1.0,1.01
98,6.5,1.0,0.6
100,-1.98,1.0,0.79
101,-1.3,1.0,1.1
102,0.41,1.0,0.94
103,3.79,1.0,0.95
105,5.26,2.0,2.75
107,-0.62,1.0,0.95
113,2.57,1.0,0.97
115,0.22,1.0,1.23
116,1.86,1.0,1.19
119,3.07,1.0,0.64
122,-0.02,1.0,0.94
130,-0.1,1.0,0.83
131,2.76,1.0,0.99
132,2.81,1.0,1.08
134,1.33,1.0,0.75
135,2.48,1.0,0.81
140,3.08,2.0,1.9
143,0.92,1.0,0.96
147,6.93,5.0,3.83
148,9.66,11.0,12.04
153,12.3,15.0,13.51
154,12.22,14.0,13.3
162,10.23,13.0,12.63
164,2.17,1.0,0.83
165,1.0,1.0,1.0
169,11.56,11.0,11.84
171,1.99,1.0,0.89
174,10.75,11.0,12.16
180,5.12,10.0,11.93
