,“ú•Ê
3,49.45
6,28.86
11,32.19
12,24.24
14,6.37
18,64.63
19,68.17
20,88.52
23,29.04
24,38.66
29,50.49
31,50.8
37,56.62
39,77.08
40,13.05
43,103.21
44,56.62
51,41.43
58,11.33
59,25.15
60,110.83
63,112.62
67,25.77
74,35.27
79,45.02
81,11.26
83,46.88
85,19.5
88,45.36
89,53.13
92,18.18
95,15.19
97,14.45
99,104.27
100,132.76
101,110.59
109,32.25
113,164.5
115,164.5
117,30.13
120,18.94
125,18.7
126,22.57
130,inf
132,1.63
135,50.68
136,47.13
145,2.13
147,22.57
150,125.9
152,26.58
160,1.67
161,2.25
163,88.98
165,2.62
170,36.21
177,42.19
182,179.2
185,7.32
186,127.44
188,179.28
190,41.73
200,119.23
203,92.35
206,3.21
214,23.24
216,37.12
217,52.92
219,34.75
223,4.96
227,35.88
229,7.22
233,34.75
238,109.53
249,7.32
250,52.78
254,15.22
255,66.39
256,16.64
258,16.35
262,71.69
273,1729.23
274,746.26
281,11.8
285,6.47
295,12.81
296,71.69
298,1.77
300,1.27
306,12.56
307,9.41
309,26.07
310,71.69
311,71.69
312,14.22
313,13.1
322,9.97
324,65.25
327,10.32
329,9.97
333,34.24
334,22.33
338,59.27
340,4.58
341,3.48
346,42.51
350,84.18
351,11.05
356,491.41
359,24.7
363,47.11
