,“ú•Ê
8,74.78
12,66.0
23,42.16
26,64.58
28,47.54
29,43.87
33,64.89
35,37.58
37,63.27
47,23.36
52,58.33
53,44.38
54,372.7
57,64.4
61,67.68
63,59.29
67,12.95
70,46.19
74,68.71
77,45.57
80,83.45
81,21.73
86,7.42
88,45.74
95,40.25
96,7.73
104,2.55
108,185.51
113,185.51
118,13.96
119,23.99
127,20.19
130,inf
133,34.59
135,32.49
139,3.24
142,190.76
143,190.76
147,23.99
148,15.98
149,190.76
151,15.98
154,25.91
155,28.33
163,92.34
166,94.32
169,24.82
173,236.84
176,73.68
178,52.2
179,47.96
183,161.36
185,2.09
186,206.93
189,15.95
196,inf
197,36.91
200,95.31
201,196.98
212,36.77
216,50.67
217,44.1
218,47.97
221,60.04
222,38.69
226,45.28
227,45.28
233,45.28
234,25.51
238,87.62
239,81.89
241,62.48
242,5.21
243,24.55
246,33.54
251,23.15
252,32.46
253,26.33
257,24.01
258,6.02
259,9.55
261,68.65
266,1.13
272,1858.19
273,1573.11
274,806.25
275,68.65
276,70.42
278,5.74
281,5.14
287,2.48
290,15.67
291,13.84
292,2.02
294,9.66
300,1.47
304,14.79
308,1.41
312,10.54
318,73.9
324,70.42
325,101.57
327,6.47
329,5.29
336,16.25
338,97.48
345,44.11
354,343.55
359,32.79
361,51.66
362,69.01
