,ì˙ï ,é¿ê—
0,2.0089550144834116,1.0
1,1.994585379150098,2.0
2,1.378831564765865,1.0
3,1.7114568427888737,1.0
4,3.5647131866674977,1.0
5,9.179264176274216,8.0
6,3.4463314027625853,4.0
7,2.707208619014714,2.0
9,1.6057895265235227,1.0
10,1.4528349177259763,1.0
11,2.328409322653706,3.0
13,2.5353952547471867,1.0
14,6.915768704677566,7.0
15,3.488193260469465,4.0
16,1.4451079783646636,1.0
17,1.468476729160625,1.0
18,1.4306998193338523,1.0
19,1.6458237320614817,1.0
20,1.4583225191773792,1.0
21,1.828984346471624,2.0
22,2.508315710595245,1.0
24,1.5441865633456329,1.0
25,3.1942155836073707,1.0
27,1.9220252097146229,2.0
30,1.5380424895172329,1.0
31,1.5441865633456329,1.0
32,1.3709052979622927,1.0
34,1.6696393347795744,2.0
36,1.2853554270151837,1.0
38,1.0033277050739597,1.0
39,1.715421986346221,1.0
40,2.0706658553425177,2.0
41,1.7834540336863098,1.0
42,1.2490575806116424,1.0
43,2.2724611103271224,1.0
44,1.730768152168772,1.0
45,1.6062833824682838,1.0
46,1.3817548136921887,1.0
48,1.2582901518197012,1.0
49,1.1365692061055983,1.0
50,1.4803925006481995,1.0
51,1.5610449269792572,1.0
55,1.6133093239585112,1.0
56,1.1898775880339616,1.0
58,1.1038549182079143,1.0
59,1.7668566696963308,2.0
60,1.619333333546752,1.0
62,1.813231101218048,1.0
64,1.366141905498929,1.0
65,1.7724146238271383,2.0
66,1.5738327179680667,1.0
68,10.49748988557055,11.0
69,9.870486286981293,9.0
71,5.653971637392228,7.0
72,1.0381143529445234,1.0
73,1.0394162226015187,1.0
75,4.335649793959092,8.0
76,1.4416695955028782,1.0
78,2.94321308655532,2.0
79,0.6491143860505559,1.0
82,3.765283807019028,3.0
83,1.73316452651391,1.0
84,1.4614970818455961,1.0
85,2.553067553670603,3.0
87,0.7693641233853348,1.0
89,3.172093479565654,4.0
90,1.245028145973996,1.0
91,1.1219342932922622,1.0
92,1.5694717391228235,1.0
93,0.7448047282605124,1.0
94,0.4996853116213145,0.0
97,9.914005985548496,10.0
98,1.9778228737787968,1.0
99,2.059993708545522,1.0
100,2.8550873319980123,1.0
101,0.14626256779411057,1.0
102,14.321608784311525,13.0
103,10.120707438549967,10.0
105,15.430393390139965,12.0
106,15.962854077195136,16.0
107,2.4309511165117628,1.0
109,15.962854077195136,24.0
110,15.962854077195136,19.0
111,15.962854077195136,17.0
112,2.8550873319980123,1.0
114,2.8727691727135896,1.0
115,2.8550873319980123,1.0
116,15.430393390139965,13.0
117,10.228076243658043,13.0
120,15.63140999158047,18.0
121,2.8550873319980123,1.0
122,2.8550873319980123,0.0
123,15.962854077195136,17.0
124,15.962854077195136,21.0
125,15.962854077195136,20.0
126,15.962854077195136,21.0
128,2.4834196050979034,1.0
129,2.4137359858672416,1.0
131,15.962854077195136,19.0
132,15.962854077195136,16.0
134,1.6599861066480193,1.0
136,1.4116158525500166,1.0
137,1.40930501475863,1.0
138,2.323132560447454,1.0
140,15.962854077195136,16.0
141,15.962854077195136,16.0
144,15.430393390139965,15.0
145,15.693440435282628,16.0
146,15.962854077195136,19.0
150,2.378949337996678,1.0
152,14.584655829454189,16.0
153,1.338812810640618,1.0
156,0.6637976252448572,0.0
157,1.6030614117078226,1.0
158,1.2804623595440765,1.0
159,1.688321491085912,1.0
160,1.435767376810967,1.0
161,1.2411715531151226,1.0
162,4.170692161409754,4.0
164,0.6458924152900947,1.0
165,9.96502919851538,9.0
167,2.811984788760008,2.0
168,1.6100471563089311,1.0
170,0.5703987832803601,1.0
171,0.9856458643583823,1.0
172,0.9417600883958563,1.0
174,6.108531999016946,7.0
175,2.3226266449428414,1.0
177,1.6116110450833745,1.0
180,1.660848176859598,1.0
181,1.2956341991081568,1.0
182,3.317027816891116,1.0
184,0.9856458643583823,1.0
187,3.426455017998746,2.0
188,2.981490344648949,1.0
190,5.742722816162539,6.0
191,0.8912673259916117,1.0
192,1.6018734060513125,1.0
193,2.8570117686158385,1.0
194,1.4438330677023818,1.0
195,1.1824768826600498,1.0
198,1.5883781725135213,1.0
199,1.2936776755227932,1.0
202,1.3484405206345422,1.0
203,1.5503474441336786,1.0
204,4.274042240725603,1.0
205,1.4368251559767056,1.0
206,1.4528349177259763,1.0
207,2.0162627585906656,1.0
208,1.6539327282465668,1.0
209,1.3011643814429634,1.0
210,1.1635768175460488,1.0
211,1.3004451595801898,1.0
213,1.321050232956415,1.0
214,1.453738753268924,1.0
215,1.6874850629254892,1.0
219,1.3159136935497955,1.0
220,1.418452881423314,2.0
223,1.8411853916829242,2.0
224,1.3875641354156445,1.0
225,1.47969982340285,1.0
228,2.228940375745144,1.0
229,2.216034431719777,2.0
230,2.4150236179371025,1.0
