,“ú•Ê
1,21.43
2,20.94
3,53.56
5,21.06
6,6.0
7,66.61
9,47.32
10,28.82
11,9.21
12,56.29
15,16.49
16,48.68
17,30.66
18,101.64
20,100.7
21,22.62
23,25.34
24,48.87
25,302.89
26,36.76
27,31.49
28,51.79
29,25.7
30,39.7
31,48.87
32,30.66
34,16.49
35,37.84
36,28.84
37,43.42
38,11.44
42,42.65
44,51.27
46,16.06
48,14.03
52,34.63
54,124.18
55,66.75
57,37.09
59,18.78
60,25.86
61,22.31
63,61.71
64,38.01
65,26.27
66,38.43
67,12.26
69,2.21
70,27.54
72,9.41
76,88.89
77,32.28
78,42.22
79,46.28
80,24.18
82,17.06
83,70.82
84,47.39
86,10.7
87,31.35
88,39.16
90,4.41
91,30.74
92,83.33
94,inf
97,4.63
98,124.26
99,121.79
100,93.33
101,64.71
102,10.89
103,11.0
104,14.37
105,0.8
106,5.99
107,93.33
109,28.73
110,9.98
111,0.61
112,108.8
113,108.8
114,114.66
118,5.79
120,6.33
121,108.8
122,inf
123,0.09
124,18.55
125,14.48
126,18.55
127,14.48
129,101.65
130,inf
131,9.98
133,2.5
134,76.71
136,47.68
138,72.11
139,12.41
140,5.93
141,6.9
144,0.04
145,5.38
146,9.93
147,18.51
148,9.98
149,108.8
150,117.12
154,29.81
155,29.81
156,inf
158,34.8
159,33.75
160,6.83
163,55.47
164,22.1
168,93.96
170,62.77
171,10.37
172,10.57
173,96.8
174,2.32
175,110.9
178,58.42
179,5.05
182,177.03
185,10.57
186,159.7
187,157.47
189,8.68
190,11.4
191,15.22
192,57.03
193,124.07
194,26.33
195,26.21
196,inf
199,56.92
200,102.71
201,130.13
204,213.76
205,40.83
206,38.51
207,82.14
209,6.18
211,10.54
214,29.98
215,52.32
216,41.48
217,27.58
220,17.52
221,37.05
223,27.02
224,81.2
225,40.18
226,38.51
227,30.28
228,126.37
230,76.94
231,75.58
232,17.05
234,42.73
235,13.22
236,55.8
237,16.54
238,71.35
240,39.46
241,30.27
242,15.18
243,31.21
244,9.67
245,21.09
246,25.05
248,86.58
249,13.66
251,7.98
252,16.7
253,12.63
254,3.97
255,74.49
256,12.05
257,27.09
259,10.57
260,12.93
262,72.83
263,10.3
265,20.5
266,12.62
267,24.79
270,23.26
271,19.42
272,1293.27
273,993.82
274,508.51
276,57.9
278,0.36
279,0.95
280,26.98
282,21.05
283,10.78
284,256.23
285,2.48
286,1.54
288,12.25
289,57.9
290,21.05
291,2.48
292,1.54
293,8.23
294,3.36
295,11.26
296,57.9
297,66.22
298,1.85
299,8.76
300,3.7
301,14.34
302,6.76
303,92.8
304,2.37
306,3.86
307,1.54
308,2.82
309,17.0
310,63.76
313,7.28
314,1.54
316,57.9
322,9.88
323,10.87
325,95.26
326,15.17
328,234.15
330,5.84
331,39.82
334,27.72
337,10.63
338,33.28
340,20.17
343,7.88
345,25.34
347,170.62
348,4.13
350,42.62
352,60.46
354,32.86
355,16.43
356,386.41
357,22.87
358,18.74
359,21.41
360,52.95
361,46.16
363,12.0
