,“ú•Ê
5,16.78
6,13.24
8,42.1
9,34.41
10,9.09
11,10.99
12,45.1
13,78.79
15,29.08
16,21.96
19,21.48
20,32.73
21,12.63
22,28.62
23,46.82
24,31.51
25,186.3
26,18.39
27,7.36
28,12.88
29,10.68
31,28.58
32,52.73
33,16.73
36,28.47
37,41.1
39,47.34
41,62.17
43,73.23
44,27.71
45,22.35
46,17.88
48,47.75
49,29.22
51,8.05
52,29.71
53,4.7
54,168.62
55,5.95
56,4.76
58,26.8
59,14.02
60,63.38
61,1.37
62,24.65
63,7.54
64,15.9
65,13.76
67,6.12
68,19.13
69,13.25
70,20.81
71,11.62
72,28.69
73,23.33
74,8.59
75,19.34
76,5.95
77,26.57
78,6.47
79,35.42
80,58.51
84,54.7
85,0.85
88,13.53
90,66.01
91,34.19
92,80.8
93,87.74
94,inf
96,19.23
97,1.26
98,128.07
100,30.2
102,3.12
103,4.09
107,43.23
109,18.74
112,65.36
114,31.41
115,85.82
118,0.99
119,9.93
120,5.78
122,inf
123,2.47
124,9.69
125,4.52
127,2.99
128,85.58
130,inf
131,5.96
132,4.16
135,55.32
136,11.08
137,18.45
140,4.68
141,6.09
142,5.67
143,133.43
145,3.21
146,2.78
147,10.69
149,221.14
150,1.52
152,4.09
153,44.63
154,1.49
155,13.71
156,inf
157,28.94
158,0.51
161,31.26
162,16.12
163,120.1
165,30.82
166,28.16
169,41.27
170,54.53
171,25.14
172,56.98
173,15.23
174,1.31
175,64.09
177,11.25
179,8.56
180,21.19
182,75.98
183,26.68
184,79.48
187,13.47
188,13.0
189,40.49
190,18.18
191,4.44
192,27.85
193,21.67
194,32.42
197,29.04
198,7.17
199,15.04
200,45.99
204,228.47
205,25.1
206,18.41
207,18.69
208,12.57
209,7.95
211,34.21
212,14.97
213,19.34
216,15.91
217,63.92
218,15.37
219,1.78
221,20.29
222,44.41
223,25.47
224,120.14
225,41.39
227,7.63
231,37.63
232,7.3
233,0.33
234,26.88
235,13.71
238,30.53
239,33.72
240,16.38
241,9.74
244,22.03
245,20.45
246,14.26
247,34.15
248,161.01
249,1.54
250,16.5
252,14.22
254,4.41
257,11.32
258,11.96
259,1.22
260,6.42
261,10.29
262,106.06
263,16.27
265,12.49
266,2.6
267,10.74
269,6.43
271,15.81
272,1016.46
273,723.97
275,117.08
276,101.24
277,1104.46
278,5.46
280,23.25
286,4.64
287,2.66
289,137.01
291,0.82
293,11.51
294,3.41
295,2.69
297,27.96
298,3.22
299,11.55
300,3.4
301,10.17
302,3.04
303,109.34
304,16.83
307,5.8
308,3.98
310,163.35
311,118.07
312,7.99
313,6.35
314,6.74
315,10.48
317,25.23
319,4.69
320,0.21
321,3.07
324,93.52
325,56.59
328,187.28
330,9.15
332,19.05
333,2.85
336,18.4
337,8.44
338,27.9
339,6.62
340,6.2
342,3.53
343,2.64
344,4.57
345,40.62
346,10.01
348,14.08
349,37.04
350,21.95
351,1.3
352,3.5
353,17.45
355,1.35
356,231.41
357,4.92
358,18.78
360,1.53
361,18.36
363,3.11
