,“ú•Ê
0,19.79
1,51.18
2,12.55
3,34.36
4,251.28
7,35.67
14,28.87
17,77.15
18,102.41
30,21.87
34,55.36
35,71.17
38,134.2
40,52.97
42,21.24
47,18.08
50,61.2
57,116.95
66,8.71
81,9.73
82,35.33
83,88.56
86,38.13
87,123.46
89,61.45
95,30.09
99,246.65
101,191.06
104,29.95
105,14.54
106,14.7
108,163.36
110,2.51
111,1.27
113,98.77
116,19.97
117,9.43
121,77.25
126,11.61
129,2.77
133,11.52
134,141.62
138,118.71
139,4.27
144,0.87
148,1.31
151,1.27
159,7.21
160,93.8
164,61.6
167,13.27
168,0.57
176,59.82
178,24.28
181,13.78
185,56.53
186,20.07
195,44.25
196,inf
201,152.33
202,57.94
203,68.4
210,0.8
214,32.59
215,55.56
220,34.31
226,104.07
228,41.49
229,10.88
230,55.18
236,28.06
237,47.59
242,4.4
243,29.95
251,3.26
253,6.86
255,27.18
256,10.47
264,13.2
268,155.8
270,24.06
274,549.53
279,6.03
281,5.35
282,35.43
283,151.41
284,459.66
285,10.91
288,6.81
290,78.87
292,3.28
296,23.58
305,8.82
306,18.54
309,15.19
316,117.03
318,210.91
322,4.3
323,13.78
326,8.46
327,5.03
329,7.91
331,41.7
334,45.75
335,67.87
341,5.76
347,190.69
354,239.1
359,58.41
362,67.88
364,12.36
