,“ú•Ê
1,30.81
2,6.5
6,9.46
7,51.56
9,41.68
16,17.97
17,35.35
18,61.13
19,41.42
26,16.89
29,75.53
30,34.08
31,12.23
32,29.54
38,84.84
41,7.95
44,54.42
45,62.9
54,370.88
55,35.29
56,72.43
59,82.39
61,58.1
66,15.14
68,28.49
72,61.78
73,82.69
79,84.47
84,21.22
91,75.13
98,208.29
99,271.7
100,175.45
101,103.32
103,21.99
105,23.98
107,103.55
119,18.64
120,12.41
122,inf
124,17.35
129,120.47
130,inf
138,242.87
140,15.44
141,7.27
142,146.9
144,3.08
146,9.51
151,4.67
153,68.09
154,58.77
155,53.02
163,45.84
166,114.64
171,40.44
178,25.27
180,19.65
181,25.16
185,11.93
186,27.52
190,0.53
192,62.52
202,4.23
209,54.35
212,35.62
213,2.74
215,50.92
217,74.33
221,15.59
235,72.29
239,27.89
240,9.11
243,17.1
249,10.55
251,0.75
254,20.16
255,47.56
266,3.66
269,111.21
272,1677.25
274,720.26
275,196.37
276,54.28
280,30.44
282,18.83
283,65.33
286,5.65
287,2.87
288,6.33
292,8.94
296,96.53
298,16.15
301,22.44
307,4.39
309,20.26
312,5.84
314,2.38
328,412.24
329,0.91
332,43.7
333,26.34
339,144.11
343,10.09
344,4.11
346,5.28
350,73.32
353,52.22
357,26.9
358,32.04
363,47.68
