,“ú•Ê
0,100.9
1,0.27
2,37.88
3,71.15
4,256.47
5,14.74
6,13.84
7,35.36
9,60.58
10,45.28
11,22.39
13,153.54
14,1.2
15,12.8
16,44.51
17,46.85
18,43.07
19,64.58
20,45.83
21,8.55
22,150.83
24,54.42
25,219.42
27,3.9
30,53.8
31,54.42
32,37.09
34,16.52
36,28.54
38,0.33
39,71.54
40,3.53
41,78.35
42,24.91
43,127.25
44,73.08
45,60.63
46,38.18
48,25.83
49,13.66
50,48.04
51,56.1
55,61.33
56,18.99
58,10.39
59,11.66
60,61.93
62,81.32
64,36.61
65,11.38
66,57.38
68,4.57
69,9.67
71,19.23
72,3.81
73,3.94
75,45.8
76,44.17
78,47.16
79,35.09
82,25.51
83,73.32
84,46.15
85,14.9
87,23.06
89,20.7
90,24.5
91,12.19
92,56.95
93,25.52
94,inf
97,0.86
98,97.78
99,106.0
100,185.51
101,85.37
102,10.17
103,1.21
105,28.59
106,0.23
107,143.1
109,33.49
110,15.98
111,6.1
112,185.51
114,187.28
115,185.51
116,18.7
117,21.32
120,13.16
121,185.51
122,inf
123,6.1
124,23.99
125,20.19
126,23.99
128,148.34
129,141.37
131,15.98
132,0.23
134,66.0
136,41.16
137,40.93
138,132.31
140,0.23
141,0.23
144,2.87
145,1.92
146,15.98
150,137.89
152,8.85
153,33.88
156,inf
157,60.31
158,28.05
159,68.83
160,43.58
161,24.12
162,4.27
164,35.41
165,10.72
167,40.6
168,61.0
170,42.96
171,1.44
172,5.82
174,12.74
175,132.26
177,61.16
180,66.08
181,29.56
182,231.7
184,1.44
187,71.32
188,198.15
190,4.29
191,10.87
192,60.19
193,185.7
194,44.38
195,18.25
198,58.84
199,29.37
202,34.84
203,55.03
204,327.4
205,43.68
206,45.28
207,101.63
208,65.39
209,30.12
210,16.36
211,30.04
213,32.11
214,45.37
215,68.75
219,31.59
220,29.08
223,7.94
224,38.76
225,47.97
228,122.89
229,10.8
230,141.5
231,64.95
232,26.16
235,14.87
236,57.88
237,21.78
240,70.42
244,10.47
245,21.14
247,92.77
248,68.65
249,4.13
250,34.44
254,0.54
255,96.45
256,1.72
260,13.79
262,68.65
263,15.19
264,7.18
265,13.96
267,26.74
268,13.54
269,68.65
270,6.75
271,2.09
277,1536.96
279,2.88
280,24.08
282,15.67
283,24.97
284,315.88
285,6.66
286,2.02
288,12.47
289,68.65
293,9.83
295,8.09
296,68.65
297,70.42
298,8.08
299,6.66
301,15.6
302,5.47
303,70.42
305,6.47
306,12.03
307,8.52
309,19.8
310,70.42
311,70.42
313,5.53
314,2.02
315,21.95
316,68.65
317,68.65
319,16.04
320,13.84
321,14.46
322,11.5
323,18.97
326,10.54
328,314.11
330,9.56
331,24.97
332,15.1
333,8.24
334,6.35
335,30.47
337,11.68
339,24.97
340,5.3
341,4.13
342,5.21
343,2.94
344,0.3
346,45.45
347,152.2
348,27.36
349,84.68
350,73.95
351,10.99
352,106.55
353,2.7
355,1.2
356,437.12
357,18.86
358,22.79
360,44.41
363,1.97
364,39.25
