COP,•‰‰×—¦
2.396313364,0.845528455
2.18699187,0.874796748
2.189300412,0.86504065
4.571428571,0.156097561
4.569230769,0.482926829
2.199115044,0.808130081
2.100401606,0.850406504
2.12749004,0.868292683
2.146938776,0.855284553
2.153526971,0.843902439
2.233333333,0.871544715
2.342857143,0.8
2.280334728,0.886178862
2.23628692,0.861788618
4.689655172,0.221138211
4.523076923,0.47804878
2.327102804,0.809756098
2.246861925,0.873170732
2.286885246,0.907317073
2.27755102,0.907317073
2.234817814,0.897560976
2.256097561,0.902439024
2.389423077,0.808130081
2.259414226,0.87804878
2.260683761,0.860162602
2.25,0.014634146
5.5,0.017886179
2.288990826,0.811382114
2.11440678,0.811382114
2.045833333,0.798373984
1.991525424,0.764227642
2.096638655,0.811382114
2.029045643,0.795121951
2.102880658,0.830894309
2.049792531,0.803252033
2.578947368,0.159349593
2.62745098,0.217886179
2.106719368,0.866666667
2.074509804,0.860162602
2.046875,0.85203252
2.023255814,0.848780488
2.034749035,0.856910569
2.027027027,0.853658537
2.051181102,0.847154472
2.117647059,0.76097561
1.988,0.808130081
1.75,0.011382114
2.333333333,0.352845528
2.09561753,0.855284553
2.073929961,0.866666667
2.064885496,0.879674797
2.090551181,0.863414634
2.094117647,0.868292683
2.130434783,0.876422764
2.16,0.87804878
2.199095023,0.790243902
2.146245059,0.882926829
2.104,0.855284553
2.25,0.014634146
3.270833333,0.255284553
3.008130081,0.601626016
2.058091286,0.806504065
1.948412698,0.798373984
1.95256917,0.803252033
1.980079681,0.808130081
1.968379447,0.809756098
1.984313725,0.822764228
1.995594714,0.736585366
2.022988506,0.858536585
2.007751938,0.842276423
0,0
4.260869565,0.159349593
3.173553719,0.624390244
2.246575342,0.8
2.159482759,0.814634146
2.150214592,0.814634146
2.035433071,0.840650407
1.98467433,0.842276423
2.084337349,0.843902439
2.108108108,0.76097561
2.139442231,0.873170732
2.152263374,0.850406504
1,0.001626016
4.318181818,0.154471545
3.266666667,0.637398374
2.351598174,0.837398374
2.308695652,0.863414634
2.283898305,0.876422764
2.176229508,0.863414634
2.128514056,0.861788618
2.111111111,0.86504065
2.115555556,0.77398374
2.112403101,0.886178862
2.12749004,0.868292683
1,0.001626016
4.5,0.043902439
2.154811715,0.837398374
2.02745098,0.840650407
1.965116279,0.824390244
1.94488189,0.803252033
1.976190476,0.809756098
2.003968254,0.821138211
2.035714286,0.834146341
2.016736402,0.783739837
2.15720524,0.803252033
1,0.001626016
2.838709677,0.143089431
2.093385214,0.874796748
2.019230769,0.853658537
2.019305019,0.850406504
2.042801556,0.853658537
2.07421875,0.863414634
2.09375,0.871544715
2.102362205,0.868292683
2.159292035,0.793495935
2.199203187,0.897560976
1,0.001626016
2.8,0.227642276
2.281512605,0.882926829
2.22406639,0.871544715
2.24691358,0.887804878
2.319502075,0.908943089
2.242677824,0.871544715
2.187755102,0.871544715
2.14229249,0.881300813
2.199115044,0.808130081
2.180392157,0.904065041
2.143426295,0.874796748
1,0.001626016
2.476923077,0.261788618
2.16015625,0.899186992
2.120622568,0.886178862
2.108108108,0.887804878
2.076923077,0.87804878
2.088803089,0.879674797
2.080769231,0.879674797
2.081395349,0.873170732
2.168141593,0.796747967
2.161417323,0.892682927
3.32,0.13495935
2.818181818,0.100813008
2.424242424,0.260162602
3.184210526,0.590243902
2.267857143,0.82601626
2.212765957,0.845528455
2.20083682,0.855284553
2.140495868,0.842276423
2.110655738,0.837398374
2.089430894,0.835772358
2.098654709,0.76097561
2.140625,0.891056911
2.178137652,0.874796748
3.4375,0.178861789
3.275862069,0.617886179
2.228448276,0.840650407
2.120967742,0.855284553
2.059055118,0.850406504
2.0234375,0.842276423
2.031128405,0.848780488
2.089494163,0.873170732
2.13215859,0.78699187
2.1484375,0.894308943
2.166007905,0.891056911
3.512820513,0.222764228
2.313636364,0.827642276
2.147826087,0.803252033
2.08583691,0.790243902
2.033898305,0.780487805
2.046808511,0.782113821
2.064377682,0.782113821
2.086206897,0.78699187
2.148325359,0.730081301
2.055555556,0.240650407
2.347368421,0.362601626
2.065891473,0.866666667
2.027027027,0.853658537
2.003921569,0.830894309
1.98046875,0.824390244
1.98828125,0.827642276
2.019607843,0.837398374
2.059288538,0.847154472
2.0562249,0.832520325
2.14516129,0.86504065
2.552238806,0.27804878
2.430051813,0.762601626
2.176211454,0.803252033
2.115879828,0.801626016
2.106837607,0.801626016
2.139240506,0.824390244
2.158333333,0.842276423
2.204166667,0.860162602
2.087866109,0.811382114
2.188976378,0.904065041
2.289156627,0.926829268
1.5,0.004878049
2.523809524,0.344715447
2.221276596,0.848780488
2.086419753,0.824390244
2.049792531,0.803252033
2.004115226,0.791869919
2.053497942,0.811382114
2.136929461,0.837398374
2.175732218,0.845528455
2.142857143,0.780487805
2.11328125,0.879674797
0,0
2.87755102,0.229268293
2.282051282,0.868292683
2.231759657,0.845528455
2.283898305,0.876422764
2.31779661,0.889430894
2.268085106,0.866666667
2.225531915,0.850406504
2.228813559,0.855284553
2.28,0.834146341
2.261802575,0.856910569
2.29004329,0.860162602
1,0.001626016
2.8125,0.219512195
2.359307359,0.886178862
2.238297872,0.855284553
2.226890756,0.861788618
2.203319502,0.863414634
2.151639344,0.853658537
2.166666667,0.866666667
2.183673469,0.869918699
2.209606987,0.822764228
2.228215768,0.873170732
2.18907563,0.847154472
2.578313253,0.34796748
2.198312236,0.847154472
2.1125,0.824390244
2.087136929,0.817886179
2.077868852,0.824390244
2.072289157,0.83902439
2.068273092,0.837398374
2.064516129,0.832520325
2.152777778,0.756097561
2.064516129,0.832520325
2.315217391,0.692682927
2.131474104,0.869918699
2.066666667,0.856910569
2.06614786,0.863414634
2.030888031,0.855284553
2.026923077,0.856910569
2.038314176,0.86504065
2.065637066,0.869918699
2.156521739,0.806504065
2.176706827,0.881300813
2.25,0.014634146
2.318181818,0.248780488
2.133333333,0.884552846
2.046332046,0.861788618
2.042307692,0.863414634
2.011494253,0.853658537
1.984375,0.82601626
2.019685039,0.834146341
2.035433071,0.840650407
2.108225108,0.791869919
2.112403101,0.886178862
2.141732283,0.884552846
2.25,0.014634146
3.323529412,0.183739837
2.327272727,0.832520325
2.202586207,0.830894309
2.191489362,0.837398374
2.134453782,0.82601626
2.095833333,0.817886179
2.10460251,0.817886179
2.117154812,0.822764228
2.218604651,0.775609756
2.171875,0.904065041
2.187250996,0.892682927
2.25,0.014634146
2.253968254,0.692682927
2.019379845,0.847154472
2.003846154,0.847154472
2.031007752,0.85203252
2.03875969,0.855284553
2.011583012,0.847154472
2.02745098,0.840650407
2.087649402,0.85203252
2.148648649,0.775609756
2.217741935,0.447154472
2,0.003252033
2.366834171,0.765853659
2.103585657,0.858536585
2.101167315,0.87804878
2.11969112,0.892682927
2.096899225,0.879674797
2.101960784,0.871544715
2.119047619,0.868292683
2.177419355,0.87804878
2.131147541,0.845528455
2.473958333,0.772357724
2,0.003252033
2.96,0.120325203
2.207317073,0.882926829
2.155844156,0.809756098
2.134529148,0.77398374
2.080357143,0.757723577
2.125628141,0.687804878
2.122340426,0.648780488
2.26035503,0.621138211
2.362962963,0.518699187
2.51,0.408130081
2.409638554,0.650406504
2.102766798,0.86504065
2.081712062,0.869918699
2.061538462,0.871544715
2.065637066,0.869918699
2.061776062,0.868292683
2.061302682,0.874796748
2.05,0.866666667
2.04,0.829268293
2.119521912,0.86504065
3.2,0.02601626
2.24137931,0.528455285
2.382352941,0.263414634
2.123015873,0.869918699
2.042801556,0.853658537
2.049808429,0.869918699
2,0.845528455
1.957364341,0.821138211
2,0.82601626
2.027559055,0.837398374
2.100436681,0.782113821
2.115384615,0.894308943
2.1171875,0.881300813
3.333333333,0.471544715
2.298642534,0.82601626
2.306306306,0.832520325
2.359090909,0.843902439
2.31441048,0.861788618
2.256410256,0.858536585
2.237288136,0.858536585
2.269230769,0.863414634
2.246575342,0.8
2.18699187,0.874796748
2.172839506,0.858536585
0,0
4.47826087,0.167479675
2.396313364,0.845528455
2.300847458,0.882926829
2.314049587,0.910569106
2.260162602,0.904065041
2.230769231,0.895934959
2.262948207,0.923577236
2.213438735,0.910569106
2.162280702,0.801626016
2.117647059,0.87804878
2.128,0.86504065
4.545454545,0.162601626
2.270642202,0.804878049
2.1,0.819512195
2.114754098,0.83902439
2.084677419,0.840650407
2.084,0.847154472
2.111553785,0.861788618
2.070588235,0.858536585
2.143497758,0.777235772
2.137254902,0.886178862
2.157258065,0.869918699
2.25,0.014634146
3.9,0.063414634
2.185185185,0.863414634
2.071428571,0.848780488
2.062745098,0.855284553
2.062992126,0.85203252
2.066929134,0.853658537
2.075098814,0.853658537
2.089068826,0.83902439
2.1,0.785365854
2.227586207,0.525203252
1,0.001626016
2.76744186,0.193495935
2.181818182,0.858536585
2.139917695,0.845528455
2.155737705,0.855284553
2.084337349,0.843902439
2.115537849,0.863414634
2.098039216,0.869918699
2.123015873,0.869918699
2.102880658,0.830894309
2.158730159,0.884552846
0.5,0.001626016
2.75,0.196747967
4.164179104,0.453658537
2.378504673,0.827642276
2.259574468,0.863414634
2.225941423,0.86504065
2.160493827,0.853658537
2.172131148,0.861788618
2.187755102,0.871544715
2.235294118,0.803252033
2.155642023,0.900813008
2.167330677,0.884552846
1,0.001626016
3.382352941,0.18699187
3.137096774,0.632520325
2.226495726,0.847154472
2.12601626,0.850406504
2.183673469,0.869918699
2.279475983,0.848780488
2.223628692,0.856910569
2.253164557,0.868292683
2.27014218,0.778861789
2.169291339,0.895934959
2.165991903,0.869918699
1,0.001626016
4.4,0.143089431
3.415929204,0.627642276
2.273972603,0.809756098
2.240174672,0.834146341
2.25,0.848780488
2.195744681,0.83902439
2.206751055,0.850406504
2.25210084,0.871544715
2.308056872,0.791869919
2.137795276,0.882926829
2.131474104,0.869918699
1,0.001626016
4.571428571,0.156097561
3.338983051,0.640650407
2.293333333,0.83902439
2.253218884,0.853658537
2.260504202,0.874796748
2.18852459,0.868292683
2.236734694,0.891056911
2.235772358,0.894308943
2.296296296,0.806504065
2.212598425,0.913821138
2.162698413,0.886178862
1,0.001626016
3.875,0.100813008
2.358744395,0.855284553
2.152542373,0.82601626
2.105042017,0.814634146
2.004098361,0.795121951
2.062761506,0.801626016
2.058577406,0.8
2.092827004,0.806504065
2.101382488,0.741463415
2.033112583,0.499186992
2.933333333,0.143089431
2.231404959,0.87804878
2.08677686,0.821138211
2.111111111,0.834146341
2.04048583,0.819512195
2.072580645,0.835772358
2.069105691,0.827642276
2.091286307,0.819512195
2.19138756,0.744715447
2.211267606,0.765853659
2.761904762,0.188617886
4.841269841,0.495934959
2.355450237,0.808130081
2.283898305,0.876422764
2.191666667,0.855284553
2.121338912,0.824390244
2.133891213,0.829268293
2.145833333,0.837398374
2.298076923,0.777235772
2.299145299,0.874796748
2.25,0.848780488
3,0.195121951
2.317991632,0.900813008
2.149797571,0.863414634
2.143968872,0.895934959
2.123552124,0.894308943
2.124031008,0.891056911
2.128404669,0.889430894
2.126923077,0.899186992
2.161572052,0.804878049
2.182879377,0.912195122
2.207171315,0.900813008
2.714285714,0.216260163
2.240963855,0.907317073
2.184,0.887804878
2.177865613,0.895934959
2.157692308,0.912195122
2.123076923,0.897560976
2.134615385,0.902439024
2.153846154,0.910569106
2.203539823,0.809756098
2.207843137,0.915447154
2.317596567,0.87804878
2.573333333,0.313821138
2.289855072,0.256910569
2.808510638,0.214634146
2.327659574,0.889430894
2.285087719,0.847154472
2.274336283,0.835772358
2.324324324,0.83902439
2.36199095,0.848780488
2.314159292,0.850406504
2.304545455,0.824390244
2.33492823,0.793495935
2.386666667,0.873170732
2.311688312,0.868292683
3.258064516,0.164227642
2.24789916,0.869918699
2.139240506,0.824390244
2.070247934,0.814634146
2.053719008,0.808130081
2.077868852,0.824390244
2.085020243,0.837398374
2.044,0.830894309
2.12037037,0.744715447
3.212121212,0.517073171
3.148148148,0.138211382
2.211155378,0.902439024
2.142857143,0.87804878
2.141176471,0.887804878
2.135658915,0.895934959
2.11627907,0.887804878
2.120155039,0.889430894
2.11328125,0.879674797
2.149779736,0.793495935
2.193548387,0.884552846
2,0.016260163
2.804878049,0.18699187
2.221774194,0.895934959
2.098425197,0.866666667
2.1003861,0.884552846
2.104651163,0.882926829
2.089147287,0.876422764
2.11328125,0.879674797
2.153543307,0.889430894
2.209821429,0.804878049
2.203921569,0.913821138
2.196,0.892682927
2.585714286,0.294308943
2.232142857,0.406504065
2.765957447,0.211382114
2.186507937,0.895934959
2.146245059,0.882926829
2.17578125,0.905691057
2.163424125,0.904065041
2.151750973,0.899186992
2.19123506,0.894308943
2.257142857,0.899186992
2.257641921,0.840650407
2.264227642,0.905691057
2.266666667,0.884552846
2.25,0.014634146
4.291666667,0.167479675
3.833333333,0.074796748
2.466367713,0.894308943
2.291304348,0.856910569
2.287553648,0.866666667
2.255230126,0.876422764
2.248945148,0.866666667
2.244725738,0.86504065
2.25210084,0.871544715
2.24,0.819512195
2.264069264,0.850406504
2.227467811,0.843902439
2.25,0.014634146
2.975,0.193495935
2.243589744,0.853658537
2.183406114,0.81300813
2.240174672,0.834146341
2.253275109,0.83902439
2.201680672,0.85203252
2.172839506,0.858536585
2.156,0.876422764
2.225806452,0.785365854
2.175298805,0.887804878
2.185483871,0.881300813
2.306818182,0.660162602
2.156,0.876422764
2.25,0.014634146
2.745762712,0.263414634
2.176229508,0.863414634
2.048192771,0.829268293
2.04,0.829268293
2.060606061,0.77398374
2.054393305,0.798373984
2.02016129,0.814634146
2.024390244,0.809756098
2.254054054,0.67804878
2.899224806,0.608130081
3,0.009756098
2.734693878,0.217886179
2.092369478,0.847154472
2.039525692,0.83902439
2.058365759,0.860162602
2.05859375,0.856910569
2.046692607,0.855284553
2.061776062,0.868292683
2.062256809,0.861788618
2.159090909,0.772357724
2.13253012,0.863414634
0.333333333,0.001626016
3,0.209756098
2.244813278,0.879674797
2.12195122,0.848780488
2.091633466,0.853658537
2.09375,0.871544715
2.088803089,0.879674797
2.112403101,0.886178862
2.13671875,0.889430894
2.191111111,0.801626016
2.192913386,0.905691057
2.164658635,0.876422764
1,0.001626016
2.863636364,0.204878049
2.195219124,0.895934959
2.122529644,0.873170732
2.128404669,0.889430894
2.112840467,0.882926829
2.098425197,0.866666667
2.0859375,0.868292683
2.0625,0.858536585
2.178899083,0.772357724
2.130434783,0.876422764
2.114285714,0.842276423
1,0.001626016
2.793650794,0.286178862
2.194805195,0.824390244
2.215311005,0.752845528
2.156521739,0.806504065
2.14957265,0.817886179
2.134453782,0.82601626
2.090909091,0.822764228
2.128630705,0.834146341
2.256038647,0.759349593
2.175,0.848780488
2.170212766,0.829268293
1,0.001626016
2.430769231,0.513821138
2.135746606,0.767479675
2.09787234,0.801626016
2.06097561,0.824390244
2.043307087,0.843902439
2.031372549,0.842276423
2.031372549,0.842276423
2.035019455,0.850406504
2.15,0.769105691
2.035433071,0.840650407
2.068825911,0.830894309
1,0.001626016
2.547945205,0.302439024
2.081632653,0.829268293
2.020242915,0.811382114
2.01984127,0.827642276
1.988188976,0.821138211
1.996078431,0.827642276
1.992125984,0.822764228
1.988047809,0.811382114
1.922077922,0.72195122
2.27388535,0.580487805
1,0.001626016
2.671428571,0.304065041
2.162698413,0.886178862
2.192622951,0.869918699
2.188284519,0.850406504
2.167364017,0.842276423
2.153846154,0.86504065
2.146825397,0.879674797
2.115537849,0.863414634
2.16017316,0.811382114
2.131221719,0.765853659
0,0
3.1,0.201626016
2.221774194,0.895934959
2.151394422,0.87804878
2.259911894,0.834146341
2.218340611,0.82601626
2.226666667,0.814634146
2.294930876,0.809756098
2.298165138,0.814634146
2.426229508,0.72195122
3.204918033,0.635772358
2.294117647,0.76097561
3.647058824,0.201626016
2.534161491,0.663414634
2.823129252,0.674796748
2.526627219,0.694308943
2.269607843,0.752845528
2.208121827,0.707317073
2.128318584,0.782113821
2.087719298,0.77398374
2.31147541,0.687804878
3.65625,0.570731707
3.666666667,0.572357724
3,0.009756098
5.461538462,0.115447154
5.105263158,0.473170732
4.457142857,0.507317073
4,0.546341463
3.976744186,0.556097561
3.908045977,0.552845528
3.769230769,0.557723577
2.187214612,0.778861789
2.295918367,0.731707317
3.146341463,0.629268293
3.047619048,0.624390244
3,0.009756098
2.447368421,0.604878049
2.252631579,0.695934959
2.169154229,0.708943089
2.035242291,0.751219512
2.032110092,0.720325203
3.343137255,0.554471545
3.368932039,0.564227642
3.46,0.562601626
3.0875,0.401626016
3.793103448,0.178861789
3.54,0.575609756
3.317307692,0.56097561
3.405940594,0.559349593
3.396039604,0.557723577
3.405940594,0.559349593
3.405940594,0.559349593
3.425287356,0.484552846
3.367346939,0.536585366
3.512195122,0.468292683
3.868852459,0.383739837
3.808988764,0.551219512
3.706521739,0.554471545
3.698924731,0.559349593
3.6,0.556097561
2.928571429,0.6
2.067460317,0.847154472
2.09561753,0.855284553
2.204651163,0.770731707
2.106557377,0.835772358
1,0.001626016
3.387096774,0.170731707
2.147321429,0.782113821
2.119148936,0.809756098
2.074380165,0.816260163
2.072580645,0.835772358
2.064257028,0.835772358
2.084677419,0.840650407
2.12195122,0.848780488
2.237864078,0.749593496
2.187234043,0.835772358
2.148305085,0.824390244
4.526315789,0.139837398
3.595744681,0.549593496
3.88372093,0.543089431
3.829545455,0.54796748
3.797752809,0.549593496
3.722222222,0.544715447
3.559139785,0.538211382
2.067226891,0.8
2.165048544,0.725203252
2.10041841,0.816260163
2.113207547,0.728455285
1,0.001626016
7,0.011382114
2.38121547,0.700813008
2.244565217,0.671544715
2.133928571,0.777235772
2.093220339,0.803252033
2.038626609,0.772357724
2.128888889,0.778861789
2.121338912,0.824390244
2.11637931,0.798373984
3.307692308,0.559349593
3.415841584,0.56097561
3.76,0.152845528
3.541666667,0.552845528
3.885057471,0.549593496
3.897727273,0.557723577
2.49132948,0.700813008
2.109756098,0.843902439
2.100401606,0.850406504
2.060483871,0.830894309
2.146919431,0.736585366
2.111570248,0.830894309
2.083682008,0.809756098
