,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,8.31,1.49
1,23.96,6.37
2,2.04,4.71
3,10.35,3.67
4,41.59,0.43
5,251.93,4.2
7,11.83,2.06
9,35.15,17.39
12,508.65,8.82
13,4.75,0.62
15,1.49,3.55
17,0.3,5.73
18,46.83,1.76
19,397.58,19.31
22,7.67,5.48
23,13.46,0.0
27,9.88,4.74
28,1.5,0.04
30,1.86,1.22
33,338.32,50.28
36,16.48,0.85
37,18.29,4.88
39,26.03,0.77
40,250.2,60.39
41,14.2,2.62
44,12.85,0.86
45,8.64,3.93
46,14.48,1.26
47,383.75,24.69
48,16.13,2.79
49,5.53,3.11
51,10.53,3.36
52,0.78,0.24
53,15.7,0.24
55,10.41,2.95
56,8.95,0.05
57,17.84,4.07
59,9.15,5.01
60,22.42,0.81
61,29.21,2.81
62,2.6,1.41
63,3.94,4.29
64,10.06,0.4
65,26.9,6.32
67,415.04,14.78
69,16.16,3.91
71,30.78,6.03
79,11.33,5.52
80,27.31,2.3
81,348.35,49.49
82,14.61,0.2
83,3.4,1.94
84,1.29,2.21
87,23.69,2.84
88,451.45,34.81
90,16.15,5.28
92,22.52,8.08
93,4.42,0.42
94,52.59,3.96
95,276.85,21.22
96,10.52,5.1
97,7.35,0.46
100,8.93,4.63
102,101.27,13.31
103,12.3,0.02
104,15.17,0.06
105,10.26,3.53
106,10.6,6.44
107,13.06,2.91
108,11.56,35.55
109,352.33,27.86
110,17.02,1.45
111,0.65,0.06
112,0.66,0.18
113,11.04,0.78
115,55.66,1.06
116,514.01,12.78
117,4.52,0.39
118,13.38,2.6
119,6.78,0.38
121,12.77,3.41
122,43.32,6.63
123,112.08,12.27
124,15.47,3.75
125,13.22,1.27
126,6.78,1.67
127,1.69,2.42
129,20.46,5.43
132,15.79,8.71
133,10.62,3.2
134,1.2,1.08
135,0.54,2.66
136,12.51,25.27
140,0.22,0.64
141,11.25,4.41
142,8.01,3.6
143,34.07,3.79
144,402.88,6.93
146,10.28,0.42
148,40.24,8.8
149,7.23,0.09
150,48.09,7.07
152,4.21,0.09
154,13.36,0.5
155,5.49,0.21
156,4.37,6.78
157,23.24,2.83
158,132.84,20.09
159,10.59,4.56
160,11.97,1.35
161,16.65,3.18
163,20.46,0.69
166,24.73,3.15
167,2.87,3.05
168,1.89,1.84
169,2.1,6.76
170,3.81,0.4
171,46.17,14.79
172,404.33,45.6
173,3.9,3.99
174,10.05,2.48
175,30.47,9.35
176,9.02,2.68
177,0.15,2.44
178,34.4,3.99
179,1222.7,72.14
181,3.07,2.72
182,6.09,2.95
