,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
5,30.4,18.65
8,9.8,5.35
9,37.05,9.51
10,18.85,33.74
11,11.26,10.03
15,16.52,9.61
16,17.35,13.41
18,0.16,1.52
22,43.14,56.55
26,23.02,29.27
28,6.16,8.88
29,15.3,23.53
31,63.19,41.35
33,9.62,8.38
37,15.2,7.92
52,33.99,5.85
56,5.64,4.62
62,12.28,7.95
64,27.26,23.44
69,19.9,23.46
71,7.01,0.25
72,13.88,19.1
73,32.02,45.23
75,9.92,1.57
76,30.0,29.36
78,47.89,50.16
79,363.72,360.9
93,10.46,0.13
96,1.03,0.21
97,2.83,1.67
105,1.33,3.95
106,10.84,8.01
109,5.57,5.7
116,20.47,23.61
119,1.49,3.96
123,23.35,28.46
125,15.71,7.28
126,14.87,14.93
128,43.77,32.34
131,14.4,20.97
136,19.16,20.31
138,15.1,11.89
148,22.58,36.54
152,22.03,18.84
156,0.0,2.42
158,17.23,5.09
160,14.1,9.03
163,2.97,6.41
165,21.67,10.35
166,46.4,30.83
169,13.66,39.57
170,0.61,1.54
171,58.67,35.34
180,45.8,23.79
183,33.92,31.7
184,7.76,2.9
