,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
3,23.98,36.52
9,84.56,78.28
11,9.22,15.22
14,3.99,0.99
15,16.84,11.87
16,7.06,1.65
18,1.28,0.62
21,15.23,4.85
26,21.92,16.33
28,8.05,8.18
30,125.18,85.4
34,3.31,6.55
41,5.09,11.49
44,22.62,41.64
46,55.3,25.43
51,7.62,11.03
52,18.21,4.85
57,15.49,14.0
61,11.9,9.62
67,26.71,9.74
68,5.33,7.96
70,25.15,26.74
79,424.66,381.17
82,13.12,19.61
84,15.16,17.23
92,4.14,3.18
98,8.03,5.73
100,1.16,7.21
101,86.0,46.3
102,48.57,14.42
103,0.51,11.49
105,0.7,9.2
107,34.09,8.22
113,8.06,7.96
115,25.56,21.5
116,10.33,10.15
119,2.93,0.6
122,30.83,25.88
130,2.64,0.83
131,21.84,43.83
132,15.02,3.53
134,64.67,44.52
135,18.66,2.01
140,9.41,11.81
143,55.92,32.11
147,10.03,6.38
148,9.11,23.16
153,13.69,3.25
154,4.09,12.96
162,6.09,17.29
164,2.4,10.92
165,9.53,3.3
169,19.77,38.47
171,37.55,18.08
174,17.27,9.11
180,58.39,39.21
