,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
2,1.18,1.0,0.64
4,2.91,2.0,2.42
5,12.32,10.0,6.22
9,1.73,1.0,0.73
13,13.24,10.0,6.38
16,1.37,2.0,2.31
17,1.52,1.0,1.22
21,3.66,1.0,1.57
24,1.37,1.0,1.68
26,12.7,11.0,14.23
27,29.97,30.0,28.74
28,29.97,29.0,28.5
39,3.18,2.0,2.17
40,36.07,43.0,34.73
45,1.18,1.0,0.8
47,3.86,2.0,2.61
49,30.06,20.0,30.47
57,37.33,38.0,39.01
60,38.44,41.0,38.54
62,7.48,11.0,14.12
66,1.8,2.0,1.39
68,13.98,16.0,15.7
72,1.54,1.0,1.61
73,1.54,2.0,2.25
76,2.91,1.0,1.45
79,1.03,1.0,0.9
80,1.73,2.0,2.42
81,19.33,19.0,18.45
84,1.83,1.0,0.87
87,1.77,2.0,1.81
88,13.18,16.0,13.71
90,2.84,2.0,2.3
93,1.36,1.0,0.52
96,30.28,25.0,32.93
97,34.24,36.0,36.0
101,1.3,2.0,2.07
103,38.0,42.0,40.15
104,37.32,35.0,35.71
115,1.55,1.0,1.05
118,32.29,37.0,30.87
128,2.48,2.0,1.76
133,4.17,1.0,1.0
134,2.84,2.0,1.79
136,1.65,1.0,1.05
137,1.18,2.0,1.69
146,11.24,7.0,7.04
147,17.6,18.0,17.03
149,28.32,31.0,32.83
161,37.83,42.0,39.94
162,38.0,39.0,36.01
164,2.51,1.0,1.44
166,3.46,1.0,2.41
173,26.65,35.0,25.95
176,13.77,13.0,15.37
177,13.08,13.0,16.82
184,11.43,11.0,14.39
