,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
4,17.73,3.0,3.57
5,22.18,3.0,2.95
7,14.73,3.0,3.01
10,9.09,3.0,3.14
12,12.37,3.0,3.29
19,7.89,12.0,9.97
30,4.09,2.0,2.12
32,9.73,2.0,2.56
33,5.24,3.0,2.72
37,5.72,2.0,1.34
39,11.89,12.0,15.79
45,2.84,2.0,2.18
48,11.59,15.0,13.23
52,0.38,2.0,1.09
54,13.43,19.0,19.14
55,12.23,16.0,16.2
58,6.25,16.0,12.83
64,17.84,18.0,12.67
67,18.05,14.0,11.76
73,2.75,3.0,2.93
74,20.17,24.0,25.91
75,19.33,20.0,24.16
76,14.98,14.0,14.02
82,14.55,11.0,11.87
86,12.29,7.0,9.57
87,6.1,2.0,2.33
93,6.38,9.0,6.38
95,22.84,27.0,24.79
105,30.89,30.0,30.52
106,48.27,40.0,42.67
109,51.86,49.0,51.83
111,43.57,43.0,44.41
113,36.03,30.0,37.69
114,26.47,29.0,39.42
122,10.55,17.0,40.05
128,26.11,40.0,36.03
129,2.98,2.0,1.64
130,19.75,19.0,32.51
135,6.06,3.0,2.67
139,35.42,37.0,37.21
141,46.44,36.0,47.4
144,35.25,31.0,35.0
148,43.22,33.0,46.15
150,9.64,2.0,2.6
151,47.08,35.0,47.5
157,2.43,3.0,2.94
158,16.56,12.0,14.08
161,17.45,11.0,11.39
163,13.93,16.0,13.34
167,15.62,22.0,21.43
176,31.27,26.0,35.88
181,13.94,21.0,16.43
183,15.35,12.0,13.19
184,9.12,5.0,6.72
186,17.19,18.0,19.53
189,14.94,16.0,16.52
194,20.82,17.0,26.42
196,11.4,9.0,10.16
206,2.34,3.0,2.83
209,12.19,31.0,21.27
212,6.32,16.0,22.85
214,9.39,15.0,11.19
217,6.53,11.0,8.99
220,3.32,3.0,3.05
222,10.34,6.0,4.81
224,6.46,6.0,6.8
227,1.59,3.0,2.87
234,4.38,2.0,2.2
243,22.1,26.0,37.37
245,13.6,15.0,14.17
263,48.83,46.0,51.88
268,34.41,35.0,28.4
271,33.9,45.0,48.48
272,35.36,3.0,3.39
277,46.11,3.0,4.29
280,34.9,69.0,49.17
282,26.33,51.0,39.58
285,37.72,43.0,47.0
288,39.06,41.0,44.5
290,1.85,3.0,2.57
292,49.36,46.0,50.32
293,45.71,41.0,49.35
294,38.26,42.0,45.94
295,37.17,45.0,47.89
298,42.82,42.0,41.3
302,29.16,35.0,36.42
308,38.75,38.0,41.83
312,50.85,47.0,46.45
315,35.87,60.0,45.51
317,30.71,35.0,39.07
325,5.85,2.0,1.42
326,45.32,46.0,44.7
330,34.49,40.0,45.51
331,29.23,31.0,31.56
333,30.07,31.0,39.15
338,14.23,26.0,26.16
342,31.57,10.0,14.09
361,18.53,12.0,13.77
362,24.14,12.0,13.44
363,8.27,12.0,13.74
367,7.18,16.0,13.2
372,11.5,2.0,2.32
374,11.56,3.0,3.67
381,5.61,2.0,2.27
382,1.09,3.0,2.87
383,-0.64,3.0,2.98
385,6.24,3.0,3.03
387,5.85,2.0,2.34
389,8.62,3.0,3.35
391,7.83,3.0,3.21
392,4.95,3.0,3.06
399,5.26,4.0,5.11
400,0.29,3.0,3.08
411,4.17,2.0,1.39
415,2.11,3.0,2.97
417,3.64,3.0,3.0
418,2.06,2.0,1.08
419,10.91,3.0,3.26
423,7.22,4.0,5.51
424,11.84,2.0,2.08
425,2.17,3.0,2.94
426,9.89,7.0,8.77
427,19.11,7.0,8.4
429,16.76,11.0,11.84
430,28.3,23.0,22.11
431,11.6,26.0,13.36
436,23.2,27.0,19.81
438,7.99,2.0,1.58
448,16.12,21.0,13.15
450,13.02,13.0,16.44
453,8.35,2.0,2.13
456,22.98,38.0,28.51
458,19.94,28.0,25.22
459,7.99,3.0,3.19
462,33.85,34.0,33.49
466,16.48,27.0,30.63
471,13.56,12.0,16.97
475,38.69,33.0,39.76
476,27.07,26.0,28.68
478,6.86,5.0,4.46
479,12.97,6.0,6.75
483,35.51,32.0,35.76
487,18.59,22.0,21.47
488,3.46,2.0,2.36
494,24.19,18.0,9.47
495,9.38,29.0,38.53
498,47.32,47.0,48.0
503,48.81,69.0,51.76
504,44.35,66.0,50.59
508,30.19,19.0,36.22
510,37.22,40.0,42.29
513,43.59,53.0,46.03
515,38.26,37.0,44.27
519,37.06,40.0,36.61
523,8.13,14.0,15.24
526,57.25,54.0,54.8
530,5.62,13.0,14.7
531,19.45,19.0,14.38
537,1.59,3.0,3.01
538,7.74,3.0,2.94
544,6.73,3.0,3.37
545,11.92,6.0,8.07
548,11.28,12.0,11.54
551,1.83,5.0,6.55
552,12.8,16.0,23.63
556,8.0,3.0,2.67
557,3.48,2.0,1.41
558,6.04,3.0,2.98
559,12.35,4.0,5.05
560,13.13,9.0,10.59
565,3.11,2.0,2.06
569,4.94,3.0,2.83
570,4.77,2.0,1.89
572,0.04,2.0,1.67
573,1.75,3.0,3.05
579,6.59,3.0,3.32
580,5.0,2.0,2.13
582,5.99,2.0,1.91
589,8.52,3.0,2.88
593,6.0,3.0,2.87
596,5.45,2.0,2.15
601,5.41,2.0,2.4
603,11.11,15.0,18.84
605,5.79,10.0,10.05
606,5.72,3.0,2.62
608,23.36,18.0,22.86
611,13.77,21.0,25.88
612,16.26,19.0,17.08
614,16.57,3.0,3.64
616,14.1,37.0,36.69
620,8.09,25.0,27.56
621,10.17,3.0,3.19
622,25.13,38.0,35.93
624,45.32,46.0,47.75
625,27.16,45.0,46.74
633,22.09,39.0,36.84
635,24.23,47.0,39.31
636,27.98,38.0,35.42
638,30.55,3.0,4.23
643,52.1,65.0,52.53
646,37.7,44.0,39.3
647,38.92,48.0,48.69
649,9.65,46.0,49.71
652,48.72,48.0,52.57
653,28.67,41.0,39.84
657,56.04,49.0,53.08
660,40.04,45.0,46.21
662,39.28,38.0,37.6
666,30.56,46.0,36.63
667,41.24,48.0,49.22
674,36.31,46.0,40.12
675,31.79,43.0,40.51
677,8.93,3.0,3.8
678,42.56,46.0,43.41
681,30.6,33.0,22.09
684,7.69,2.0,2.47
688,47.78,49.0,42.47
689,38.27,46.0,43.17
692,23.09,3.0,4.9
694,40.28,53.0,42.83
696,37.91,40.0,33.08
699,32.99,46.0,43.54
700,29.44,37.0,33.91
707,29.71,50.0,42.64
719,6.84,3.0,3.05
720,38.09,3.0,4.59
722,23.98,40.0,42.28
724,19.42,2.0,1.78
725,19.27,3.0,3.17
740,17.19,21.0,21.1
756,16.25,3.0,2.26
757,4.95,3.0,3.18
758,2.49,3.0,3.2
760,3.82,3.0,2.82
764,3.83,2.0,2.21
765,2.09,3.0,2.94
767,4.37,2.0,2.37
772,2.75,2.0,2.18
776,6.1,12.0,10.87
777,6.51,3.0,2.21
779,6.67,13.0,16.02
784,11.51,17.0,17.07
787,16.71,17.0,25.22
792,4.32,3.0,2.82
794,14.75,18.0,15.25
800,4.03,8.0,13.79
801,7.21,9.0,9.98
807,14.96,12.0,15.58
822,23.28,20.0,18.77
823,21.61,19.0,24.23
824,20.71,19.0,22.01
825,18.16,15.0,12.67
826,7.31,12.0,12.07
829,10.38,11.0,12.11
830,13.21,16.0,11.92
834,5.49,7.0,7.17
836,14.13,11.0,12.24
842,15.37,19.0,23.26
849,44.39,41.0,43.9
851,42.18,39.0,42.1
860,44.34,49.0,41.45
865,36.84,39.0,31.49
870,27.45,36.0,32.59
872,25.61,23.0,29.41
877,21.23,20.0,14.23
885,19.68,24.0,25.35
888,31.79,24.0,28.53
890,7.65,19.0,30.57
891,37.14,35.0,38.04
896,8.52,3.0,3.05
897,0.22,15.0,13.01
904,2.55,11.0,7.94
916,20.02,25.0,15.45
919,9.82,14.0,13.71
920,11.76,11.0,11.49
925,2.1,3.0,3.0
928,3.91,4.0,5.15
931,4.18,2.0,1.52
933,3.19,2.0,2.28
939,5.6,2.0,2.07
941,2.62,2.0,2.1
948,5.36,2.0,1.78
950,1.67,2.0,1.93
953,4.18,2.0,1.86
955,3.43,2.0,1.92
959,2.84,2.0,1.73
962,4.14,2.0,2.14
966,4.91,34.0,24.52
968,2.07,2.0,1.94
972,26.05,15.0,14.33
973,22.76,32.0,26.11
975,19.13,18.0,18.28
977,9.11,2.0,2.2
979,18.69,38.0,29.19
980,25.65,38.0,37.05
984,8.64,3.0,3.01
985,10.87,3.0,3.17
991,7.84,4.0,3.18
994,20.39,48.0,27.46
998,29.79,40.0,41.39
999,17.66,0.0,1.68
1001,33.97,45.0,36.63
1004,23.49,2.0,2.7
1009,1.64,31.0,35.12
1010,28.15,64.0,39.99
1011,34.93,50.0,48.66
1012,33.53,46.0,46.48
1014,24.17,29.0,29.13
1016,14.44,2.0,1.42
1018,25.66,36.0,32.45
1021,28.77,25.0,40.55
1023,5.13,3.0,3.6
1024,31.75,31.0,35.84
1026,33.68,34.0,43.97
1027,31.46,30.0,41.27
1028,16.99,11.0,17.56
1030,10.01,46.0,41.77
1032,32.28,49.0,48.42
1042,34.33,30.0,44.93
1052,27.14,17.0,20.44
1062,26.52,41.0,33.51
1065,6.89,3.0,3.32
1068,22.84,34.0,25.46
1071,27.68,36.0,33.26
1079,10.18,6.0,9.91
1081,29.89,41.0,42.08
1083,7.49,2.0,2.41
1086,3.59,3.0,2.86
1095,19.3,27.0,39.05
