,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,13.74,7.27
3,13.71,16.68
6,3.03,3.71
8,49.97,37.05
9,24.13,5.38
10,19.77,24.05
11,37.66,13.99
12,887.11,554.67
13,18.47,11.95
15,17.53,13.61
16,32.35,9.01
19,633.15,418.03
20,10.79,24.62
21,13.24,21.37
22,8.29,6.51
23,13.42,6.59
24,1.21,3.21
25,28.83,17.92
27,8.99,2.71
30,9.95,12.17
31,14.25,6.9
33,496.4,357.82
34,20.3,19.98
35,3.49,10.75
36,11.34,3.12
39,31.73,18.38
40,761.51,312.65
42,14.85,17.24
43,6.6,10.23
44,27.19,17.4
45,17.43,8.9
46,23.07,14.63
48,11.89,4.68
50,4.04,14.32
51,9.62,13.35
52,2.38,6.21
53,22.28,13.16
54,361.59,244.88
56,3.95,8.13
57,9.09,0.91
58,22.04,16.38
59,7.75,11.34
61,33.82,29.46
62,0.73,2.83
63,5.63,18.13
64,0.8,0.47
65,23.08,25.34
66,49.67,39.93
67,719.76,406.04
70,31.47,24.69
71,20.58,11.19
73,38.51,28.78
74,426.35,521.43
77,17.9,13.6
78,18.21,13.65
79,8.63,7.99
81,420.41,388.09
83,7.94,8.03
84,5.57,2.61
85,26.83,2.87
86,12.57,4.94
87,16.6,5.96
88,486.59,391.06
90,24.35,28.77
91,6.92,6.14
92,37.06,39.69
93,9.39,12.55
94,23.78,13.51
97,4.03,1.12
98,14.89,13.0
99,9.99,4.96
100,2.45,4.34
101,6.5,5.02
102,100.03,39.87
103,14.26,8.21
104,25.2,23.3
109,379.98,67.13
110,13.96,6.31
111,6.41,15.17
112,4.4,6.32
113,5.09,29.25
114,10.73,7.77
117,11.67,9.67
118,13.37,5.92
119,2.05,0.26
