,“ú•Ê
1,22.44
2,18.47
3,15.04
5,36.87
6,37.64
7,30.24
9,30.24
10,35.77
11,31.18
12,23.95
15,30.27
16,23.95
17,18.47
18,34.88
20,18.47
21,12.3
23,35.77
24,12.3
25,30.24
26,31.18
27,11.84
28,13.73
29,18.47
30,12.77
31,12.77
32,18.47
34,12.77
35,39.63
36,15.2
37,13.66
38,12.72
42,23.95
44,12.92
46,13.81
48,15.2
52,18.96
54,17.88
55,40.77
57,14.77
59,13.34
60,14.28
61,20.74
63,12.75
64,42.36
65,15.27
66,15.27
67,14.11
69,17.88
70,19.23
72,12.33
76,13.34
77,12.87
78,12.33
79,13.27
80,12.87
82,17.1
83,12.88
84,12.44
86,40.08
87,11.94
88,12.33
90,16.24
91,15.27
92,15.19
94,15.2
97,11.59
98,12.53
99,14.47
100,10.64
101,14.47
102,10.67
103,10.89
104,14.23
105,11.01
106,11.17
107,38.95
109,22.1
110,19.23
111,16.91
112,16.91
113,16.91
114,15.94
118,10.67
120,11.13
121,10.67
122,19.77
123,11.59
124,17.26
125,38.95
126,22.1
127,22.1
129,12.87
130,11.06
131,16.91
133,11.91
134,11.67
136,13.11
138,14.47
139,11.43
140,16.91
141,16.91
144,11.01
145,14.47
146,13.51
147,18.8
148,19.77
149,12.99
150,10.62
154,13.1
155,13.1
156,13.1
158,13.1
159,11.63
160,41.88
163,11.17
164,11.91
168,12.12
170,11.91
171,19.77
172,16.91
173,38.95
174,10.43
175,19.35
178,14.38
179,13.95
182,15.27
185,38.95
186,19.35
187,22.1
189,15.27
190,19.77
191,12.13
192,11.71
193,17.53
194,12.6
195,12.6
196,15.2
199,38.02
200,37.64
201,23.95
204,23.95
205,30.24
206,32.12
207,23.06
209,23.95
211,24.74
214,12.33
215,12.16
216,11.34
217,17.5
220,29.75
221,12.16
223,10.84
224,34.26
225,32.87
226,34.26
227,32.87
228,32.74
230,31.76
231,38.62
232,30.69
234,26.42
235,36.79
236,25.53
237,31.46
238,37.07
240,23.4
241,23.4
242,29.59
243,36.49
244,37.23
245,40.46
246,28.84
248,37.54
249,29.31
251,36.79
252,24.91
253,27.59
254,25.8
255,30.69
256,24.91
257,26.42
259,36.49
260,36.79
262,29.59
263,40.81
265,23.4
266,23.4
267,29.59
270,41.24
271,28.44
272,40.81
273,28.66
274,29.74
276,44.63
278,24.58
279,34.37
280,42.35
282,28.62
283,39.85
284,28.83
285,23.95
286,32.46
288,32.46
289,29.75
290,34.6
291,29.76
292,33.56
293,27.38
294,29.75
295,33.22
296,39.37
297,28.83
298,26.85
299,30.83
300,23.95
301,26.88
302,34.06
303,26.85
304,34.06
306,29.56
307,31.29
308,29.56
309,31.88
310,31.26
313,28.83
314,32.18
316,23.33
322,31.92
323,32.37
325,23.95
326,31.92
328,36.16
330,32.37
331,29.02
334,28.39
337,28.39
338,33.81
340,32.37
343,29.95
345,29.02
347,18.47
348,33.81
350,35.77
352,21.82
354,36.47
355,23.95
356,31.92
357,27.31
358,29.02
359,23.95
360,12.3
361,33.81
363,36.34
