,ì˙ï ,é¿ê—
8,1.1953048532409412,1.0
12,1.2810145121125591,1.0
23,1.2064231623502755,1.0
26,1.3156800346183442,2.0
28,1.1667050374591352,1.0
29,1.2064231623502755,1.0
33,1.2064231623502755,1.0
35,1.1319999262979554,2.0
37,1.1310583593504286,1.0
47,1.1667050374591352,1.0
52,1.1588093567500874,1.0
53,1.1324957940000493,1.0
54,1.2064231623502755,1.0
57,1.1324957940000493,1.0
61,1.1588093567500874,1.0
63,1.1426828748853242,1.0
67,1.1324957940000493,1.0
70,1.2064231623502755,1.0
74,1.1720870713493412,1.0
77,1.1324957940000493,1.0
80,1.1663948709121532,1.0
81,1.1310583593504286,1.0
86,1.1324957940000493,2.0
88,1.1305624916483348,1.0
95,1.1488335407564536,1.0
96,1.1488335407564536,2.0
104,1.1545779615811358,1.0
108,1.2064231623502755,1.0
113,1.1898008127834183,1.0
118,1.1324957940000493,1.0
119,1.1324957940000493,1.0
127,1.2064231623502755,1.0
130,1.1545779615811358,1.0
133,1.1656470372698555,1.0
135,1.1434515068662476,1.0
139,1.1545779615811358,1.0
142,1.1321712994949913,1.0
143,1.1321712994949913,2.0
147,1.1321712994949913,1.0
148,1.1316754317928974,1.0
149,1.1307338648453706,1.0
151,1.1302379971432768,1.0
154,1.1667050374591352,1.0
155,1.1667050374591352,1.0
163,1.1602701620183238,1.0
166,1.1727647834694737,1.0
169,1.1357986646519993,1.0
173,1.1316754317928974,2.0
176,1.1778518027434648,1.0
178,1.141175539903531,1.0
179,1.141175539903531,1.0
183,1.1667050374591352,1.0
185,1.1316754317928974,2.0
186,1.1316754317928974,1.0
189,1.1357986646519993,1.0
196,1.1778314921740234,1.0
197,1.1296105965127174,1.0
200,1.3309491792428159,1.0
201,1.2962836567370308,1.0
212,1.3109783390967262,2.0
216,1.1316754317928974,1.0
217,1.1316754317928974,1.0
218,1.1316754317928974,1.0
221,1.1321712994949913,1.0
222,1.1613281622076035,2.0
226,1.342619676504292,1.0
227,1.3279249941445965,2.0
233,1.3279249941445965,1.0
234,1.3279249941445965,1.0
238,1.342619676504292,1.0
239,1.342619676504292,2.0
241,1.2214101910325743,1.0
242,1.342619676504292,2.0
243,1.3279249941445965,1.0
246,1.342619676504292,2.0
251,1.2782297464351677,2.0
252,1.2782297464351677,1.0
253,1.3279249941445965,2.0
257,1.3999256255807502,1.0
258,1.3279249941445965,2.0
259,1.3279249941445965,1.0
261,1.3999256255807502,1.0
266,1.2214101910325743,1.0
272,1.3999256255807502,1.0
273,1.342619676504292,2.0
274,1.3999256255807502,1.0
275,1.3999256255807502,2.0
276,1.3999256255807502,1.0
278,1.3999256255807502,1.0
281,1.3999256255807502,1.0
287,1.3999256255807502,1.0
290,1.2957091944722545,1.0
291,1.2957091944722545,2.0
292,1.3999256255807502,1.0
294,1.3999256255807502,1.0
300,1.3549124738407157,1.0
304,1.3999256255807502,2.0
308,1.2957091944722545,2.0
312,1.3999256255807502,1.0
318,1.3999256255807502,1.0
324,1.3999256255807502,2.0
325,1.3999256255807502,1.0
327,1.3999256255807502,1.0
329,1.3999256255807502,2.0
336,1.2665592491736917,2.0
338,1.1953048532409412,2.0
345,1.3156800346183442,2.0
354,1.2810145121125591,1.0
359,1.232153568497445,1.0
361,1.1953048532409412,2.0
362,1.1897688536250086,1.0
