,“ú•Ê
0,10.54
1,15.97
2,10.78
4,25.92
5,31.89
7,26.52
8,32.65
9,20.48
10,36.77
13,16.91
15,25.26
16,17.36
17,10.65
21,12.01
22,18.42
25,27.49
26,23.5
27,10.48
28,6.5
30,10.12
32,11.19
33,11.97
34,10.02
35,39.99
36,12.44
38,12.91
41,4.41
42,13.0
45,38.35
46,17.2
47,13.09
48,3.42
49,7.1
50,8.28
52,11.47
53,8.47
54,12.2
55,42.81
56,7.1
57,12.45
61,17.56
62,9.09
64,40.97
65,15.72
66,14.26
68,14.09
69,11.12
70,13.88
71,9.97
72,12.3
73,12.99
75,37.86
76,15.41
77,13.72
78,12.59
80,17.71
82,25.17
84,12.67
86,35.65
87,15.59
90,12.77
91,11.91
93,10.67
94,12.98
96,38.17
98,9.55
102,8.28
103,21.13
104,14.2
105,5.33
106,17.63
107,36.65
108,14.57
110,17.75
111,4.86
112,7.37
114,16.6
116,7.39
118,7.37
119,6.34
121,14.09
122,10.38
123,14.32
124,10.24
127,17.25
128,7.48
129,7.89
131,7.72
133,3.22
134,4.54
137,7.71
138,12.11
139,7.13
140,6.04
141,4.51
142,14.27
143,38.82
144,2.46
146,8.76
148,12.42
149,23.27
151,14.36
153,6.65
154,2.26
155,6.65
156,8.13
157,5.91
158,6.65
159,7.92
162,12.52
164,5.58
166,11.67
167,7.69
168,6.58
169,8.0
171,14.43
172,5.05
173,37.74
174,5.04
175,20.42
176,6.73
178,13.85
179,9.24
180,5.56
181,5.37
183,6.1
184,12.1
187,20.26
189,6.38
191,6.53
192,4.62
193,11.75
194,8.84
195,1.74
196,4.67
197,5.6
198,14.8
199,37.72
201,19.18
202,10.2
204,14.96
205,20.65
207,15.99
208,16.02
209,31.07
210,5.91
211,15.87
212,28.47
213,17.06
215,13.1
218,15.85
220,27.69
221,11.03
222,36.77
224,38.57
225,26.36
226,39.96
228,39.96
230,24.8
231,40.04
232,29.29
234,27.42
235,36.29
236,21.82
237,23.27
239,23.27
240,35.93
241,23.61
242,23.27
243,27.68
244,32.39
245,47.51
246,25.43
247,49.15
248,35.19
251,28.52
252,38.56
253,25.42
257,30.58
259,35.61
260,34.62
261,39.04
263,45.04
264,29.15
265,35.23
266,35.93
267,23.27
268,24.25
269,29.87
270,51.94
271,34.4
272,51.24
275,25.26
276,54.99
277,22.5
278,29.16
279,25.26
280,41.16
282,23.12
283,47.86
284,22.18
286,26.54
287,33.81
288,27.28
289,35.04
290,46.18
291,21.04
292,39.04
293,22.22
294,26.72
297,22.57
299,23.18
301,38.34
302,29.87
303,28.64
304,29.87
305,32.99
308,23.71
314,35.29
315,29.59
316,30.94
317,26.32
318,30.76
319,30.76
320,28.1
321,30.54
323,21.36
325,25.42
326,33.51
328,21.36
330,18.42
331,25.75
332,27.49
335,25.21
336,31.9
337,31.76
339,37.67
342,38.12
343,29.8
344,18.99
345,29.35
347,7.67
348,35.45
349,29.08
352,15.58
353,36.17
354,42.47
355,24.36
357,26.6
358,26.49
360,17.78
361,31.46
362,28.61
364,18.84
