,ì˙ï ,é¿ê—
0,1.1859865346951823,1.0
3,1.2073305002526709,1.0
4,1.2186915868357184,1.0
5,1.292255080314084,2.0
8,1.257255080314084,1.0
10,1.3211432850029086,1.0
11,1.3211432850029086,2.0
12,1.254534160403272,1.0
13,1.2186915868357184,1.0
14,1.2930976538816377,1.0
15,1.2953580532884612,1.0
20,1.1593132745423909,1.0
21,1.1593132745423909,1.0
22,1.2314698485996367,1.0
23,1.1659452792125768,1.0
24,1.1669865355296474,1.0
25,1.2314698485996367,1.0
27,1.1669865355296474,1.0
28,1.1662874663277012,1.0
33,1.209750645003952,1.0
34,1.1859865346951823,1.0
35,1.2073305002526709,2.0
36,1.195199775704581,1.0
37,1.177254094121267,1.0
39,1.1581736848723614,1.0
40,1.1659452792125768,1.0
42,1.1662874663277012,1.0
43,1.1625715811025823,1.0
46,1.1586142053404447,1.0
47,1.1662874663277012,1.0
48,1.2100928321190763,1.0
49,1.1775962812363914,1.0
50,1.1586142053404447,1.0
51,1.1662874663277012,1.0
52,1.1637111707726118,1.0
53,1.209750645003952,1.0
57,1.199639315995826,1.0
58,1.1593132745423909,1.0
60,1.209750645003952,1.0
62,1.1761324277208258,1.0
63,1.1761324277208258,1.0
64,1.2028909599614257,2.0
65,1.195199775704581,1.0
67,1.209750645003952,1.0
69,1.1771736840378964,1.0
70,1.191569748555434,1.0
71,1.1581736848723614,1.0
74,1.2100928321190763,1.0
75,1.2295054519854103,2.0
76,1.1586142053404447,1.0
77,1.1637111707726118,1.0
78,1.1582720182253203,1.0
80,1.1637111707726118,1.0
81,1.1582720182253203,1.0
82,1.232135866878511,1.0
83,1.2100928321190763,1.0
85,1.1826932466685585,1.0
86,1.213954970429993,2.0
87,1.1775962812363914,1.0
88,1.1582720182253203,1.0
89,1.1637111707726118,1.0
90,1.2100928321190763,1.0
92,1.195199775704581,1.0
93,1.1940781093041397,1.0
94,1.195199775704581,1.0
95,1.2276963265872658,1.0
96,1.2420119810214327,2.0
97,1.2420119810214327,1.0
102,1.1625715811025823,1.0
104,1.2100928321190763,1.0
106,1.1970089011027254,1.0
108,1.1806572400998794,1.0
109,1.246451521312678,1.0
110,1.2240662994381188,1.0
111,1.1582720182253203,1.0
112,1.1582720182253203,1.0
113,1.1582720182253203,1.0
114,1.191569748555434,1.0
115,1.191569748555434,1.0
116,1.1593132745423909,1.0
117,1.1637111707726118,1.0
118,1.1637111707726118,1.0
121,1.1806572400998794,1.0
123,1.2420119810214327,1.0
125,1.246451521312678,2.0
126,1.213954970429993,1.0
127,1.213954970429993,1.0
128,1.1940781093041397,1.0
131,1.1581736848723614,1.0
132,1.1581736848723614,1.0
133,1.1574746156704152,1.0
134,1.1574746156704152,1.0
135,1.1574746156704152,1.0
136,1.1662874663277012,1.0
137,1.1662874663277012,1.0
139,1.1637111707726118,1.0
143,1.213954970429993,2.0
145,1.2295054519854103,1.0
147,1.213954970429993,1.0
148,1.1806572400998794,1.0
149,1.213954970429993,1.0
150,1.1582720182253203,1.0
152,1.1806572400998794,1.0
156,1.2028909599614257,1.0
157,1.1940781093041397,1.0
158,1.2028909599614257,1.0
159,1.1771736840378964,1.0
160,1.2276963265872658,2.0
161,1.195199775704581,1.0
162,1.1970089011027254,1.0
164,1.1775962812363914,1.0
165,1.1581736848723614,1.0
167,1.1637111707726118,1.0
168,1.1593132745423909,1.0
169,1.1775962812363914,1.0
170,1.1586142053404447,1.0
172,1.1593132745423909,1.0
173,1.232135866878511,2.0
174,1.1637111707726118,1.0
175,1.213954970429993,1.0
176,1.1582720182253203,1.0
177,1.1593132745423909,1.0
179,1.1806572400998794,1.0
182,1.1826932466685585,1.0
183,1.1940781093041397,1.0
184,1.1985176495953849,1.0
187,1.246451521312678,1.0
188,1.1985176495953849,1.0
189,1.195199775704581,1.0
191,1.1940781093041397,1.0
193,1.2151897975512433,1.0
194,1.1662874663277012,1.0
195,1.1662874663277012,1.0
196,1.1826932466685585,1.0
197,1.1826932466685585,1.0
198,1.1775962812363914,1.0
199,1.2186915868357184,2.0
200,1.2673124221671903,1.0
201,1.2673124221671903,1.0
203,1.2314698485996367,1.0
204,1.2186915868357184,1.0
205,1.2314698485996367,1.0
206,1.2953580532884612,2.0
207,1.2314698485996367,1.0
208,1.2186915868357184,1.0
210,1.1669865355296474,1.0
211,1.2314698485996367,1.0
214,1.2276963265872658,1.0
216,1.1859865346951823,1.0
218,1.1859865346951823,1.0
219,1.3211432850029086,2.0
220,1.2930976538816377,2.0
222,1.2276963265872658,2.0
223,1.1669865355296474,1.0
224,1.3211432850029086,1.0
225,1.3211432850029086,2.0
226,1.3211432850029086,1.0
227,1.3211432850029086,2.0
228,1.3211432850029086,1.0
229,1.2953580532884612,1.0
230,1.2953580532884612,2.0
231,1.2953580532884612,1.0
232,1.2953580532884612,2.0
233,1.2953580532884612,1.0
234,1.254534160403272,1.0
236,1.2314698485996367,1.0
237,1.2953580532884612,2.0
238,1.2953580532884612,1.0
241,1.2664698485996366,1.0
242,1.3279089872100822,2.0
244,1.257255080314084,2.0
245,1.2930976538816377,1.0
246,1.3211432850029086,2.0
247,1.3211432850029086,1.0
248,1.3121890386098167,2.0
250,1.2186915868357184,1.0
252,1.292255080314084,1.0
253,1.3780096169281217,2.0
256,1.292255080314084,1.0
257,1.287085094324893,1.0
258,1.39410605933637,2.0
259,1.2953580532884612,1.0
260,1.2536915868357184,2.0
261,1.3235570418675617,1.0
262,1.4299238166152692,2.0
263,1.392636225625515,1.0
264,1.3279089872100822,2.0
265,1.2664698485996366,1.0
267,1.392636225625515,2.0
268,1.2664698485996366,1.0
270,1.4299238166152692,1.0
271,1.355984112696692,2.0
273,1.3683208276219228,2.0
277,1.4184214573399623,2.0
278,1.2726898629227796,1.0
279,1.3235570418675617,2.0
281,1.3235570418675617,1.0
284,1.3895119762034287,2.0
285,1.287085094324893,1.0
289,1.3235570418675617,1.0
290,1.392636225625515,1.0
291,1.4299238166152692,2.0
293,1.4299238166152692,2.0
294,1.3235570418675617,1.0
295,1.3235570418675617,2.0
297,1.4299238166152692,2.0
299,1.4299238166152692,2.0
300,1.3274969347367336,1.0
302,1.343122259258866,2.0
303,1.343122259258866,1.0
304,1.343122259258866,2.0
305,1.3235570418675617,1.0
306,1.4184214573399623,2.0
308,1.4184214573399623,2.0
310,1.3235570418675617,1.0
311,1.4299238166152692,2.0
313,1.4299238166152692,2.0
315,1.2535572308181564,2.0
316,1.2535572308181564,1.0
317,1.4299238166152692,2.0
318,1.2535572308181564,1.0
319,1.2535572308181564,1.0
320,1.4184214573399623,2.0
321,1.266838589504065,1.0
322,1.3235570418675617,2.0
323,1.266838589504065,1.0
324,1.4299238166152692,2.0
325,1.2535572308181564,1.0
326,1.3235570418675617,2.0
327,1.3235570418675617,1.0
330,1.2469046312083323,1.0
331,1.3402751965006519,2.0
334,1.292255080314084,1.0
335,1.257255080314084,1.0
336,1.292255080314084,2.0
337,1.3121890386098167,1.0
338,1.292255080314084,2.0
340,1.292255080314084,1.0
341,1.343122259258866,2.0
342,1.3256485878032587,1.0
345,1.3211432850029086,2.0
347,1.1581736848723614,1.0
348,1.292255080314084,2.0
349,1.2673124221671903,1.0
351,1.2731224482094607,2.0
352,1.2536915868357184,1.0
354,1.2953580532884612,1.0
355,1.2535572308181564,1.0
356,1.3235570418675617,2.0
359,1.2186915868357184,1.0
360,1.1669865355296474,1.0
361,1.2314698485996367,2.0
362,1.2838308777244998,1.0
364,1.2186915868357184,1.0
