,ì˙ï ,é¿ê—
0,1.1230096227887651,1.0
4,1.239523940008638,1.0
8,1.3023585434903746,1.0
13,1.239523940008638,1.0
14,1.419662440830319,1.0
19,1.1846630521415813,1.0
22,1.3764035117506543,1.0
33,1.1982456845555136,1.0
39,1.1846630521415813,1.0
40,1.1277951497157934,1.0
41,1.13237182159603,1.0
43,1.179917711743492,1.0
45,1.1233354876525588,2.0
47,1.1327164478286267,1.0
49,1.152006514303587,1.0
50,1.1380752166911658,1.0
51,1.1373446318654663,1.0
53,1.1232872387387987,1.0
56,1.152006514303587,1.0
58,1.1232872387387987,1.0
62,1.1275076723454662,1.0
68,1.1787638783616603,1.0
71,1.1787638783616603,1.0
73,1.136869871152731,1.0
74,1.1527370991292865,1.0
75,1.1197747092474848,2.0
81,1.1232872387387987,1.0
85,1.1193997096051127,1.0
89,1.128694256515098,1.0
93,1.121992775204393,1.0
95,1.1422808304536611,1.0
96,1.1446618684364627,2.0
108,1.172641207077524,1.0
115,1.1923465107755926,1.0
116,1.1212466922527333,1.0
117,1.1119442569589397,1.0
119,1.1100721105472737,1.0
128,1.1139175445115692,1.0
132,1.1132400232990647,1.0
135,1.118688398290005,1.0
137,1.136819940284716,1.0
142,1.135147781189431,1.0
143,1.129948473841739,2.0
151,1.177632386853148,1.0
152,1.135147781189431,1.0
153,1.1413961562416082,1.0
157,1.1413961562416082,1.0
161,1.128050084955481,1.0
162,1.1089626582216348,1.0
165,1.1136296960900292,1.0
166,1.1527370991292865,1.0
167,1.1147835294718609,1.0
169,1.1527370991292865,1.0
176,1.1691063357128908,1.0
177,1.1365268262087223,1.0
180,1.1228926816381868,1.0
181,1.1197747092474848,1.0
183,1.1360167897327902,1.0
184,1.1977168777196814,1.0
188,1.1511035288889193,1.0
197,1.1527370991292865,1.0
198,1.1527370991292865,1.0
202,1.3023585434903746,1.0
203,1.247413033067637,1.0
208,1.218198436248103,1.0
210,1.1750055094928118,1.0
212,1.3027316797974349,2.0
213,1.239523940008638,1.0
218,1.36130753155387,1.0
219,1.3425812100233883,2.0
222,1.128050084955481,2.0
229,1.3835882377371969,1.0
233,1.364861916206715,1.0
239,1.364861916206715,2.0
247,1.441982492254825,1.0
250,1.2642381447966278,1.0
258,1.242912641036093,2.0
261,1.2760987143618197,1.0
264,1.4081208452863796,2.0
268,1.2553103083868637,1.0
269,1.2760987143618197,2.0
275,1.3126133501446107,2.0
277,1.4172682874668352,2.0
281,1.2836117712714985,1.0
287,1.2747868144942422,1.0
305,1.335620457935945,1.0
311,1.408853834718657,2.0
312,1.3507557833739086,1.0
315,1.239523940008638,2.0
317,1.361125934315063,2.0
318,1.239523940008638,1.0
319,1.239523940008638,1.0
320,1.218198436248103,2.0
321,1.2687923434124644,1.0
324,1.4234584657894065,2.0
327,1.3615643894855705,1.0
329,1.3615643894855705,2.0
332,1.323737853835202,1.0
333,1.323737853835202,2.0
335,1.283927668850428,1.0
336,1.323737853835202,2.0
339,1.323737853835202,1.0
341,1.2898019495940698,2.0
342,1.419662440830319,1.0
344,1.323737853835202,1.0
346,1.3365933267658803,1.0
349,1.3214580013279167,1.0
351,1.239523940008638,2.0
353,1.323737853835202,2.0
362,1.4234584657894065,1.0
364,1.218198436248103,1.0
