,ì˙ï ,é¿ê—
1,1.257255080314084,1.0
2,1.1859865346951823,1.0
6,1.3211432850029086,1.0
7,1.257255080314084,1.0
9,1.292255080314084,1.0
16,1.254534160403272,1.0
17,1.1669865355296474,1.0
18,1.1669865355296474,2.0
19,1.1659452792125768,1.0
26,1.2673124221671903,2.0
29,1.1669865355296474,1.0
30,1.1859865346951823,1.0
31,1.1859865346951823,1.0
32,1.1859865346951823,1.0
38,1.1771736840378964,1.0
41,1.209750645003952,1.0
44,1.1593132745423909,1.0
45,1.1662874663277012,2.0
54,1.1593132745423909,1.0
55,1.1593132745423909,2.0
56,1.1775962812363914,1.0
59,1.1593132745423909,1.0
61,1.1985176495953849,1.0
66,1.195199775704581,1.0
68,1.1761324277208258,1.0
72,1.1581736848723614,1.0
73,1.191569748555434,1.0
79,1.1775962812363914,1.0
84,1.1637111707726118,1.0
91,1.195199775704581,1.0
98,1.195199775704581,1.0
99,1.195199775704581,1.0
100,1.1970089011027254,1.0
101,1.1970089011027254,1.0
103,1.2295054519854103,1.0
105,1.1637111707726118,1.0
107,1.213954970429993,2.0
119,1.1637111707726118,1.0
120,1.1919119356705583,1.0
122,1.1985176495953849,1.0
124,1.1940781093041397,1.0
129,1.1940781093041397,1.0
130,1.1940781093041397,1.0
138,1.2100928321190763,1.0
140,1.1593132745423909,1.0
141,1.1593132745423909,1.0
142,1.1806572400998794,1.0
144,1.1637111707726118,1.0
146,1.1806572400998794,1.0
151,1.2295054519854103,1.0
153,1.2028909599614257,1.0
154,1.2028909599614257,1.0
155,1.2028909599614257,1.0
163,1.1919119356705583,1.0
166,1.2100928321190763,1.0
171,1.1806572400998794,1.0
178,1.188330501087136,1.0
180,1.1593132745423909,1.0
181,1.2151897975512433,1.0
185,1.199639315995826,2.0
186,1.246451521312678,1.0
190,1.1985176495953849,1.0
192,1.1625715811025823,1.0
202,1.1669865355296474,1.0
209,1.254534160403272,1.0
212,1.2953580532884612,2.0
213,1.254534160403272,1.0
215,1.2028909599614257,1.0
217,1.1849452783781118,1.0
221,1.2028909599614257,1.0
235,1.254534160403272,2.0
239,1.2953580532884612,2.0
240,1.2664698485996366,1.0
243,1.3357698937003017,1.0
249,1.343122259258866,1.0
251,1.2536915868357184,2.0
254,1.3211432850029086,1.0
255,1.3211432850029086,2.0
266,1.2864038068953694,1.0
269,1.3235570418675617,2.0
272,1.4299238166152692,1.0
274,1.3235570418675617,1.0
275,1.3235570418675617,2.0
276,1.4299238166152692,1.0
280,1.4299238166152692,1.0
282,1.4299238166152692,2.0
283,1.39410605933637,1.0
286,1.343122259258866,2.0
287,1.3121890386098167,1.0
288,1.3235570418675617,2.0
292,1.3235570418675617,1.0
296,1.4299238166152692,1.0
298,1.343122259258866,1.0
301,1.2864038068953694,1.0
307,1.3121890386098167,1.0
309,1.3755493300879964,1.0
312,1.3235570418675617,1.0
314,1.343122259258866,1.0
328,1.3235570418675617,1.0
329,1.3235570418675617,2.0
332,1.2664698485996366,1.0
333,1.2664698485996366,2.0
339,1.292255080314084,1.0
343,1.3536942189245296,2.0
344,1.292255080314084,1.0
346,1.2930976538816377,1.0
350,1.2953580532884612,1.0
353,1.2664698485996366,2.0
357,1.3402751965006519,1.0
358,1.2673124221671903,2.0
363,1.254534160403272,2.0
