,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
5,inf,inf
6,inf,inf
17,20.78,9.84
18,inf,inf
28,inf,inf
30,inf,inf
31,inf,inf
34,41.13,40.85
35,57.44,70.33
41,39.76,70.95
48,inf,inf
50,inf,inf
51,inf,inf
53,inf,inf
55,26.46,3.95
56,59.01,45.97
57,inf,inf
65,44.42,71.79
66,inf,inf
69,inf,inf
70,inf,inf
71,inf,inf
76,inf,inf
77,inf,inf
82,20.99,32.7
83,42.38,49.53
89,33.96,24.07
95,inf,inf
96,89.73,20.97
99,inf,inf
103,inf,inf
105,inf,inf
112,inf,inf
114,inf,inf
122,inf,inf
124,inf,inf
135,inf,inf
141,inf,inf
145,inf,inf
146,86.4,0.63
151,0.81,12.58
157,41.02,48.2
167,inf,inf
171,86.01,1.34
175,0.63,8.72
179,32.79,23.17
181,6.55,5.54
182,52.8,60.34
183,3.39,0.27
185,116.16,178.94
188,inf,inf
190,inf,inf
201,147.27,197.1
203,23.37,37.08
207,5.59,7.96
209,58.94,39.92
215,inf,inf
218,90.17,0.03
219,inf,inf
222,inf,inf
224,30.01,14.78
231,21.58,22.38
233,3.09,4.15
236,inf,inf
239,77.01,6.6
244,inf,inf
245,inf,inf
246,inf,inf
247,26.23,50.51
255,9.92,3.16
260,inf,inf
268,inf,inf
269,inf,inf
270,inf,inf
272,inf,inf
277,71.77,31.01
278,65.92,0.82
281,26.55,89.0
282,inf,inf
283,inf,inf
286,83.67,13.16
290,inf,inf
291,inf,inf
293,inf,inf
296,inf,inf
301,inf,inf
305,inf,inf
307,inf,inf
308,inf,inf
313,inf,inf
321,5.33,16.21
324,14.91,5.62
326,17.97,11.14
333,23.68,129.6
335,inf,inf
339,inf,inf
341,86.76,7.12
346,65.47,40.83
347,16.9,22.88
349,137.37,150.79
359,inf,inf
364,inf,inf
365,inf,inf
368,inf,inf
371,26.02,22.68
372,22.04,16.95
374,3.78,15.29
376,106.95,116.54
377,35.45,38.51
379,inf,inf
381,inf,inf
383,inf,inf
384,inf,inf
389,87.45,9.19
390,inf,inf
391,22.57,20.5
392,26.46,41.23
395,36.57,37.05
401,60.67,86.55
402,inf,inf
406,inf,inf
410,inf,inf
413,inf,inf
415,76.12,81.63
422,34.51,39.12
426,inf,inf
427,inf,inf
430,inf,inf
432,88.92,26.51
436,inf,inf
438,inf,inf
439,inf,inf
451,inf,inf
452,inf,inf
456,90.27,20.32
458,inf,inf
462,inf,inf
464,76.64,2.17
470,inf,inf
473,inf,inf
474,inf,inf
475,inf,inf
476,inf,inf
477,inf,inf
482,inf,inf
483,inf,inf
486,inf,inf
488,40.17,39.37
489,19.42,25.47
491,28.32,36.77
493,23.59,6.2
495,36.25,32.01
498,inf,inf
499,inf,inf
500,inf,inf
504,inf,inf
505,inf,inf
512,31.77,18.1
513,79.4,118.48
522,72.2,49.35
523,inf,inf
527,inf,inf
531,inf,inf
532,inf,inf
536,1.27,1.0
538,31.56,94.65
543,5.02,8.13
551,75.86,2.71
554,inf,inf
559,24.92,30.0
562,16.12,12.95
569,2.45,0.87
578,inf,inf
579,inf,inf
580,86.13,13.63
581,inf,inf
582,inf,inf
586,16.36,30.9
587,89.48,73.71
588,25.83,40.03
592,21.52,10.29
602,inf,inf
603,inf,inf
607,inf,inf
608,0.19,76.65
609,inf,inf
611,8.84,89.62
618,58.97,11.04
621,inf,inf
626,inf,inf
627,inf,inf
634,inf,inf
635,inf,inf
636,36.91,9.98
641,45.97,36.16
642,inf,inf
653,inf,inf
656,19.69,23.17
657,28.62,23.89
660,2.88,6.12
661,3.89,12.3
663,90.54,80.07
664,50.02,51.03
667,80.13,18.27
669,inf,inf
672,inf,inf
677,inf,inf
679,62.72,43.03
681,85.45,86.72
689,24.57,15.31
695,inf,inf
696,inf,inf
700,inf,inf
701,inf,inf
703,inf,inf
704,24.73,48.61
707,9.01,2.76
709,120.61,101.08
715,inf,inf
718,inf,inf
720,inf,inf
723,inf,inf
724,inf,inf
728,25.86,10.05
729,24.64,2.19
730,52.33,100.61
739,inf,inf
741,inf,inf
742,inf,inf
744,85.52,0.82
