,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,34.73,0.77
4,16.79,1.76
8,9.19,8.45
9,36.53,11.37
10,28.07,0.69
11,29.69,6.71
12,25.46,13.1
15,3.85,11.3
17,4.38,9.65
26,17.85,7.78
30,25.28,0.07
33,6.48,4.65
34,27.45,2.14
37,18.95,0.73
40,67.17,23.63
52,147.05,107.16
58,0.35,11.3
68,9.79,20.19
70,0.2,4.41
74,5.73,0.16
77,27.71,3.35
79,34.83,0.43
80,38.41,29.16
81,50.7,8.0
82,36.89,5.05
84,15.96,1.09
86,15.34,5.87
87,6.9,14.8
90,7.61,7.73
93,0.72,2.91
97,59.14,3.04
107,13.93,4.64
114,29.35,21.69
116,15.68,0.25
117,18.74,8.97
119,26.47,1.91
128,10.46,2.41
134,38.02,0.54
136,4.95,3.57
142,77.72,10.46
144,66.98,35.16
146,13.07,14.99
147,1.0,19.32
151,88.93,11.02
152,0.83,6.88
157,27.8,4.52
167,8.57,3.54
168,6.27,2.97
173,8.2,1.0
177,20.47,16.97
178,163.26,30.12
184,20.21,2.01
185,11.41,9.65
186,11.78,0.91
187,10.1,8.13
189,27.85,1.5
191,9.98,16.22
192,101.37,61.59
196,26.29,2.0
203,5.08,8.78
208,2.18,9.42
209,6.21,34.42
210,3.96,4.39
214,27.96,10.45
215,21.48,8.52
217,13.43,22.73
218,13.33,13.18
220,20.11,10.6
221,1.92,5.23
226,57.94,26.71
229,6.63,11.16
234,64.04,67.54
237,22.15,21.58
240,62.34,27.95
