,éûçèï 
0,inf
1,inf
5,inf
8,inf
10,inf
11,inf
12,inf
13,inf
15,inf
17,inf
19,inf
20,inf
22,inf
23,95.16
25,inf
27,inf
29,inf
30,inf
31,inf
32,inf
33,inf
34,inf
35,inf
37,inf
38,inf
39,inf
40,inf
42,inf
43,95.16
45,inf
46,inf
47,inf
48,inf
50,inf
51,inf
52,inf
53,inf
54,inf
55,inf
56,inf
57,inf
58,inf
60,inf
61,inf
62,inf
63,82.11
64,inf
65,inf
67,inf
68,inf
69,inf
70,inf
74,inf
76,inf
77,inf
78,inf
79,inf
80,inf
81,inf
82,inf
83,79.2
86,inf
87,inf
88,inf
91,inf
92,inf
94,inf
96,inf
97,inf
98,inf
99,inf
101,inf
102,inf
103,inf
104,73.16
106,inf
108,inf
109,inf
111,inf
112,inf
113,inf
114,inf
115,inf
117,inf
118,inf
120,inf
124,inf
125,inf
126,inf
127,inf
128,79.81
129,79.13
130,47.2
131,80.68
132,63.34
133,75.97
134,inf
135,inf
137,inf
138,inf
139,inf
140,inf
142,inf
145,inf
147,inf
148,inf
149,inf
150,inf
151,inf
152,62.15
154,75.67
155,75.62
157,inf
159,inf
160,inf
161,inf
163,inf
164,inf
166,inf
168,inf
169,inf
170,inf
171,93.13
172,inf
174,inf
176,65.82
177,72.79
178,inf
179,inf
180,inf
182,inf
184,inf
186,inf
187,inf
188,inf
189,inf
190,inf
192,inf
193,inf
194,inf
195,94.96
196,inf
197,inf
200,62.66
201,54.96
203,76.71
204,inf
205,inf
206,inf
208,inf
209,inf
211,inf
212,inf
213,inf
217,inf
218,93.04
219,inf
220,inf
222,inf
223,inf
225,inf
227,inf
228,inf
229,inf
230,inf
233,inf
235,inf
236,inf
237,inf
238,95.16
239,inf
243,inf
244,inf
245,inf
246,inf
247,inf
248,inf
249,inf
250,inf
251,inf
253,inf
254,inf
255,inf
256,inf
258,inf
260,inf
261,inf
262,inf
263,inf
265,inf
266,inf
267,inf
268,inf
270,inf
271,inf
272,80.17
273,64.23
275,inf
277,inf
278,inf
279,inf
280,inf
281,inf
282,inf
284,inf
285,95.16
286,inf
289,inf
290,inf
291,inf
292,inf
294,inf
295,inf
296,inf
297,inf
298,inf
299,inf
300,inf
301,inf
302,inf
303,inf
305,inf
307,inf
310,inf
312,inf
313,inf
314,inf
315,inf
316,inf
317,inf
319,inf
321,inf
322,inf
324,84.89
325,inf
326,inf
328,inf
329,inf
330,inf
332,inf
334,inf
335,inf
337,inf
339,inf
342,inf
345,78.52
346,62.08
347,65.29
352,inf
353,inf
355,inf
356,inf
357,inf
359,95.16
360,inf
361,inf
362,inf
364,inf
365,inf
367,inf
369,83.99
370,inf
371,inf
372,inf
375,inf
376,92.19
377,inf
378,inf
379,inf
382,inf
383,inf
384,inf
385,inf
387,inf
388,inf
389,inf
390,inf
391,inf
392,inf
393,inf
394,inf
396,inf
397,94.22
399,inf
400,inf
401,inf
402,inf
404,inf
405,inf
406,inf
407,inf
408,inf
409,inf
410,inf
412,inf
413,inf
415,inf
416,inf
417,87.4
418,inf
419,inf
420,inf
421,inf
422,inf
423,inf
424,inf
425,inf
429,inf
431,inf
432,inf
433,inf
435,inf
437,94.96
441,inf
443,inf
445,inf
447,inf
448,inf
449,inf
453,inf
454,inf
457,inf
458,inf
459,inf
460,inf
462,inf
464,inf
465,inf
466,inf
467,inf
468,inf
469,inf
470,inf
471,inf
472,inf
473,inf
474,inf
475,inf
476,95.16
478,inf
479,inf
483,inf
484,inf
485,inf
486,inf
487,inf
488,inf
491,inf
493,inf
495,inf
496,91.13
498,inf
499,inf
502,inf
505,inf
506,inf
508,inf
509,inf
510,inf
512,inf
513,inf
514,inf
515,inf
516,80.13
518,inf
519,inf
520,inf
522,inf
523,inf
524,inf
525,inf
528,inf
529,inf
530,inf
531,inf
532,inf
534,inf
536,inf
537,inf
538,inf
540,inf
542,inf
543,inf
544,inf
545,inf
546,inf
549,inf
550,inf
551,inf
554,inf
555,94.96
556,inf
559,inf
560,inf
561,inf
562,inf
563,inf
564,inf
565,inf
566,inf
567,inf
569,inf
571,inf
572,inf
573,inf
574,inf
575,95.16
578,inf
579,inf
580,inf
582,inf
583,inf
584,inf
586,inf
587,inf
588,inf
590,inf
592,inf
593,inf
594,inf
595,inf
596,95.16
597,inf
598,inf
599,inf
600,inf
601,inf
602,inf
603,inf
604,inf
607,inf
609,inf
611,inf
612,inf
615,87.34
616,inf
617,inf
619,inf
621,inf
622,inf
623,inf
624,inf
625,inf
627,inf
628,inf
629,inf
630,inf
632,inf
633,inf
634,83.65
635,inf
637,inf
638,inf
639,inf
640,inf
641,inf
642,inf
643,inf
644,inf
645,inf
646,inf
647,inf
648,inf
649,inf
650,inf
651,inf
652,inf
655,inf
656,inf
658,inf
662,inf
665,inf
666,inf
668,inf
670,inf
673,inf
675,inf
678,inf
679,inf
681,inf
682,inf
683,inf
684,inf
685,inf
686,inf
689,inf
690,inf
692,inf
693,inf
697,inf
699,inf
703,inf
704,inf
705,inf
706,inf
708,inf
709,inf
711,inf
713,inf
715,inf
716,inf
718,inf
720,inf
721,inf
722,inf
724,inf
726,inf
728,inf
733,inf
734,81.98
736,inf
740,inf
741,inf
742,inf
744,inf
745,inf
746,inf
747,inf
748,inf
749,inf
750,inf
751,inf
752,inf
753,inf
754,89.08
755,inf
756,inf
758,inf
760,inf
762,inf
763,inf
765,inf
767,inf
768,inf
770,inf
771,inf
772,inf
773,inf
777,inf
778,inf
779,inf
781,inf
784,inf
788,inf
790,inf
792,inf
793,inf
794,inf
797,inf
798,inf
800,inf
801,inf
802,inf
803,inf
805,inf
806,inf
807,inf
808,inf
809,inf
811,inf
812,inf
814,inf
815,inf
816,94.96
819,inf
820,inf
821,inf
822,inf
823,inf
824,inf
825,inf
827,inf
828,inf
829,inf
831,inf
832,inf
833,inf
834,inf
835,inf
836,96.18
837,inf
838,inf
839,inf
841,inf
843,inf
844,inf
845,inf
846,inf
848,inf
850,inf
852,inf
853,inf
854,inf
856,89.54
859,inf
860,inf
862,inf
863,inf
865,inf
866,inf
870,inf
871,inf
873,inf
874,inf
875,inf
876,94.52
877,inf
878,inf
882,inf
884,inf
885,inf
887,inf
888,inf
889,inf
892,inf
895,inf
896,87.52
898,inf
899,inf
900,inf
901,inf
904,inf
905,inf
907,inf
908,inf
910,inf
913,inf
914,inf
915,inf
918,inf
919,inf
921,inf
922,inf
923,inf
924,inf
926,inf
928,inf
930,inf
931,inf
932,inf
933,inf
936,inf
937,94.96
938,inf
941,inf
942,inf
943,inf
944,inf
945,inf
946,inf
947,inf
949,inf
950,inf
951,inf
952,inf
953,inf
956,inf
957,95.16
958,inf
959,inf
960,inf
961,inf
962,inf
963,inf
965,inf
966,inf
967,inf
968,inf
969,inf
971,inf
974,inf
975,inf
977,inf
979,inf
980,inf
981,inf
982,inf
983,inf
984,inf
985,inf
986,inf
990,inf
991,inf
992,inf
994,inf
995,inf
996,89.5
997,inf
998,inf
999,inf
1001,inf
1002,inf
1005,inf
1006,inf
1007,inf
1008,inf
1009,inf
1012,inf
1013,inf
1014,inf
1015,inf
1016,78.94
1017,inf
1018,inf
1021,inf
1022,inf
1023,inf
1024,inf
1026,inf
1027,inf
1030,inf
1033,inf
1034,inf
1035,96.36
1036,inf
1037,inf
1038,inf
1039,inf
1042,inf
1043,inf
1044,inf
1045,inf
1046,inf
1048,inf
1049,inf
1051,inf
1052,inf
1053,inf
1054,inf
1056,inf
1057,inf
1059,inf
1062,inf
1063,inf
1064,inf
1065,inf
1067,inf
1068,inf
1070,inf
1071,inf
1074,inf
1075,inf
1077,inf
1079,inf
1081,inf
1082,inf
1083,inf
1085,inf
1086,inf
1087,inf
1088,inf
1089,inf
1091,inf
1092,inf
1093,inf
1095,inf
1098,inf
1100,inf
1101,inf
1102,inf
1103,inf
1104,inf
1105,inf
1107,inf
1108,inf
1110,inf
1111,inf
1112,inf
1113,inf
1114,inf
1115,inf
1116,81.0
1118,inf
1119,inf
1120,inf
1121,inf
1122,inf
1123,inf
1124,inf
1126,inf
1127,inf
1129,inf
1130,inf
1133,inf
1135,inf
1137,inf
1138,inf
1140,inf
1141,inf
1142,inf
1143,inf
1144,inf
1147,inf
1148,inf
1149,inf
1151,inf
1152,inf
1153,inf
1154,inf
1155,inf
1156,96.36
1158,inf
1159,inf
1160,inf
1162,inf
1163,inf
1166,inf
1167,inf
1169,inf
1170,inf
1171,inf
1172,inf
1173,inf
1174,inf
1177,inf
1178,inf
1179,inf
1181,inf
1182,inf
1183,inf
1184,inf
1186,inf
1187,inf
1188,inf
1189,inf
1190,inf
1192,inf
1194,inf
1197,inf
1198,inf
1199,inf
1200,inf
1201,inf
1202,inf
1203,inf
1204,inf
1205,inf
1206,inf
1209,inf
1210,inf
1211,inf
1212,inf
1213,inf
1216,inf
1217,inf
1218,inf
1219,inf
1220,inf
1221,inf
1222,inf
1223,inf
1225,inf
1227,inf
1228,inf
1231,inf
1232,inf
1234,inf
1235,88.26
1241,inf
1242,inf
1244,inf
1245,inf
1247,inf
1251,inf
1252,inf
1254,inf
1255,95.86
1257,inf
1258,inf
1259,inf
1260,inf
1261,inf
1263,inf
1264,inf
1265,inf
1266,inf
1267,inf
1269,inf
1270,inf
1272,inf
1273,inf
1274,inf
1275,96.06
1276,inf
1277,inf
1278,inf
1279,inf
1282,inf
1283,inf
1284,inf
1285,inf
1286,inf
1287,inf
1288,inf
1289,inf
1290,inf
1291,inf
1293,inf
1294,inf
1295,96.26
1297,inf
1298,inf
1299,inf
1300,inf
1301,inf
1302,inf
1303,inf
1304,inf
1306,inf
1309,inf
1312,inf
1313,inf
1314,inf
1315,96.27
1316,inf
1318,inf
1319,inf
1322,inf
1325,inf
1326,inf
1327,inf
1330,inf
1331,inf
1332,inf
1333,inf
1334,inf
1335,88.3
1337,inf
1338,inf
1339,inf
