,éûçèï ,é¿ê—
0,0.05186140329271337,0.0
2,0.049914716102205166,0.0
4,0.049914716102205166,1.0
5,0.049914716102205166,0.0
7,0.059273922989927966,0.0
10,0.17805226594096876,0.0
11,0.15329252036996088,0.0
12,0.15329252036996088,0.0
13,0.11887345334168116,0.0
17,0.13132116837705157,0.0
19,0.049914716102205166,0.0
20,0.049914716102205166,0.0
24,0.05186140329271337,0.0
26,0.049914716102205166,0.0
27,0.049914716102205166,0.0
28,0.049914716102205166,0.0
29,0.049914716102205166,0.0
32,0.4161760370383699,0.0
34,0.1867117580834713,0.0
35,0.13374539330525004,0.0
37,0.1257167151652866,0.0
38,0.11033378763320752,0.0
39,0.1257167151652866,0.0
40,0.11033378763320752,0.0
41,0.049914716102205166,0.0
42,0.049914716102205166,0.0
43,0.049914716102205166,1.0
44,0.049914716102205166,0.0
45,0.049914716102205166,0.0
48,0.05034034486118155,0.0
49,0.05034034486118155,0.0
50,0.04839365767067334,0.0
51,0.04839365767067334,0.0
52,0.04839365767067334,0.0
55,0.04015731940152197,0.0
56,0.04550381833375093,0.0
57,0.04550381833375093,0.0
58,0.04779065198031494,0.0
59,0.04396023756460894,0.0
60,0.018631478680551906,0.0
61,0.034928024955673,0.0
62,0.09581406090886091,0.0
65,0.09019023681959454,0.0
66,0.04839365767067334,0.0
67,0.04839365767067334,0.0
68,0.04839365767067334,0.0
69,0.04839365767067334,0.0
70,0.04839365767067334,0.0
71,0.045637356796182214,0.0
72,0.047584043986690416,0.0
73,0.047584043986690416,0.0
75,0.045637356796182214,0.0
76,0.045637356796182214,0.0
77,0.045637356796182214,0.0
78,0.045637356796182214,0.0
79,0.046515471441148135,0.0
80,0.04821824848499393,0.0
81,0.04569095959752296,0.0
82,0.042602223989894335,0.0
84,0.058012566253099036,0.0
87,0.06412602482128107,0.0
88,0.06412602482128107,0.0
89,0.049683273726366245,0.0
90,0.04839365767067334,0.0
91,0.03945118418161308,0.0
94,0.03696335608762829,0.0
95,0.03696335608762829,0.0
98,0.03696335608762829,0.0
99,0.050209820288534705,0.0
100,0.03329355784746122,0.0
102,0.03696335608762829,0.0
103,0.03696335608762829,0.0
104,0.4182962153621936,1.0
105,0.32062098188607613,0.0
106,0.36969424781087284,0.0
107,0.05511149981576516,0.0
108,0.05511149981576516,0.0
109,0.03605384613770325,0.0
110,0.039266755324387594,0.0
112,0.043987694580621683,0.0
116,0.04937226800913453,0.0
118,0.04937226800913453,0.0
119,0.053854555154040605,0.0
120,0.05580124234454881,0.0
123,0.055739785747480515,1.0
124,0.055739785747480515,0.0
126,0.053854555154040605,0.0
127,0.24785349852108385,0.0
128,0.5248399941518772,1.0
129,0.7007547491591909,2.0
131,0.6402616463893844,2.0
133,0.4749538037007734,1.0
134,0.3560024761542224,0.0
135,0.4749538037007734,0.0
136,0.4249538041592707,2.0
137,0.08959538684204216,0.0
138,0.04937226800913453,0.0
139,0.04937226800913453,0.0
140,0.04937226800913453,0.0
141,0.04937226800913453,1.0
142,0.04937226800913453,0.0
144,0.05131895519964273,0.0
146,0.04937226800913453,0.0
147,0.053854555154040605,0.0
148,0.053854555154040605,0.0
150,0.04937226800913453,0.0
151,0.31878077312649417,0.0
152,0.6438565361491985,1.0
153,0.534619384614717,2.0
154,0.36512232080782747,1.0
155,0.3310264090326807,1.0
156,0.25951765177592745,0.0
158,0.170219355130654,0.0
160,0.13359483700299832,0.0
164,0.049914716102205166,0.0
165,0.049914716102205166,0.0
166,0.049914716102205166,0.0
167,0.044102641544500075,0.0
169,0.05131895519964273,0.0
171,0.04937226800913453,1.0
172,0.04937226800913453,0.0
173,0.04937226800913453,0.0
174,0.044102641544500075,0.0
176,0.5750134908562373,1.0
177,0.4266811395618105,1.0
179,0.2635294229226363,0.0
182,0.17129257525696193,0.0
185,0.2727198959078654,0.0
187,0.037139749971927476,0.0
189,0.039627578065912265,0.0
190,0.0365718043826983,0.0
191,0.04184143084733276,0.0
193,0.0570541502497702,0.0
194,0.053854555154040605,0.0
195,0.053854555154040605,1.0
196,0.053854555154040605,0.0
197,0.053854555154040605,0.0
198,0.04937226800913453,0.0
199,0.16111291099724998,0.0
201,0.6209885964782916,1.0
202,0.34306606816834934,2.0
204,0.23018572370970297,0.0
205,0.1729335338472056,0.0
206,0.264006399115763,0.0
210,0.06100387281229594,0.0
211,0.031794478543004184,0.0
212,0.07933348687406327,0.0
213,0.04933675328504314,0.0
215,0.04373725838391648,0.0
216,0.03822345287841847,0.0
218,0.16268832405127379,1.0
220,0.05671401580368278,0.0
221,0.04312044381004135,0.0
222,0.05421872731594869,0.0
223,0.0457005471382361,0.0
224,0.05991885070477524,0.0
225,0.14285133106273654,0.0
227,0.18054068541923032,0.0
229,0.12032096535974993,0.0
231,0.026975753424021837,0.0
232,0.0463655026283529,0.0
233,0.04670468289397278,0.0
236,0.04785120957760271,0.0
237,0.04785120957760271,0.0
238,0.04785120957760271,1.0
239,0.04785120957760271,0.0
240,0.049797896768110916,0.0
244,0.05421872731594869,0.0
246,0.05233349672250878,0.0
249,0.11405142578952586,0.0
252,0.055968147723002376,0.0
253,0.07225465599031829,0.0
255,0.026975753424021837,0.0
256,0.05820075727771692,0.0
258,0.049683273726366245,0.0
259,0.04839365767067334,1.0
264,0.05178452378513575,0.0
265,0.05178452378513575,0.0
267,0.04184143084733276,0.0
268,0.04184143084733276,0.0
269,0.04184143084733276,0.0
270,0.04937226800913453,0.0
272,0.3465714169179785,1.0
273,0.4767534804673263,1.0
277,0.0925987132706477,0.0
278,0.15737838374268406,0.0
281,0.22630452129160647,0.0
282,0.049914716102205166,0.0
283,0.049914716102205166,0.0
284,0.049914716102205166,0.0
285,0.049914716102205166,1.0
286,0.049914716102205166,0.0
288,0.05186140329271337,0.0
289,0.05186140329271337,0.0
291,0.039627578065912265,0.0
293,0.04715841522771404,0.0
294,0.04715841522771404,0.0
296,0.04715841522771404,0.0
299,0.09162472756514221,0.0
301,0.06688573950113223,0.0
302,0.0781588326509078,0.0
304,0.0628080764978112,1.0
305,0.03945118418161308,0.0
308,0.03945118418161308,0.0
309,0.03945118418161308,0.0
310,0.03945118418161308,0.0
311,0.03945118418161308,0.0
313,0.04139787137212128,0.0
315,0.03945118418161308,0.0
316,0.03945118418161308,0.0
317,0.03945118418161308,0.0
319,0.03329355784746122,0.0
320,0.036876508658667914,0.0
321,0.06382022536433718,0.0
322,0.08726988087494289,0.0
323,0.06444192738520059,0.0
326,0.05885850665771118,0.0
327,0.07287851410411948,0.0
328,0.05511149981576516,0.0
329,0.03696335608762829,0.0
330,0.03390758240441433,0.0
332,0.03935360275334797,0.0
334,0.08154361706027846,0.0
340,0.055739785747480515,0.0
341,0.055739785747480515,0.0
343,0.15480847277089183,0.0
344,0.6631564280251669,2.0
345,0.7120364830890046,2.0
346,0.5827626299808574,1.0
347,0.5827626299808574,1.0
348,0.46709966510921763,2.0
350,0.29534396571916666,0.0
351,0.2607167164643133,0.0
352,0.26674534035222375,0.0
353,0.22717387107643164,0.0
355,0.044102641544500075,0.0
357,0.04937226800913453,0.0
358,0.04937226800913453,0.0
359,0.04937226800913453,1.0
360,0.05131895519964273,0.0
362,0.04937226800913453,0.0
364,0.04937226800913453,0.0
366,0.04937226800913453,0.0
367,0.2782704700258173,0.0
369,0.5417187278210405,2.0
370,0.16413250061536686,0.0
371,0.2252985015278223,0.0
374,0.0633298512798612,0.0
375,0.0774180354428896,0.0
376,0.3299290959049322,1.0
377,0.049914716102205166,0.0
378,0.049914716102205166,0.0
379,0.049914716102205166,0.0
381,0.049914716102205166,0.0
383,0.049914716102205166,0.0
384,0.05034034486118155,0.0
386,0.045637356796182214,0.0
387,0.045637356796182214,0.0
388,0.04839365767067334,0.0
389,0.04839365767067334,0.0
390,0.04839365767067334,0.0
391,0.04839365767067334,0.0
392,0.05935714242007169,0.0
393,0.049683273726366245,0.0
394,0.06654768049181677,0.0
395,0.06654768049181677,0.0
396,0.07622154918552222,0.0
397,0.06654768049181677,1.0
402,0.03696335608762829,0.0
403,0.06111717636365872,0.0
404,0.03696335608762829,0.0
405,0.07500105404159373,0.0
406,0.07500105404159373,0.0
408,0.07427398238717402,0.0
409,0.07956392430776245,0.0
410,0.03696335608762829,0.0
412,0.03696335608762829,0.0
413,0.03696335608762829,0.0
414,0.03696335608762829,0.0
415,0.039447526345245655,0.0
416,0.04491707181138058,0.0
417,0.07606529299351615,1.0
422,0.12601576641650036,0.0
425,0.03392799856017661,0.0
426,0.02000856463648645,0.0
427,0.03233692663607482,0.0
429,0.04839365767067334,0.0
430,0.03858888937964119,0.0
432,0.03244350802199801,0.0
433,0.028411598013733552,0.0
434,0.026464910823225343,0.0
436,0.0553899265454658,0.0
438,0.020691539948311778,0.0
440,0.17787638124856203,0.0
441,0.12053307821177348,0.0
443,0.10027638877398576,0.0
444,0.10825953249954705,0.0
445,0.09625608382977942,0.0
447,0.037122166392206946,0.0
448,0.05651191559653802,0.0
449,0.035211072921761705,0.0
451,0.049914716102205166,0.0
452,0.049914716102205166,0.0
455,0.04715841522771404,0.0
457,0.049105102418222246,0.0
458,0.044102641544500075,0.0
459,0.044102641544500075,0.0
460,0.04937226800913453,0.0
461,0.044102641544500075,0.0
462,0.044102641544500075,0.0
463,0.11114686534477279,0.0
464,0.09525763865353566,0.0
466,0.029177519530356293,0.0
468,0.01766973092703336,0.0
469,0.008375170009158661,0.0
470,0.02062435057693638,0.0
471,0.020919697026311836,0.0
473,0.018212468444734002,0.0
474,0.07060215497287252,0.0
476,0.049914716102205166,1.0
477,0.049914716102205166,0.0
480,0.049105102418222246,0.0
481,0.05186140329271337,0.0
483,0.049914716102205166,0.0
484,0.049914716102205166,0.0
485,0.03858888937964119,0.0
486,0.06904905853225034,0.0
489,0.10193904816096762,0.0
490,0.06180439810510688,0.0
491,0.03543979148851303,0.0
493,0.051171310278595464,0.0
494,0.10410044306364223,0.0
495,0.056629141088292305,0.0
496,0.12204707019139509,1.0
497,0.061113515947323886,0.0
498,0.07234423322724744,0.0
499,0.049914716102205166,0.0
500,0.04693674818498377,0.0
501,0.08141576891890998,0.0
502,0.06681594737000103,0.0
503,0.07030447131288718,0.0
507,0.06675600611485664,0.0
508,0.06681594737000103,0.0
509,0.06675600611485664,0.0
512,0.1211800890738615,0.0
513,0.14407355414045858,0.0
514,0.13485341354733157,0.0
515,0.14244802216827,0.0
516,0.1801968040177766,1.0
517,0.11100512057717932,0.0
521,0.042027223498599144,0.0
522,0.20863029573958908,0.0
523,0.049914716102205166,0.0
524,0.044102641544500075,0.0
525,0.044102641544500075,0.0
528,0.05131895519964273,0.0
529,0.05131895519964273,0.0
530,0.04937226800913453,0.0
531,0.04937226800913453,0.0
532,0.04937226800913453,0.0
533,0.04937226800913453,0.0
534,0.059273922989927966,0.0
535,0.3291398193521452,1.0
536,0.2631231109959064,0.0
537,0.12368447680601878,0.0
538,0.10572645585847688,0.0
539,0.09122380907225325,0.0
540,0.03376492922266593,0.0
541,0.10642026852683038,0.0
543,0.059881645317993316,0.0
544,0.053333245910418006,0.0
545,0.07072306172224568,0.0
546,0.2346370864898363,0.0
547,0.049914716102205166,0.0
548,0.049914716102205166,0.0
549,0.049914716102205166,0.0
550,0.044102641544500075,0.0
551,0.044102641544500075,0.0
552,0.04452827030347646,0.0
553,0.04452827030347646,0.0
554,0.04258158311296825,0.0
555,0.04785120957760271,1.0
556,0.04785120957760271,0.0
558,0.05037726557714849,0.0
559,0.04277615434363489,0.0
560,0.04485851956453323,0.0
561,0.04130880283840426,0.0
562,0.04658911051452703,0.0
563,0.07110050588404807,0.0
564,0.021693328198126027,0.0
566,0.03465864868607056,0.0
568,0.05187717949184072,0.0
569,0.04466797903627661,0.0
570,0.049683273726366245,0.0
572,0.04839365767067334,0.0
573,0.04839365767067334,0.0
574,0.04839365767067334,0.0
576,0.05034034486118155,0.0
578,0.04839365767067334,0.0
581,0.04839365767067334,0.0
582,0.043563790331482916,0.0
584,0.07259561198647002,0.0
585,0.057786483961764105,0.0
586,0.06596882171105291,0.0
587,0.04693903316612713,0.0
588,0.03531268031896009,0.0
589,0.029261112510291887,0.0
591,0.05018734147969816,0.0
592,0.06654768049181677,0.0
593,0.05933848003625264,0.0
595,0.048512154482636266,0.0
596,0.04839365767067334,1.0
597,0.045680093952465306,0.0
599,0.0507177643889656,0.0
602,0.059575119935659206,0.0
603,0.059814652105629966,0.0
607,0.31314543831207503,0.0
608,0.5325722674309745,1.0
609,0.5337388739544061,0.0
611,0.163188001582803,0.0
612,0.13014360529979885,0.0
614,0.10462665898299855,0.0
616,0.042878997112913875,0.0
617,0.03558093992872617,0.0
618,0.20532635543357838,0.0
620,0.049914716102205166,0.0
622,0.044102641544500075,0.0
623,0.044102641544500075,0.0
626,0.04937226800913453,0.0
627,0.04937226800913453,0.0
629,0.044102641544500075,0.0
630,0.0944028439630919,0.0
634,0.20275762046311882,1.0
635,0.0565548611595376,0.0
638,0.055107298403415626,0.0
639,0.08691231681622466,0.0
640,0.08032420456761066,0.0
643,0.049914716102205166,0.0
644,0.049914716102205166,0.0
645,0.049914716102205166,0.0
647,0.049914716102205166,0.0
648,0.05186140329271337,0.0
649,0.05186140329271337,0.0
650,0.049914716102205166,0.0
651,0.051886280389654725,0.0
652,0.051886280389654725,0.0
653,0.05494205407286869,0.0
654,0.09223581950673007,1.0
656,0.12141524717087661,0.0
657,0.1180041574694775,0.0
659,0.04777442035612603,0.0
660,0.051595068788930755,0.0
661,0.04633827434992484,0.0
663,0.09272767270083311,0.0
664,0.05319157418133553,0.0
666,0.06685485608918389,0.0
671,0.049914716102205166,0.0
673,0.05034034486118155,0.0
675,0.045637356796182214,0.0
676,0.045637356796182214,0.0
677,0.03945118418161308,0.0
678,0.03945118418161308,0.0
679,0.05300884570747932,0.0
680,0.09392204180502217,0.0
683,0.0848493335907559,0.0
684,0.08550490429350793,0.0
685,0.1158352659246068,0.0
687,0.0850465128623331,0.0
688,0.0850465128623331,0.0
689,0.05052101761349453,0.0
690,0.03696335608762829,0.0
691,0.03696335608762829,0.0
692,0.03696335608762829,0.0
693,0.03696335608762829,0.0
694,0.12030014059086262,1.0
696,0.033412054659424144,0.0
697,0.03696335608762829,0.0
699,0.04329675742963739,0.0
700,0.03696335608762829,0.0
701,0.03696335608762829,0.0
704,0.11746556733969345,0.0
705,0.11552383636426605,0.0
706,0.05439569034172613,0.0
710,0.09413905790667294,0.0
712,0.09369771735918564,0.0
714,0.15048892457395574,1.0
715,0.11578772175263426,0.0
717,0.049914716102205166,0.0
718,0.049914716102205166,0.0
719,0.049914716102205166,0.0
722,0.039627578065912265,0.0
724,0.039627578065912265,0.0
725,0.039627578065912265,0.0
726,0.05278386080360868,0.0
728,0.044825525756738635,0.0
729,0.037050842743088105,0.0
730,0.04622354606040688,0.0
731,0.07890157133049498,0.0
732,0.056225841987484995,0.0
733,0.056423021259062206,0.0
734,0.08849439248859814,1.0
735,0.09098233214259686,0.0
736,0.0469134061409502,0.0
737,0.06441856383474856,0.0
738,0.057054163572902626,0.0
739,0.045637356796182214,0.0
740,0.08752648689039438,0.0
741,0.03945118418161308,0.0
742,0.03945118418161308,0.0
743,0.039569680993576,0.0
745,0.04139787137212128,0.0
746,0.03945118418161308,0.0
747,0.03945118418161308,0.0
748,0.03945118418161308,0.0
749,0.03696335608762829,0.0
750,0.05485742726830799,0.0
751,0.05567197791912143,0.0
752,0.04026475317291,0.0
755,0.05895031014653317,0.0
756,0.04291327175031308,0.0
758,0.05697991810218961,0.0
760,0.0835891131040448,0.0
762,0.03933015261449615,0.0
766,0.04839365767067334,0.0
767,0.042700079924931175,0.0
769,0.04452827030347646,0.0
770,0.042700079924931175,0.0
772,0.04258158311296825,0.0
773,0.04258158311296825,0.0
777,0.03334373910597273,0.0
778,0.02492460380467279,0.0
780,0.030662880702793494,0.0
782,0.054867828412770395,0.0
783,0.05697991810218961,0.0
784,0.05983411096046131,0.0
785,0.049573538375048284,0.0
786,0.049683273726366245,0.0
788,0.054407094406999396,0.0
789,0.03858888937964119,0.0
790,0.03858888937964119,0.0
791,0.04839365767067334,0.0
792,0.05034034486118155,0.0
793,0.05034034486118155,0.0
794,0.04839365767067334,0.0
797,0.045637356796182214,0.0
798,0.06255378029975456,0.0
799,0.07837528159406337,0.0
800,0.04458657383315323,0.0
802,0.01107458244966119,0.0
803,0.017461091508224752,0.0
805,0.05291397582341738,0.0
806,0.020911693643144956,0.0
807,0.013294980218872661,0.0
809,0.027552063310788917,0.0
810,0.035790445805725,0.0
812,0.04839365767067334,0.0
814,0.04839365767067334,0.0
815,0.04839365767067334,0.0
817,0.05034034486118155,0.0
819,0.04839365767067334,0.0
822,0.05323765902518837,0.0
823,0.04585612160163727,0.0
825,0.03549564989679629,0.0
826,0.04762925740432975,0.0
828,0.06966451750603558,0.0
829,0.06966451750603558,0.0
830,0.06966451750603558,0.0
831,0.06966451750603558,0.0
832,0.049880452997943456,0.0
833,0.04839365767067334,0.0
834,0.03945118418161308,0.0
835,0.03945118418161308,0.0
836,0.03945118418161308,1.0
838,0.03945118418161308,0.0
840,0.05186140329271337,0.0
841,0.049105102418222246,0.0
842,0.03945118418161308,0.0
843,0.03696335608762829,0.0
844,0.03696335608762829,0.0
846,0.03696335608762829,0.0
847,0.04111734939180778,0.0
848,0.15806194193576287,0.0
851,0.09287662544274324,0.0
852,0.10390159377315866,0.0
853,0.10768065255333599,0.0
854,0.10464800115473004,0.0
855,0.09500190067690752,0.0
856,0.14343240101461094,1.0
857,0.07781720538754992,0.0
858,0.04864309749984031,0.0
859,0.049914716102205166,0.0
860,0.049914716102205166,0.0
861,0.049914716102205166,0.0
