,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,16.92,21.0,23.99
5,26.05,25.0,27.31
6,31.5,32.0,32.28
8,25.29,21.0,23.37
19,53.45,57.0,49.16
23,37.89,29.0,22.25
30,35.53,36.0,46.62
32,48.77,58.0,51.88
37,27.65,21.0,23.43
40,52.21,63.0,53.01
44,22.87,22.0,28.59
48,35.91,41.0,35.51
50,46.32,53.0,48.85
51,27.7,32.0,45.5
53,36.76,41.0,38.65
61,42.03,43.0,38.13
68,25.01,22.0,22.82
70,14.19,14.0,17.73
71,17.99,15.0,19.35
75,12.71,14.0,11.18
83,22.56,26.0,22.88
86,17.7,13.0,14.46
96,35.83,41.0,39.92
105,32.51,34.0,38.53
107,39.37,38.0,45.35
109,48.52,64.0,50.88
110,42.24,48.0,47.5
112,51.23,57.0,49.4
115,3.24,0.0,2.63
118,42.62,40.0,38.94
122,7.46,0.0,2.26
124,8.25,0.0,-0.53
126,15.07,13.0,15.93
127,14.68,3.0,4.47
128,9.04,20.0,15.59
129,15.09,0.0,-0.02
130,2.31,0.0,0.04
132,12.47,3.0,1.56
137,-3.15,0.0,-1.37
138,9.24,0.0,-1.38
139,6.34,19.0,12.39
140,12.31,14.0,14.29
146,14.45,11.0,10.79
148,28.75,0.0,-0.36
149,34.74,26.0,31.67
157,29.15,26.0,22.85
164,31.61,25.0,19.41
165,1.32,0.0,-2.65
168,19.4,36.0,32.35
174,19.27,31.0,24.67
175,13.25,32.0,24.77
178,19.09,23.0,14.35
181,20.94,28.0,26.13
187,24.66,29.0,29.29
191,14.07,10.0,13.79
194,16.02,24.0,25.43
195,24.55,19.0,24.48
197,7.4,22.0,19.84
198,21.09,27.0,27.77
200,0.54,0.0,-3.97
201,32.29,26.0,25.41
203,32.83,39.0,36.92
204,31.58,32.0,27.38
212,20.37,18.0,18.95
213,20.08,24.0,19.41
220,26.68,20.0,5.01
221,2.0,39.0,19.91
229,19.82,22.0,27.99
232,19.84,14.0,25.32
233,16.6,15.0,20.37
238,33.5,28.0,32.31
239,30.72,26.0,26.79
241,29.04,30.0,31.61
243,28.42,40.0,37.67
246,23.42,20.0,26.57
