,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,6.2,4.0,3.72
1,5.8,3.0,3.25
7,5.73,9.0,10.69
11,5.87,13.0,12.16
13,12.01,5.0,6.1
17,3.12,3.0,4.75
18,5.44,6.0,6.84
19,5.66,6.0,6.87
21,5.45,4.0,4.71
22,8.19,4.0,3.12
23,3.37,3.0,2.34
27,5.92,6.0,5.7
30,3.5,5.0,4.54
34,2.43,4.0,3.8
39,7.95,6.0,6.36
41,5.51,4.0,3.83
43,9.06,7.0,6.94
47,8.57,8.0,8.15
50,8.93,8.0,6.87
54,9.64,10.0,9.21
64,10.15,9.0,8.1
67,12.17,12.0,14.03
68,11.69,12.0,12.62
76,11.04,13.0,12.05
78,11.95,12.0,12.05
84,10.78,12.0,12.48
90,8.19,11.0,12.0
93,4.51,3.0,3.06
95,10.65,11.0,9.01
100,12.3,3.0,2.21
102,11.32,16.0,12.85
108,6.74,3.0,3.77
109,32.92,25.0,36.27
110,28.93,27.0,30.25
117,12.53,14.0,9.52
120,11.05,16.0,13.61
123,40.51,40.0,40.55
126,42.49,46.0,46.98
130,25.91,27.0,26.89
134,19.15,29.0,19.03
135,8.44,21.0,15.58
136,7.88,19.0,19.27
139,37.1,37.0,27.16
143,28.76,25.0,27.33
146,45.75,43.0,45.22
148,46.65,49.0,52.62
149,34.4,32.0,45.37
151,44.77,46.0,44.86
152,27.79,38.0,23.98
154,10.62,10.0,10.74
157,5.35,3.0,3.18
158,9.26,12.0,12.82
159,10.55,9.0,10.96
167,15.0,12.0,14.86
168,12.76,13.0,17.94
169,12.13,12.0,13.03
172,3.48,3.0,3.97
181,9.63,15.0,26.62
185,-0.15,3.0,3.17
186,12.49,13.0,11.99
189,10.79,11.0,10.85
191,14.47,11.0,10.94
193,16.59,15.0,16.03
199,3.41,5.0,5.22
205,5.34,3.0,2.2
210,4.7,6.0,4.92
219,5.83,5.0,4.94
220,6.35,4.0,3.49
223,4.88,4.0,3.43
225,4.4,4.0,3.34
230,4.83,6.0,6.39
236,2.93,4.0,3.77
238,14.56,14.0,20.87
245,18.74,12.0,7.75
250,8.94,23.0,21.83
252,22.56,24.0,21.37
254,12.74,4.0,5.09
255,4.35,3.0,2.91
260,29.04,26.0,25.06
261,10.06,11.0,16.71
264,28.9,29.0,28.42
270,21.03,36.0,32.05
279,38.39,41.0,58.26
280,38.35,62.0,57.36
281,40.94,60.0,62.98
282,23.6,3.0,5.17
285,37.9,32.0,41.84
286,44.69,34.0,47.28
287,42.09,34.0,45.99
290,20.81,3.0,7.28
295,58.44,92.0,61.68
296,43.03,43.0,33.32
297,36.49,45.0,35.6
298,46.91,63.0,53.0
299,42.19,60.0,44.5
300,43.0,63.0,54.31
302,47.08,57.0,47.38
307,54.55,62.0,55.63
309,39.29,63.0,57.82
313,41.58,68.0,56.49
315,52.59,76.0,52.3
317,45.72,52.0,54.97
321,51.57,62.0,55.2
322,56.56,66.0,58.29
324,40.51,49.0,48.6
326,58.07,67.0,65.86
327,58.63,66.0,64.59
328,46.4,43.0,38.6
331,35.16,36.0,32.02
339,36.77,36.0,29.91
343,45.87,59.0,54.5
344,30.81,57.0,47.86
348,26.04,4.0,7.87
352,11.43,3.0,4.78
356,49.22,16.0,30.37
358,22.76,12.0,14.63
360,10.33,3.0,6.14
361,17.83,7.0,12.32
369,6.18,3.0,3.33
373,13.65,11.0,11.99
375,7.14,9.0,12.22
378,14.89,16.0,12.82
380,8.47,10.0,13.62
385,6.45,7.0,5.8
386,5.26,11.0,11.36
387,8.32,12.0,12.17
390,2.8,3.0,2.39
393,2.88,3.0,2.57
394,4.68,5.0,4.52
395,9.24,5.0,5.4
396,3.74,3.0,3.37
399,3.7,3.0,3.24
402,5.79,6.0,6.65
403,7.37,3.0,3.79
404,4.58,4.0,4.09
417,6.06,3.0,2.63
418,4.05,3.0,2.59
419,10.61,8.0,7.16
422,9.47,9.0,10.87
423,6.33,9.0,7.18
426,8.23,9.0,9.48
431,9.8,4.0,3.75
435,13.68,17.0,17.39
436,16.27,14.0,14.07
440,16.54,18.0,17.46
441,14.26,15.0,16.58
443,12.86,13.0,11.05
448,12.9,10.0,10.99
452,11.18,8.0,11.32
455,12.63,13.0,13.03
459,7.96,14.0,11.49
462,14.51,16.0,14.29
463,17.05,18.0,29.05
471,9.45,11.0,12.48
472,9.27,9.0,8.71
473,5.8,4.0,4.39
475,21.3,18.0,21.69
487,21.95,30.0,32.35
488,19.91,6.0,5.38
490,41.03,29.0,43.56
493,45.42,30.0,46.7
495,28.42,39.0,41.25
498,48.47,49.0,50.04
500,44.88,47.0,47.13
502,37.66,31.0,33.38
505,45.04,45.0,46.59
508,30.6,34.0,28.52
510,38.0,44.0,41.34
513,44.9,46.0,45.23
516,34.0,37.0,28.37
518,24.75,35.0,23.02
520,40.95,44.0,40.15
521,44.27,51.0,45.48
522,28.45,39.0,42.44
527,41.39,39.0,37.72
530,15.04,21.0,21.57
537,7.27,11.0,14.86
538,6.78,7.0,6.41
540,16.95,11.0,11.27
546,8.91,9.0,10.48
547,10.88,10.0,12.45
553,12.04,11.0,8.94
557,3.68,3.0,2.16
560,14.95,10.0,13.84
567,5.27,3.0,2.26
569,5.53,4.0,4.05
572,3.16,3.0,3.39
575,5.96,5.0,5.64
576,3.58,6.0,5.69
579,3.09,3.0,3.3
580,6.06,5.0,5.16
589,11.01,9.0,9.97
595,6.31,5.0,5.43
598,12.58,5.0,4.59
601,4.14,3.0,2.85
603,10.33,6.0,5.8
605,2.41,9.0,7.78
607,2.11,4.0,2.64
609,18.18,14.0,16.49
612,20.16,23.0,22.13
628,8.02,4.0,6.67
638,12.24,4.0,2.14
640,-3.05,3.0,-0.61
643,20.63,36.0,31.27
645,31.87,35.0,32.13
653,22.72,32.0,26.73
657,32.1,37.0,30.5
663,14.14,3.0,4.99
668,26.79,30.0,30.08
670,10.61,4.0,7.78
677,11.29,3.0,3.6
678,36.88,33.0,32.96
679,38.42,35.0,34.19
683,11.67,4.0,4.06
684,10.78,6.0,4.7
690,10.71,3.0,3.4
691,4.23,3.0,2.63
692,12.99,19.0,17.75
696,22.25,29.0,26.03
698,11.26,3.0,6.91
701,32.87,32.0,26.38
708,21.49,17.0,18.43
710,19.17,18.0,15.71
712,6.79,3.0,4.2
714,15.08,17.0,15.71
727,7.92,6.0,3.85
728,8.19,5.0,1.86
729,7.91,6.0,5.65
737,16.85,7.0,8.24
738,15.13,12.0,13.14
739,17.11,24.0,19.89
741,19.73,14.0,13.07
742,8.06,7.0,10.26
747,5.29,4.0,3.91
760,2.08,3.0,2.78
764,4.25,3.0,3.41
770,3.71,10.0,10.52
772,4.51,5.0,4.94
773,6.42,3.0,2.82
776,8.44,13.0,11.54
777,4.39,9.0,10.62
779,10.21,14.0,12.68
780,8.3,11.0,12.81
788,7.67,15.0,16.02
790,7.97,10.0,9.35
798,8.76,4.0,4.3
801,6.1,6.0,5.68
810,15.97,12.0,16.89
814,8.57,7.0,6.68
816,16.21,14.0,14.41
817,17.73,14.0,19.05
818,13.29,15.0,13.79
819,7.87,4.0,4.43
820,8.22,3.0,3.27
824,10.23,12.0,11.31
825,9.48,11.0,11.87
826,8.89,8.0,9.47
831,10.12,10.0,9.33
839,13.33,17.0,13.97
848,13.58,3.0,3.24
855,34.24,33.0,30.01
857,46.76,46.0,44.82
859,46.4,47.0,44.49
860,45.38,49.0,45.34
869,38.55,32.0,32.72
870,39.58,43.0,43.68
871,37.88,38.0,40.4
873,37.81,36.0,36.73
877,29.15,35.0,35.49
880,39.92,41.0,43.82
885,34.69,37.0,25.59
888,39.97,39.0,36.98
889,29.27,30.0,28.82
895,17.76,30.0,32.23
900,17.62,27.0,20.87
903,14.33,22.0,10.77
905,26.97,29.0,24.09
908,19.83,28.0,22.57
909,19.37,31.0,21.75
912,31.59,33.0,34.35
913,28.63,31.0,22.64
914,19.32,30.0,16.79
924,16.53,3.0,2.43
928,4.15,5.0,5.52
929,4.62,3.0,2.9
933,4.35,6.0,5.99
935,6.63,5.0,5.46
940,5.51,4.0,3.58
942,4.1,4.0,3.75
947,4.31,3.0,2.35
950,5.2,3.0,2.94
953,2.0,3.0,3.25
954,19.77,0.0,4.16
960,3.04,3.0,2.72
967,4.09,4.0,4.58
