,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
2,4.61,5.0,5.21
3,3.9,3.0,2.83
4,7.73,5.0,4.61
5,13.81,8.0,9.26
6,10.83,12.0,13.08
8,14.24,19.0,18.65
9,5.91,4.0,3.73
10,3.57,3.0,3.76
12,5.61,7.0,7.42
14,15.1,15.0,14.3
15,7.31,9.0,10.01
16,4.75,8.0,8.43
20,5.31,4.0,3.77
24,3.22,4.0,3.93
25,7.89,5.0,5.8
26,4.53,4.0,3.64
28,2.3,3.0,3.02
29,3.66,3.0,2.64
31,3.57,3.0,3.28
32,3.51,3.0,2.92
33,2.24,3.0,2.75
35,5.93,6.0,5.27
36,5.2,4.0,4.02
37,3.84,3.0,2.67
38,2.74,3.0,2.91
40,5.72,4.0,3.57
42,3.99,3.0,2.86
44,4.37,3.0,3.0
45,3.17,3.0,3.36
46,10.95,8.0,8.0
48,6.75,6.0,5.99
49,6.32,4.0,4.25
51,3.3,3.0,2.78
52,3.47,4.0,3.98
53,9.04,8.0,7.94
55,9.89,9.0,8.51
56,6.1,7.0,6.96
57,9.47,10.0,9.42
58,3.11,3.0,3.25
59,3.27,3.0,2.44
60,8.32,10.0,9.4
61,8.42,9.0,8.76
62,10.35,10.0,9.59
63,10.6,11.0,11.58
65,2.8,3.0,3.08
66,4.0,3.0,2.89
69,13.4,13.0,13.05
70,12.93,17.0,16.05
71,12.71,13.0,13.81
72,5.25,3.0,3.47
73,3.26,3.0,3.31
74,12.13,14.0,14.29
75,12.9,13.0,13.16
77,10.06,11.0,12.07
79,3.95,4.0,4.23
80,5.7,4.0,4.28
81,11.78,12.0,12.04
82,11.72,10.0,10.98
83,10.95,12.0,12.08
85,11.19,12.0,11.86
86,4.68,3.0,2.64
87,3.76,3.0,2.99
88,13.29,15.0,13.48
89,10.64,12.0,10.83
91,9.71,9.0,9.34
92,9.2,8.0,7.82
94,3.08,4.0,3.81
96,11.23,12.0,12.04
97,14.69,13.0,12.76
98,11.39,12.0,11.31
99,11.36,11.0,12.39
101,5.43,7.0,5.98
103,14.6,14.0,14.07
104,15.56,14.0,14.01
105,13.28,15.0,15.24
106,19.74,18.0,17.88
107,6.05,7.0,6.75
111,22.59,24.0,26.09
112,3.24,3.0,2.4
113,3.02,3.0,1.81
114,17.15,10.0,10.29
115,11.4,11.0,13.98
116,25.41,20.0,20.06
118,19.07,21.0,20.43
119,20.06,22.0,21.38
121,6.98,7.0,7.59
122,17.67,3.0,2.79
124,40.67,42.0,42.76
125,44.77,46.0,45.86
127,45.94,46.0,45.03
128,26.86,24.0,24.14
129,25.35,26.0,26.5
131,47.41,60.0,55.78
132,44.6,44.0,46.04
133,33.03,35.0,34.96
137,18.82,23.0,21.14
138,22.45,23.0,22.67
140,38.89,39.0,38.78
141,38.54,41.0,39.67
142,21.15,24.0,23.35
144,40.37,40.0,40.08
145,39.56,42.0,41.54
147,48.42,59.0,53.62
