,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,6.42,4.0,3.91
1,4.9,3.0,3.5
2,6.09,5.0,5.03
3,3.07,3.0,3.03
4,8.77,5.0,5.27
6,11.97,12.0,13.5
7,8.45,9.0,10.11
8,15.0,19.0,18.1
10,3.19,3.0,3.4
11,9.53,13.0,13.02
12,6.06,7.0,7.25
14,16.05,15.0,14.16
15,7.82,9.0,9.43
16,6.52,8.0,7.37
17,3.75,3.0,3.39
22,6.57,4.0,3.98
23,3.12,3.0,3.0
24,4.0,4.0,4.3
25,6.22,5.0,4.81
26,4.1,4.0,4.07
27,4.52,6.0,5.55
30,4.37,5.0,4.8
31,3.93,3.0,3.08
32,4.47,3.0,2.93
33,2.36,3.0,2.84
34,2.95,4.0,3.77
35,6.14,6.0,5.76
37,4.14,3.0,2.79
38,3.38,3.0,2.92
39,7.67,6.0,5.9
40,4.39,4.0,4.48
41,4.99,4.0,4.11
42,3.88,3.0,3.31
43,8.83,7.0,7.46
44,3.65,3.0,2.97
45,2.36,3.0,3.28
46,9.25,8.0,7.66
47,7.64,8.0,8.21
49,6.14,4.0,4.43
50,8.69,8.0,7.8
51,3.95,3.0,2.79
53,9.91,8.0,7.93
54,9.26,10.0,10.01
56,6.16,7.0,7.26
57,9.4,10.0,9.05
58,4.24,3.0,2.69
59,2.69,3.0,2.27
60,8.63,10.0,9.49
61,8.99,9.0,10.07
62,10.13,10.0,9.9
65,3.12,3.0,3.34
67,12.42,12.0,12.21
68,13.11,12.0,12.32
69,13.77,13.0,13.51
70,14.52,17.0,15.94
71,12.76,13.0,14.08
73,3.9,3.0,2.87
74,13.12,14.0,14.92
75,12.9,13.0,13.62
76,12.33,13.0,12.53
77,10.64,11.0,12.09
78,10.68,12.0,11.47
79,3.9,4.0,4.08
81,11.21,12.0,11.27
82,11.72,10.0,10.94
83,12.22,12.0,13.08
85,10.16,12.0,12.38
87,2.66,3.0,2.61
89,12.53,12.0,11.03
90,9.8,11.0,11.03
91,10.23,9.0,8.98
92,10.0,8.0,7.96
93,6.79,3.0,3.43
95,10.78,11.0,10.0
97,13.85,13.0,12.76
98,12.99,12.0,11.72
99,10.84,11.0,14.14
100,6.84,3.0,2.19
