,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
5,20.47,8.0,10.9
9,8.28,4.0,2.14
13,12.4,5.0,5.38
18,5.6,6.0,5.13
19,5.26,6.0,6.37
20,6.37,4.0,3.25
21,3.19,4.0,4.26
28,5.39,3.0,2.27
29,4.48,3.0,2.14
36,4.67,4.0,3.7
48,5.45,6.0,7.22
52,3.94,4.0,4.54
55,10.02,9.0,9.77
63,9.35,11.0,10.52
64,11.96,9.0,8.6
66,3.12,3.0,3.13
72,7.01,3.0,2.83
80,4.87,4.0,3.36
84,12.53,12.0,13.82
86,4.79,3.0,3.14
88,13.9,15.0,13.16
94,5.38,4.0,4.05
96,13.18,12.0,20.66
106,18.98,18.0,24.68
110,21.16,27.0,24.74
112,8.73,3.0,3.7
117,14.67,14.0,12.08
122,34.4,3.0,3.45
129,32.21,26.0,29.06
130,30.86,27.0,31.46
137,14.08,23.0,17.95
138,21.1,23.0,28.67
139,36.57,37.0,31.38
143,29.5,25.0,31.93
147,42.15,59.0,41.35
154,11.69,10.0,12.33
155,12.91,11.0,14.56
156,11.91,3.0,2.79
158,12.8,12.0,15.78
159,10.97,9.0,9.91
163,18.39,3.0,2.84
165,26.45,15.0,24.31
168,14.53,13.0,18.26
169,14.39,12.0,13.5
170,15.12,4.0,2.81
177,6.25,3.0,2.75
183,9.46,8.0,10.03
184,2.87,4.0,3.76
185,0.76,3.0,3.15
187,14.19,9.0,13.22
189,11.72,11.0,12.13
192,3.87,6.0,4.14
194,10.23,8.0,9.57
197,10.8,12.0,15.02
198,5.99,7.0,8.35
202,4.01,6.0,6.34
205,3.55,3.0,2.85
207,4.5,4.0,3.55
208,4.92,3.0,0.86
209,4.04,3.0,2.44
210,4.44,6.0,4.79
213,3.36,3.0,2.33
222,5.55,3.0,2.44
228,6.86,5.0,4.66
235,5.71,6.0,6.8
238,14.8,14.0,21.69
241,8.09,4.0,3.83
242,22.99,14.0,16.0
244,8.36,7.0,9.11
245,20.43,12.0,9.8
246,22.71,14.0,14.95
250,14.84,23.0,23.46
255,4.48,3.0,3.85
257,29.05,31.0,27.91
261,6.45,11.0,14.55
266,27.62,36.0,32.07
267,26.43,40.0,31.99
269,3.29,3.0,4.36
273,18.22,3.0,1.23
280,45.95,62.0,61.43
285,40.06,32.0,51.46
286,45.17,34.0,49.47
289,29.39,14.0,25.69
290,21.08,3.0,1.03
292,54.69,36.0,47.52
294,54.83,73.0,63.59
296,35.37,43.0,31.35
297,27.01,45.0,34.0
300,46.62,63.0,58.53
302,53.75,57.0,52.63
304,35.29,39.0,30.14
305,56.38,67.0,58.92
306,51.97,67.0,61.4
309,44.04,63.0,58.9
310,38.82,43.0,36.75
311,37.23,45.0,39.38
313,46.3,68.0,57.91
314,59.73,64.0,62.04
324,36.34,49.0,61.39
326,63.92,67.0,65.95
336,45.87,41.0,23.51
338,38.45,36.0,26.88
342,42.59,50.0,47.69
343,42.12,59.0,54.83
347,19.6,20.0,19.42
351,44.61,33.0,58.22
352,14.29,3.0,7.16
353,30.9,4.0,8.4
355,40.52,25.0,57.09
357,35.3,17.0,23.73
358,20.19,12.0,15.72
365,12.61,16.0,15.57
378,14.49,16.0,13.95
379,14.46,16.0,14.48
382,4.53,10.0,8.08
383,3.02,7.0,4.87
385,7.15,7.0,5.43
387,9.91,12.0,13.66
388,13.62,12.0,12.66
389,4.88,10.0,11.05
391,8.29,8.0,7.89
393,3.93,3.0,3.18
396,4.13,3.0,3.44
397,4.39,3.0,3.27
399,4.61,3.0,2.9
400,2.65,3.0,3.33
401,5.99,4.0,4.85
409,9.52,10.0,10.16
411,2.87,3.0,3.01
412,7.78,7.0,6.67
413,7.07,6.0,6.1
414,7.75,4.0,4.33
415,6.9,3.0,3.13
416,5.82,3.0,3.31
419,10.9,8.0,8.78
423,8.38,9.0,7.97
426,8.74,9.0,8.91
431,9.35,4.0,3.22
436,15.38,14.0,13.92
443,11.85,13.0,9.99
444,9.18,10.0,9.76
451,12.37,20.0,19.64
461,16.9,13.0,20.87
463,14.77,18.0,20.76
464,15.81,12.0,9.51
469,14.25,11.0,10.44
471,9.64,11.0,11.23
472,10.93,9.0,7.95
473,4.98,4.0,3.95
477,18.47,16.0,18.28
485,12.35,13.0,12.77
486,11.28,15.0,12.84
488,24.43,6.0,6.87
489,39.54,41.0,39.44
490,41.53,29.0,44.43
491,42.58,48.0,42.78
502,36.81,31.0,36.29
504,45.61,46.0,42.12
505,43.45,45.0,40.71
507,44.65,51.0,40.57
512,41.74,45.0,40.32
513,41.97,46.0,37.58
517,35.74,44.0,39.87
523,28.35,31.0,31.23
532,25.45,31.0,25.8
537,8.34,11.0,18.98
538,8.36,7.0,6.81
542,9.55,9.0,9.94
549,12.45,11.0,12.21
552,16.11,12.0,21.56
559,12.89,11.0,13.71
561,11.29,10.0,13.21
562,4.81,6.0,5.6
564,8.63,3.0,2.76
565,4.66,3.0,3.12
567,5.97,3.0,2.63
569,5.56,4.0,4.1
571,5.96,6.0,6.5
572,2.08,3.0,3.67
573,7.43,6.0,5.92
576,4.25,6.0,5.51
579,5.03,3.0,2.91
584,5.43,8.0,12.98
585,4.54,5.0,5.77
587,4.96,9.0,10.77
589,11.31,9.0,10.12
595,6.55,5.0,4.89
602,6.7,3.0,2.93
603,8.27,6.0,5.46
606,6.39,3.0,3.87
609,19.81,14.0,16.36
611,25.12,19.0,20.95
614,8.88,4.0,4.67
617,18.88,22.0,25.7
620,6.96,4.0,4.4
621,7.76,3.0,3.58
624,24.33,26.0,26.31
630,22.87,27.0,22.06
637,19.31,3.0,3.83
638,16.68,4.0,2.56
642,-3.53,3.0,0.13
644,26.79,33.0,28.5
648,7.56,21.0,24.96
649,1.7,3.0,3.86
651,30.11,38.0,31.36
653,24.98,32.0,26.35
654,29.85,33.0,26.11
655,9.67,10.0,6.65
658,36.05,35.0,34.13
659,40.1,37.0,37.24
660,38.5,36.0,36.33
668,34.34,30.0,29.57
673,28.41,25.0,30.31
677,8.36,3.0,2.82
682,28.33,33.0,32.43
684,6.6,6.0,4.51
685,16.44,16.0,20.84
687,28.83,27.0,25.83
688,33.56,32.0,33.51
689,34.07,30.0,31.43
690,10.9,3.0,3.97
697,12.27,3.0,-0.68
709,26.26,23.0,23.77
710,17.5,18.0,16.88
711,8.07,4.0,3.08
713,11.12,19.0,16.7
720,13.57,14.0,16.86
724,5.86,8.0,7.52
725,5.5,4.0,3.56
729,4.74,6.0,4.62
731,21.52,18.0,23.43
737,20.97,7.0,8.8
741,16.54,14.0,8.68
743,2.43,3.0,3.39
744,4.76,6.0,5.51
758,4.12,3.0,2.58
759,4.84,3.0,2.79
760,5.38,3.0,2.97
769,9.1,3.0,3.3
770,3.41,10.0,8.76
775,10.3,6.0,6.06
780,6.83,11.0,13.67
782,9.36,10.0,10.52
785,5.04,7.0,8.66
786,19.81,20.0,19.74
787,11.1,14.0,13.34
805,6.48,3.0,3.2
806,5.98,3.0,2.19
809,13.62,10.0,11.1
812,7.29,32.0,20.25
813,4.14,21.0,12.42
820,3.72,3.0,3.26
826,7.31,8.0,7.05
828,8.33,13.0,11.1
831,10.07,10.0,8.92
832,10.46,8.0,7.66
834,5.53,3.0,3.21
837,14.0,13.0,13.36
840,10.85,6.0,6.34
843,13.35,12.0,12.79
848,12.79,3.0,1.89
853,46.75,42.0,43.29
858,44.21,49.0,42.06
859,43.91,47.0,40.15
861,37.08,34.0,37.74
865,42.24,45.0,44.95
867,39.06,44.0,34.74
870,41.59,43.0,40.05
871,39.66,38.0,39.64
872,37.53,40.0,36.57
873,33.78,36.0,30.89
889,31.86,30.0,30.47
890,31.25,30.0,30.68
894,30.9,36.0,32.58
899,31.39,37.0,31.77
904,10.16,24.0,27.54
906,31.24,32.0,26.82
908,22.0,28.0,21.94
915,21.68,32.0,24.87
917,17.99,10.0,20.7
922,8.68,11.0,11.49
927,4.18,10.0,11.85
932,4.43,3.0,3.25
937,2.83,4.0,4.67
941,3.23,3.0,2.62
942,3.55,4.0,4.26
943,3.93,6.0,6.14
953,3.71,3.0,3.19
956,3.37,3.0,3.46
957,4.07,3.0,2.61
965,18.12,8.0,7.05
968,4.67,3.0,2.99
975,27.22,23.0,24.9
978,20.9,20.0,22.72
979,28.28,29.0,29.28
981,10.32,3.0,3.13
985,18.74,13.0,13.29
986,25.7,19.0,23.81
993,18.3,26.0,21.91
994,9.99,27.0,25.32
999,21.17,0.0,6.69
1000,21.17,22.0,24.34
1001,11.6,12.0,12.2
1004,20.49,3.0,2.62
1007,19.96,3.0,-1.06
1012,24.36,30.0,25.98
1013,21.33,23.0,22.73
1014,24.08,20.0,20.98
1019,25.51,29.0,24.63
1020,28.01,31.0,29.47
1021,28.21,32.0,28.04
1027,31.56,33.0,30.02
1032,36.41,35.0,37.44
1033,25.0,24.0,19.18
1034,18.09,23.0,21.85
1043,11.19,22.0,26.41
1045,35.15,34.0,35.51
1046,7.8,3.0,4.73
1047,30.31,28.0,32.28
1050,5.58,11.0,18.93
1053,26.06,18.0,23.07
1060,21.23,22.0,23.59
1064,16.36,10.0,6.69
1066,25.01,29.0,26.78
1069,24.9,25.0,24.02
1077,14.67,15.0,17.82
1080,23.5,25.0,28.43
1081,23.78,30.0,27.57
1091,7.64,10.0,7.3
