,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,5.88,4.0,3.72
1,4.95,3.0,3.35
2,3.69,5.0,5.1
4,8.96,5.0,4.76
5,14.13,8.0,9.07
7,7.02,9.0,9.15
10,3.61,3.0,4.17
11,8.19,13.0,12.18
12,5.34,7.0,6.74
14,16.49,15.0,14.92
15,6.69,9.0,9.22
16,6.66,8.0,8.72
19,6.32,6.0,6.33
20,4.37,4.0,4.43
21,3.81,4.0,5.54
22,6.1,4.0,3.89
23,5.19,3.0,2.81
25,6.86,5.0,6.43
26,4.19,4.0,3.92
29,4.57,3.0,3.04
31,3.18,3.0,3.31
32,3.4,3.0,2.71
33,3.04,3.0,2.62
34,2.69,4.0,4.02
35,4.72,6.0,5.86
37,4.15,3.0,2.34
38,3.96,3.0,2.93
39,6.98,6.0,5.45
40,4.24,4.0,4.14
41,4.73,4.0,4.03
44,3.08,3.0,2.39
45,4.16,3.0,3.21
46,9.91,8.0,8.12
49,5.7,4.0,4.44
50,9.17,8.0,7.77
52,2.5,4.0,3.93
53,8.87,8.0,7.75
54,9.5,10.0,8.84
56,6.79,7.0,6.9
57,9.68,10.0,8.08
58,2.86,3.0,3.17
59,1.23,3.0,3.13
61,8.87,9.0,9.34
62,10.62,10.0,9.48
64,9.39,9.0,8.51
65,3.43,3.0,2.91
67,10.65,12.0,12.61
68,13.24,12.0,11.92
69,12.84,13.0,12.9
70,14.24,17.0,16.29
71,13.39,13.0,13.8
72,4.61,3.0,3.26
73,3.76,3.0,2.52
75,13.6,13.0,11.9
77,9.86,11.0,10.8
78,11.22,12.0,11.74
79,4.29,4.0,3.97
80,3.29,4.0,3.56
81,11.09,12.0,10.77
82,10.64,10.0,10.47
83,12.62,12.0,12.98
84,11.37,12.0,12.2
85,12.64,12.0,11.86
88,12.91,15.0,13.19
89,10.89,12.0,11.66
90,9.35,11.0,11.27
92,9.54,8.0,7.99
94,3.38,4.0,4.11
95,10.86,11.0,10.28
97,13.71,13.0,12.74
99,12.02,11.0,11.18
101,7.15,7.0,6.17
102,14.69,16.0,15.76
103,13.76,14.0,12.24
104,14.55,14.0,14.67
105,14.03,15.0,14.91
106,19.7,18.0,18.01
108,7.55,3.0,2.62
110,28.83,27.0,25.88
113,6.66,3.0,2.08
115,7.99,11.0,13.27
116,19.77,20.0,20.35
117,13.84,14.0,14.32
119,20.21,22.0,21.84
120,14.5,16.0,15.63
122,14.29,3.0,3.33
123,41.07,40.0,40.23
124,42.8,42.0,42.72
125,44.66,46.0,45.66
126,43.4,46.0,44.81
127,45.56,46.0,45.04
128,24.38,24.0,23.92
129,24.86,26.0,27.54
130,25.81,27.0,27.82
131,49.27,60.0,54.64
132,45.27,44.0,46.21
134,21.08,29.0,23.12
138,20.83,23.0,23.12
139,38.02,37.0,33.77
140,36.95,39.0,39.08
141,40.12,41.0,40.23
143,23.26,25.0,28.11
147,48.89,59.0,50.79
149,32.17,32.0,34.27
150,23.09,24.0,24.93
153,18.1,27.0,23.81
154,10.24,10.0,10.45
156,3.82,3.0,3.25
157,6.17,3.0,2.78
159,9.53,9.0,8.22
160,9.46,9.0,8.23
162,15.58,13.0,15.02
165,20.11,15.0,17.27
166,16.55,12.0,13.22
167,14.91,12.0,12.76
168,13.72,13.0,14.6
170,9.96,4.0,4.22
172,2.56,3.0,2.58
173,13.39,13.0,14.04
174,17.14,13.0,15.15
175,11.87,4.0,3.76
176,19.39,13.0,15.34
178,2.76,3.0,2.89
180,12.74,14.0,20.42
181,11.83,15.0,19.19
182,15.52,14.0,16.41
183,9.34,8.0,7.68
186,12.24,13.0,12.61
187,11.73,9.0,10.86
188,11.6,13.0,11.79
189,10.18,11.0,11.4
191,15.05,11.0,12.72
192,10.01,6.0,5.69
194,8.17,8.0,8.05
195,5.94,7.0,7.14
198,6.87,7.0,6.96
199,4.38,5.0,4.99
200,4.49,4.0,4.25
201,4.58,3.0,3.0
202,4.94,6.0,6.92
204,4.27,3.0,2.76
207,2.89,4.0,3.78
208,3.81,3.0,2.25
