,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,80.16,3.49
2,inf,inf
3,inf,inf
4,inf,inf
5,inf,inf
7,inf,inf
9,21.63,22.74
11,0.85,18.72
12,63.35,66.67
14,3.2,8.4
15,23.7,11.72
17,24.73,11.52
18,inf,inf
19,inf,inf
20,55.32,27.82
22,71.58,61.5
23,inf,inf
24,inf,inf
25,inf,inf
26,inf,inf
27,81.79,9.72
28,inf,inf
29,inf,inf
30,inf,inf
31,9.77,5.62
32,47.22,61.73
34,11.0,8.81
36,10.54,6.77
37,9.07,6.38
38,40.98,17.78
40,20.43,28.02
43,35.96,14.51
45,inf,inf
46,inf,inf
47,inf,inf
48,86.16,6.14
50,inf,inf
51,inf,inf
52,inf,inf
54,57.12,34.13
56,inf,inf
57,18.04,11.37
58,60.2,44.04
60,34.81,22.36
61,7.47,17.02
62,38.74,24.06
63,11.85,17.87
65,14.62,24.4
66,inf,inf
68,12.12,64.92
71,inf,inf
72,inf,inf
73,inf,inf
75,67.52,22.29
76,inf,inf
78,inf,inf
79,5.15,51.6
80,13.41,30.51
81,30.75,9.54
84,36.5,49.14
85,29.81,34.7
86,13.07,9.96
87,62.48,16.16
88,0.02,4.51
89,60.4,69.56
91,21.54,32.47
92,inf,inf
93,inf,inf
96,inf,inf
97,inf,inf
98,inf,inf
100,inf,inf
101,78.74,3.55
103,inf,inf
106,21.91,17.46
108,12.18,15.25
109,25.86,7.61
111,11.11,2.07
112,14.72,21.41
114,inf,inf
115,7.18,125.47
116,inf,inf
118,inf,inf
119,inf,inf
120,inf,inf
121,94.76,14.11
122,inf,inf
123,inf,inf
124,inf,inf
126,inf,inf
128,inf,inf
129,inf,inf
130,inf,inf
131,inf,inf
135,inf,inf
136,inf,inf
138,69.56,17.23
139,inf,inf
140,inf,inf
142,inf,inf
144,84.81,2.56
145,inf,inf
146,inf,inf
147,inf,inf
148,inf,inf
149,inf,inf
150,68.53,1.42
151,34.98,114.29
152,8.81,38.59
153,24.61,23.92
154,13.42,12.17
155,21.28,25.42
156,28.53,11.97
157,37.81,34.44
160,4.75,0.26
163,46.13,14.65
165,inf,inf
166,inf,inf
167,inf,inf
169,inf,inf
170,inf,inf
171,inf,inf
173,inf,inf
174,67.91,39.69
175,82.48,59.64
176,15.47,20.29
178,3.41,8.21
179,18.85,9.49
180,10.72,1.46
181,4.32,6.96
182,13.18,7.21
183,3.88,2.43
185,15.11,16.27
186,13.59,8.38
187,6.1,16.47
188,inf,inf
189,53.38,24.13
192,inf,inf
193,inf,inf
194,84.41,9.3
196,inf,inf
199,34.4,69.28
201,14.76,12.56
203,16.04,8.05
204,5.79,4.57
205,15.42,17.15
206,5.0,6.7
207,41.91,38.94
210,5.68,17.46
212,17.02,1.78
213,52.53,4.6
214,inf,inf
216,inf,inf
217,inf,inf
218,90.77,7.12
219,inf,inf
221,inf,inf
222,inf,inf
223,82.28,28.11
224,6.3,4.18
225,7.59,16.2
227,4.49,2.09
229,9.99,0.17
231,10.95,15.76
232,14.84,12.99
233,21.98,13.8
234,19.87,25.31
235,42.96,21.46
236,7.38,70.04
237,77.52,36.06
238,inf,inf
239,inf,inf
240,inf,inf
241,inf,inf
243,87.1,8.73
244,inf,inf
245,inf,inf
247,22.42,1.27
250,9.19,3.29
252,0.81,1.96
253,8.54,5.14
254,10.17,7.81
255,19.14,12.65
257,11.02,4.98
258,inf,inf
260,31.14,57.94
261,inf,inf
262,inf,inf
263,inf,inf
264,inf,inf
266,77.71,13.4
267,inf,inf
269,inf,inf
270,inf,inf
271,39.27,83.69
272,inf,inf
273,3.93,6.89
274,16.71,26.9
275,6.43,16.26
276,23.35,6.85
277,30.61,26.02
278,24.15,10.16
279,52.94,52.36
282,26.11,81.73
287,inf,inf
288,inf,inf
289,inf,inf
290,87.64,16.13
291,inf,inf
293,inf,inf
294,inf,inf
295,inf,inf
297,34.51,18.4
298,15.45,16.32
299,13.7,10.06
301,10.03,2.08
302,30.22,8.92
303,1.0,17.68
304,38.96,23.13
305,66.35,107.82
307,inf,inf
308,inf,inf
309,inf,inf
310,inf,inf
311,inf,inf
312,47.25,3.11
313,inf,inf
314,inf,inf
315,inf,inf
316,inf,inf
318,68.74,15.14
319,inf,inf
320,inf,inf
322,35.99,23.73
323,4.47,6.19
324,9.93,3.44
325,42.99,44.32
329,2.66,1.86
330,24.65,2.88
331,21.86,15.31
332,inf,inf
334,66.89,24.14
335,inf,inf
337,inf,inf
339,inf,inf
340,86.99,0.12
342,inf,inf
