ì˙éû,åé,ì˙,ójì˙,äOãCâ∑ìx,é∫äOã@â^ì]éûä‘,ìdóÕè¡îÔó ,ó‚ñ[î\óÕ
2022-07-01 08:00:00,7,1,4,34,16,2.0,5.5
2022-07-01 09:00:00,7,1,4,36,60,9.1,23.9
2022-07-01 10:00:00,7,1,4,37,60,6.5,17.1
2022-07-01 11:00:00,7,1,4,38,60,6.9,17.9
2022-07-01 12:00:00,7,1,4,39,60,6.1,16.8
2022-07-01 13:00:00,7,1,4,38,60,7.3,17.2
2022-07-01 14:00:00,7,1,4,38,50,5.3,12.9
2022-07-01 15:00:00,7,1,4,37,60,5.4,16.1
2022-07-01 16:00:00,7,1,4,35,47,4.1,11.9
2022-07-01 17:00:00,7,1,4,34,51,4.7,14.4
2022-07-02 08:00:00,7,2,5,32,54,3.9,14.6
2022-07-02 09:00:00,7,2,5,35,60,5.5,18.3
2022-07-02 10:00:00,7,2,5,36,60,5.6,17.5
2022-07-02 11:00:00,7,2,5,35,60,5.6,19.8
2022-07-02 12:00:00,7,2,5,37,57,5.3,15.7
2022-07-02 13:00:00,7,2,5,37,54,5.2,15.2
2022-07-02 14:00:00,7,2,5,36,53,5.4,15.7
2022-07-02 15:00:00,7,2,5,34,55,2.4,7.0
2022-07-02 16:00:00,7,2,5,34,42,2.1,6.5
2022-07-02 17:00:00,7,2,5,33,56,4.7,13.4
2022-07-02 18:00:00,7,2,5,33,1,0.1,0.1
2022-07-03 11:00:00,7,3,6,35,30,2.8,9.5
2022-07-03 12:00:00,7,3,6,33,5,0.4,1.5
2022-07-04 09:00:00,7,4,0,29,58,6.4,23.5
2022-07-04 10:00:00,7,4,0,29,60,4.5,19.4
2022-07-04 11:00:00,7,4,0,29,60,4.1,15.5
2022-07-04 12:00:00,7,4,0,29,60,4.8,18.1
2022-07-04 13:00:00,7,4,0,32,60,3.7,16.1
2022-07-04 14:00:00,7,4,0,31,51,3.8,12.9
2022-07-04 15:00:00,7,4,0,31,59,4.0,16.3
2022-07-04 16:00:00,7,4,0,31,60,5.9,20.5
2022-07-04 17:00:00,7,4,0,30,60,5.1,18.6
2022-07-05 08:00:00,7,5,1,31,26,2.0,8.9
2022-07-05 09:00:00,7,5,1,33,60,7.9,26.2
2022-07-05 10:00:00,7,5,1,33,60,5.8,21.3
2022-07-05 11:00:00,7,5,1,33,60,6.3,22.4
2022-07-05 12:00:00,7,5,1,33,60,4.6,20.4
2022-07-05 13:00:00,7,5,1,29,60,5.7,22.7
2022-07-05 14:00:00,7,5,1,29,60,4.9,18.7
2022-07-05 15:00:00,7,5,1,28,60,2.1,9.0
2022-07-05 16:00:00,7,5,1,29,60,1.9,8.8
2022-07-05 17:00:00,7,5,1,29,60,3.0,11.5
2022-07-06 07:00:00,7,6,2,29,55,2.7,12.4
2022-07-06 08:00:00,7,6,2,30,60,3.7,14.0
2022-07-06 09:00:00,7,6,2,32,60,2.2,10.7
2022-07-06 10:00:00,7,6,2,32,60,3.4,14.8
2022-07-06 11:00:00,7,6,2,33,60,4.4,15.5
2022-07-06 12:00:00,7,6,2,32,60,4.4,14.9
2022-07-06 13:00:00,7,6,2,32,60,3.1,12.5
2022-07-06 14:00:00,7,6,2,29,60,3.6,14.5
2022-07-06 15:00:00,7,6,2,32,60,3.2,12.3
2022-07-06 16:00:00,7,6,2,30,60,2.3,10.2
2022-07-06 17:00:00,7,6,2,30,55,3.1,11.5
2022-07-07 07:00:00,7,7,3,29,46,2.0,9.7
2022-07-07 08:00:00,7,7,3,29,60,2.1,9.9
2022-07-07 09:00:00,7,7,3,28,48,2.7,9.8
2022-07-07 10:00:00,7,7,3,30,60,2.4,11.9
2022-07-07 11:00:00,7,7,3,30,60,3.5,14.1
2022-07-07 12:00:00,7,7,3,31,51,2.1,8.1
2022-07-07 13:00:00,7,7,3,32,60,2.9,13.0
2022-07-07 14:00:00,7,7,3,31,42,2.9,9.5
2022-07-07 15:00:00,7,7,3,32,60,2.8,10.1
2022-07-07 16:00:00,7,7,3,30,40,3.0,9.2
2022-07-07 17:00:00,7,7,3,32,49,1.6,7.4
2022-07-08 07:00:00,7,8,4,28,31,2.0,9.4
2022-07-08 08:00:00,7,8,4,31,60,3.3,12.0
2022-07-08 09:00:00,7,8,4,30,60,2.5,12.3
2022-07-08 10:00:00,7,8,4,31,60,2.8,12.8
2022-07-08 11:00:00,7,8,4,31,60,3.6,12.4
2022-07-08 12:00:00,7,8,4,33,60,3.0,13.0
2022-07-08 13:00:00,7,8,4,32,60,4.1,13.6
2022-07-08 14:00:00,7,8,4,33,60,3.0,10.8
2022-07-08 15:00:00,7,8,4,33,60,3.7,11.7
2022-07-08 16:00:00,7,8,4,32,60,2.6,11.3
2022-07-08 17:00:00,7,8,4,31,60,2.1,9.5
2022-07-09 09:00:00,7,9,5,32,41,3.3,12.7
2022-07-09 10:00:00,7,9,5,33,60,4.1,18.3
2022-07-09 11:00:00,7,9,5,32,60,5.7,21.1
2022-07-09 12:00:00,7,9,5,33,60,5.8,21.9
2022-07-09 13:00:00,7,9,5,33,60,5.9,21.3
2022-07-09 14:00:00,7,9,5,33,60,6.1,21.3
2022-07-09 15:00:00,7,9,5,31,60,3.2,12.3
2022-07-09 16:00:00,7,9,5,31,60,2.7,11.1
2022-07-09 17:00:00,7,9,5,30,60,2.6,10.1
2022-07-11 07:00:00,7,11,0,31,60,6.0,23.1
2022-07-11 08:00:00,7,11,0,32,60,8.6,29.2
2022-07-11 09:00:00,7,11,0,32,60,9.1,30.1
2022-07-11 10:00:00,7,11,0,34,60,9.5,30.5
2022-07-11 11:00:00,7,11,0,35,60,9.0,27.6
2022-07-11 12:00:00,7,11,0,36,60,9.6,29.7
2022-07-11 13:00:00,7,11,0,36,60,9.6,29.4
2022-07-11 14:00:00,7,11,0,35,60,5.8,18.7
2022-07-11 15:00:00,7,11,0,35,60,6.4,19.1
2022-07-11 16:00:00,7,11,0,34,60,6.1,20.2
2022-07-11 17:00:00,7,11,0,32,60,4.3,16.9
2022-07-12 07:00:00,7,12,1,29,29,3.4,11.5
2022-07-12 08:00:00,7,12,1,29,60,8.2,29.5
2022-07-12 09:00:00,7,12,1,30,60,4.9,19.8
2022-07-12 10:00:00,7,12,1,32,60,4.2,17.1
2022-07-12 11:00:00,7,12,1,31,60,5.0,17.6
2022-07-12 12:00:00,7,12,1,30,60,4.9,19.3
2022-07-12 13:00:00,7,12,1,31,60,3.7,16.3
2022-07-12 14:00:00,7,12,1,29,60,4.4,15.7
2022-07-12 15:00:00,7,12,1,30,60,3.6,16.1
2022-07-12 16:00:00,7,12,1,28,60,4.2,16.0
2022-07-12 17:00:00,7,12,1,30,60,2.8,13.9
2022-07-13 07:00:00,7,13,2,24,10,0.4,2.3
2022-07-13 08:00:00,7,13,2,26,60,4.9,22.5
2022-07-13 09:00:00,7,13,2,25,60,4.2,19.4
2022-07-13 10:00:00,7,13,2,29,60,2.9,15.7
2022-07-13 11:00:00,7,13,2,28,60,3.0,12.2
2022-07-13 12:00:00,7,13,2,26,60,2.3,11.0
2022-07-13 13:00:00,7,13,2,29,60,2.6,13.1
2022-07-13 14:00:00,7,13,2,28,60,3.4,12.9
2022-07-13 15:00:00,7,13,2,28,60,2.4,11.6
2022-07-13 16:00:00,7,13,2,28,60,3.1,11.7
2022-07-13 17:00:00,7,13,2,29,60,2.2,10.5
2022-07-14 07:00:00,7,14,3,26,56,2.0,10.5
2022-07-14 08:00:00,7,14,3,28,60,3.0,11.8
2022-07-14 09:00:00,7,14,3,28,60,2.6,12.5
2022-07-14 10:00:00,7,14,3,29,60,3.2,15.4
2022-07-14 11:00:00,7,14,3,30,60,2.9,11.4
2022-07-14 12:00:00,7,14,3,29,60,2.3,11.5
2022-07-14 13:00:00,7,14,3,28,60,3.0,11.8
2022-07-14 14:00:00,7,14,3,28,60,2.8,14.0
2022-07-14 15:00:00,7,14,3,27,60,2.2,11.0
2022-07-14 16:00:00,7,14,3,25,60,2.7,9.0
2022-07-14 17:00:00,7,14,3,26,60,2.6,13.6
2022-07-15 08:00:00,7,15,4,27,24,1.5,7.8
2022-07-15 09:00:00,7,15,4,24,60,3.3,13.2
2022-07-15 10:00:00,7,15,4,27,60,3.3,16.3
2022-07-15 11:00:00,7,15,4,27,60,3.1,10.9
2022-07-15 12:00:00,7,15,4,27,60,2.3,12.0
2022-07-15 13:00:00,7,15,4,29,60,3.2,12.5
2022-07-15 14:00:00,7,15,4,27,60,2.4,10.0
2022-07-15 15:00:00,7,15,4,25,60,1.7,8.8
2022-07-15 16:00:00,7,15,4,26,60,2.1,9.9
2022-07-15 17:00:00,7,15,4,25,60,2.7,10.0
2022-07-16 08:00:00,7,16,5,24,60,2.0,11.0
2022-07-16 09:00:00,7,16,5,27,60,3.4,14.6
2022-07-16 10:00:00,7,16,5,28,60,2.0,9.4
2022-07-16 11:00:00,7,16,5,28,60,1.9,9.0
2022-07-16 12:00:00,7,16,5,28,60,2.3,10.8
2022-07-16 13:00:00,7,16,5,26,42,2.5,8.4
2022-07-16 14:00:00,7,16,5,25,51,1.0,3.8
2022-07-16 15:00:00,7,16,5,25,60,1.2,5.0
2022-07-16 16:00:00,7,16,5,26,43,0.9,3.4
