ì˙éû,åé,ì˙,ójì˙,äOãCâ∑ìx,é∫äOã@â^ì]éûä‘,ìdóÕè¡îÔó ,ó‚ñ[î\óÕ
2022-07-01 08:00:00,7,1,4,34,55,1.4,3.4
2022-07-01 09:00:00,7,1,4,35,60,1.7,3.6
2022-07-01 10:00:00,7,1,4,36,53,1.5,2.7
2022-07-01 11:00:00,7,1,4,36,29,0.7,0.9
2022-07-01 12:00:00,7,1,4,37,47,1.4,2.4
2022-07-01 13:00:00,7,1,4,37,60,1.8,3.6
2022-07-01 14:00:00,7,1,4,37,52,1.5,2.9
2022-07-01 15:00:00,7,1,4,36,42,1.1,2.0
2022-07-01 16:00:00,7,1,4,35,60,1.7,3.7
2022-07-01 17:00:00,7,1,4,34,54,1.4,2.9
2022-07-03 09:00:00,7,3,6,32,9,0.2,0.5
2022-07-04 08:00:00,7,4,0,28,56,1.2,3.6
2022-07-04 09:00:00,7,4,0,28,60,1.3,4.0
2022-07-04 10:00:00,7,4,0,29,60,1.3,3.9
2022-07-04 11:00:00,7,4,0,29,38,0.8,1.8
2022-07-04 12:00:00,7,4,0,28,18,0.3,0.2
2022-07-04 13:00:00,7,4,0,29,20,0.4,0.2
2022-07-04 14:00:00,7,4,0,31,42,1.0,2.3
2022-07-04 15:00:00,7,4,0,32,60,1.4,3.8
2022-07-04 16:00:00,7,4,0,31,60,1.4,3.7
2022-07-04 17:00:00,7,4,0,30,20,0.4,0.3
2022-07-05 08:00:00,7,5,1,33,56,1.3,3.2
2022-07-05 09:00:00,7,5,1,33,60,1.4,3.7
2022-07-05 10:00:00,7,5,1,33,21,0.4,0.4
2022-07-05 11:00:00,7,5,1,31,21,0.4,0.3
2022-07-05 12:00:00,7,5,1,31,19,0.4,0.5
2022-07-05 13:00:00,7,5,1,28,23,0.4,0.3
2022-07-05 14:00:00,7,5,1,30,60,1.3,3.8
2022-07-05 15:00:00,7,5,1,29,60,1.2,3.8
2022-07-05 16:00:00,7,5,1,29,32,0.7,1.7
2022-07-05 17:00:00,7,5,1,28,38,0.8,1.6
2022-07-06 08:00:00,7,6,2,30,56,1.2,3.4
2022-07-06 10:00:00,7,6,2,34,55,1.3,3.1
2022-07-06 12:00:00,7,6,2,33,55,1.3,3.1
2022-07-06 14:00:00,7,6,2,32,56,1.2,3.2
2022-07-06 16:00:00,7,6,2,32,55,1.3,3.2
2022-07-07 08:00:00,7,7,3,30,56,1.2,3.3
2022-07-07 09:00:00,7,7,3,29,37,0.8,2.0
2022-07-07 10:00:00,7,7,3,28,16,0.3,0.5
2022-07-07 11:00:00,7,7,3,27,11,0.2,0.1
2022-07-07 12:00:00,7,7,3,31,38,0.8,1.8
2022-07-07 13:00:00,7,7,3,32,60,1.4,3.6
2022-07-07 14:00:00,7,7,3,32,20,0.4,0.7
2022-07-07 15:00:00,7,7,3,31,45,1.0,2.1
2022-07-07 16:00:00,7,7,3,31,60,1.3,3.6
2022-07-07 17:00:00,7,7,3,32,22,0.5,0.7
2022-07-08 08:00:00,7,8,4,31,56,1.2,3.4
2022-07-08 10:00:00,7,8,4,32,56,1.3,3.1
2022-07-08 12:00:00,7,8,4,33,56,1.3,3.1
2022-07-08 14:00:00,7,8,4,34,56,1.3,3.1
2022-07-08 16:00:00,7,8,4,32,56,1.3,3.1
2022-07-11 08:00:00,7,11,0,32,56,1.2,3.4
2022-07-11 10:00:00,7,11,0,32,21,0.4,0.3
2022-07-11 12:00:00,7,11,0,33,56,1.3,3.3
2022-07-11 14:00:00,7,11,0,35,56,1.4,3.2
2022-07-11 16:00:00,7,11,0,33,56,1.3,3.3
2022-07-12 08:00:00,7,12,1,31,56,1.2,3.2
2022-07-12 09:00:00,7,12,1,30,60,1.3,3.8
2022-07-12 10:00:00,7,12,1,30,52,1.1,2.8
2022-07-12 11:00:00,7,12,1,29,60,1.3,3.8
2022-07-12 12:00:00,7,12,1,30,49,1.0,2.7
2022-07-12 13:00:00,7,12,1,30,60,1.3,3.8
2022-07-12 14:00:00,7,12,1,30,53,1.1,3.2
2022-07-12 15:00:00,7,12,1,31,59,1.3,3.5
2022-07-12 16:00:00,7,12,1,28,60,1.3,3.9
2022-07-12 17:00:00,7,12,1,29,52,1.1,2.8
2022-07-13 08:00:00,7,13,2,25,56,1.1,3.3
2022-07-13 10:00:00,7,13,2,27,34,0.7,1.7
2022-07-13 12:00:00,7,13,2,26,52,1.0,2.8
2022-07-13 14:00:00,7,13,2,28,38,0.7,1.6
2022-07-13 16:00:00,7,13,2,27,25,0.4,0.8
2022-07-14 08:00:00,7,14,3,25,7,0.1,0.3
2022-07-14 09:00:00,7,14,3,26,11,0.2,0.2
2022-07-14 10:00:00,7,14,3,26,13,0.2,0.1
2022-07-14 11:00:00,7,14,3,30,57,1.2,3.1
2022-07-14 12:00:00,7,14,3,28,48,1.0,2.9
2022-07-14 13:00:00,7,14,3,24,6,0.1,0.1
2022-07-15 12:00:00,7,15,4,24,12,0.2,0.2
2022-07-15 14:00:00,7,15,4,25,12,0.2,0.1
2022-07-18 08:00:00,7,18,0,31,49,1.0,2.8
2022-07-18 10:00:00,7,18,0,30,13,0.3,0.3
2022-07-18 12:00:00,7,18,0,34,55,1.3,3.1
2022-07-18 14:00:00,7,18,0,34,55,1.4,3.1
2022-07-18 16:00:00,7,18,0,33,55,1.3,3.0
2022-07-19 08:00:00,7,19,1,32,55,1.3,3.3
2022-07-19 09:00:00,7,19,1,31,60,1.4,3.8
2022-07-19 10:00:00,7,19,1,32,49,1.1,2.8
2022-07-19 11:00:00,7,19,1,31,26,0.5,0.9
2022-07-19 12:00:00,7,19,1,32,60,1.4,3.7
2022-07-19 13:00:00,7,19,1,31,60,1.3,3.8
2022-07-19 14:00:00,7,19,1,30,41,0.9,2.3
2022-07-19 15:00:00,7,19,1,29,47,1.0,2.9
2022-07-19 16:00:00,7,19,1,29,60,1.2,3.9
2022-07-19 17:00:00,7,19,1,31,60,1.3,3.8
2022-07-20 08:00:00,7,20,2,34,51,1.2,2.6
2022-07-20 10:00:00,7,20,2,35,15,0.3,0.3
2022-07-20 12:00:00,7,20,2,35,55,1.3,3.0
2022-07-20 14:00:00,7,20,2,35,18,0.4,0.3
2022-07-20 16:00:00,7,20,2,34,55,1.3,2.9
2022-07-21 08:00:00,7,21,3,34,56,1.3,3.3
2022-07-21 09:00:00,7,21,3,33,60,1.4,3.6
2022-07-21 10:00:00,7,21,3,31,18,0.2,0.3
2022-07-21 11:00:00,7,21,3,33,35,0.7,1.4
2022-07-21 12:00:00,7,21,3,32,42,0.8,2.0
2022-07-21 13:00:00,7,21,3,33,35,0.7,1.7
2022-07-21 14:00:00,7,21,3,26,49,0.9,2.4
2022-07-21 15:00:00,7,21,3,33,46,1.0,2.2
2022-07-21 16:00:00,7,21,3,32,60,1.4,3.7
2022-07-21 17:00:00,7,21,3,32,60,1.3,3.7
2022-07-22 08:00:00,7,22,4,31,56,1.3,3.5
2022-07-22 10:00:00,7,22,4,32,47,1.0,2.4
2022-07-22 12:00:00,7,22,4,33,46,1.0,2.2
2022-07-22 14:00:00,7,22,4,34,48,1.1,2.6
2022-07-22 16:00:00,7,22,4,33,48,1.1,2.4
2022-07-25 08:00:00,7,25,0,34,56,1.3,3.3
2022-07-25 10:00:00,7,25,0,35,56,1.4,3.1
2022-07-25 12:00:00,7,25,0,34,56,1.4,3.4
2022-07-25 14:00:00,7,25,0,34,56,1.4,3.4
2022-07-25 16:00:00,7,25,0,32,56,1.4,3.4
2022-07-26 08:00:00,7,26,1,28,56,1.1,3.3
2022-07-26 09:00:00,7,26,1,28,60,1.3,3.9
2022-07-26 10:00:00,7,26,1,28,53,1.1,3.0
2022-07-26 11:00:00,7,26,1,28,60,1.3,3.9
2022-07-26 12:00:00,7,26,1,27,60,1.3,3.8
2022-07-26 13:00:00,7,26,1,30,50,1.1,2.9
2022-07-26 14:00:00,7,26,1,31,60,1.3,3.9
2022-07-26 15:00:00,7,26,1,31,60,1.4,3.8
2022-07-26 16:00:00,7,26,1,30,53,1.1,3.1
2022-07-26 17:00:00,7,26,1,31,60,1.3,3.7
2022-07-27 08:00:00,7,27,2,33,56,1.3,3.1
2022-07-27 10:00:00,7,27,2,34,49,1.1,2.4
2022-07-27 12:00:00,7,27,2,34,49,1.1,2.5
2022-07-27 14:00:00,7,27,2,34,49,1.1,2.4
2022-07-27 16:00:00,7,27,2,33,49,1.1,2.5
2022-07-28 08:00:00,7,28,3,33,56,1.2,3.3
2022-07-28 09:00:00,7,28,3,33,60,1.4,3.8
2022-07-28 10:00:00,7,28,3,33,60,1.4,3.7
2022-07-28 11:00:00,7,28,3,33,45,1.0,1.9
2022-07-28 12:00:00,7,28,3,34,60,1.6,3.7
2022-07-28 13:00:00,7,28,3,34,60,1.6,3.7
2022-07-28 14:00:00,7,28,3,35,60,1.6,3.6
2022-07-28 15:00:00,7,28,3,34,53,1.3,2.8
2022-07-28 16:00:00,7,28,3,34,60,1.5,3.7
2022-07-28 17:00:00,7,28,3,32,60,1.4,3.7
2022-07-29 08:00:00,7,29,4,33,56,1.3,3.5
2022-07-29 10:00:00,7,29,4,35,47,1.1,2.2
2022-07-29 12:00:00,7,29,4,36,50,1.3,2.6
2022-07-29 14:00:00,7,29,4,36,56,1.5,3.3
2022-07-29 16:00:00,7,29,4,34,56,1.4,3.2
2022-08-01 08:00:00,8,1,0,36,55,1.4,3.7
2022-08-01 10:00:00,8,1,0,36,55,1.5,3.6
2022-08-01 12:00:00,8,1,0,38,55,1.6,3.5
2022-08-01 14:00:00,8,1,0,36,55,1.6,3.7
2022-08-01 16:00:00,8,1,0,36,55,1.5,3.6
2022-08-02 08:00:00,8,2,1,34,55,1.4,3.4
2022-08-02 09:00:00,8,2,1,36,60,1.7,4.0
2022-08-02 10:00:00,8,2,1,37,60,1.8,4.1
2022-08-02 11:00:00,8,2,1,37,60,1.8,4.2
2022-08-02 12:00:00,8,2,1,37,60,1.8,4.2
2022-08-02 13:00:00,8,2,1,37,60,1.9,4.2
2022-08-02 14:00:00,8,2,1,37,60,1.8,4.3
2022-08-02 15:00:00,8,2,1,37,60,1.8,4.2
2022-08-02 16:00:00,8,2,1,37,60,1.9,4.3
2022-08-02 17:00:00,8,2,1,36,60,1.7,3.9
2022-08-03 08:00:00,8,3,2,35,55,1.3,3.6
2022-08-03 10:00:00,8,3,2,37,55,1.5,3.4
2022-08-03 12:00:00,8,3,2,39,55,1.6,3.5
2022-08-03 14:00:00,8,3,2,37,55,1.5,3.8
2022-08-03 16:00:00,8,3,2,36,55,1.5,3.7
2022-08-04 08:00:00,8,4,3,29,55,1.2,3.4
2022-08-04 09:00:00,8,4,3,29,57,1.2,3.6
2022-08-04 10:00:00,8,4,3,27,20,0.3,0.4
2022-08-04 11:00:00,8,4,3,28,60,1.3,3.8
2022-08-04 12:00:00,8,4,3,28,52,1.1,3.3
2022-08-04 13:00:00,8,4,3,29,57,1.2,3.3
2022-08-04 14:00:00,8,4,3,29,56,1.2,3.4
2022-08-04 15:00:00,8,4,3,27,57,1.1,3.4
2022-08-04 16:00:00,8,4,3,27,60,1.2,3.9
2022-08-04 17:00:00,8,4,3,26,47,0.9,2.5
2022-08-05 08:00:00,8,5,4,28,55,1.1,3.3
2022-08-05 10:00:00,8,5,4,29,48,1.0,2.4
2022-08-05 12:00:00,8,5,4,28,17,0.2,0.3
2022-08-05 14:00:00,8,5,4,30,55,1.2,3.0
2022-08-05 16:00:00,8,5,4,29,47,1.0,2.5
2022-08-08 08:00:00,8,8,0,34,56,1.3,3.5
2022-08-08 10:00:00,8,8,0,35,55,1.3,3.4
2022-08-08 12:00:00,8,8,0,35,55,1.5,3.3
2022-08-08 13:00:00,8,8,0,34,7,0.2,0.4
2022-08-08 14:00:00,8,8,0,34,30,0.7,1.1
2022-08-08 16:00:00,8,8,0,34,55,1.4,3.4
2022-08-09 08:00:00,8,9,1,35,56,1.3,3.3
2022-08-09 09:00:00,8,9,1,35,60,1.5,3.7
2022-08-09 10:00:00,8,9,1,36,60,1.6,3.7
2022-08-09 11:00:00,8,9,1,36,60,1.7,3.8
2022-08-09 12:00:00,8,9,1,36,60,1.7,3.6
2022-08-09 13:00:00,8,9,1,35,54,1.5,3.0
2022-08-09 14:00:00,8,9,1,36,60,1.7,3.7
2022-08-09 15:00:00,8,9,1,35,60,1.7,3.8
2022-08-09 16:00:00,8,9,1,35,60,1.6,3.8
2022-08-09 17:00:00,8,9,1,34,60,1.5,3.7
2022-08-10 08:00:00,8,10,2,35,56,1.3,3.2
2022-08-10 10:00:00,8,10,2,35,48,1.2,2.5
2022-08-10 12:00:00,8,10,2,36,49,1.3,2.5
2022-08-10 14:00:00,8,10,2,35,49,1.3,2.6
2022-08-10 16:00:00,8,10,2,34,55,1.4,3.4
2022-08-11 08:00:00,8,11,3,34,55,1.3,3.3
2022-08-11 09:00:00,8,11,3,34,60,1.4,3.7
2022-08-11 10:00:00,8,11,3,34,60,1.4,3.7
2022-08-11 11:00:00,8,11,3,34,54,1.4,2.9
2022-08-11 12:00:00,8,11,3,35,60,1.6,3.7
2022-08-11 13:00:00,8,11,3,35,60,1.6,3.7
2022-08-11 14:00:00,8,11,3,34,60,1.5,3.7
2022-08-11 15:00:00,8,11,3,32,51,1.3,3.0
2022-08-11 16:00:00,8,11,3,32,60,1.4,3.6
2022-08-11 17:00:00,8,11,3,32,60,1.3,3.7
