ì˙éû,åé,ì˙,ójì˙,äOãCâ∑ìx,é∫äOã@â^ì]éûä‘,ìdóÕè¡îÔó ,ó‚ñ[î\óÕ
2022-07-01 07:00:00,7,1,4,32,34,2.3,7.0
2022-07-01 08:00:00,7,1,4,32,30,1.8,5.5
2022-07-01 09:00:00,7,1,4,33,42,2.5,7.1
2022-07-01 10:00:00,7,1,4,35,43,2.1,5.9
2022-07-01 11:00:00,7,1,4,36,40,2.8,7.4
2022-07-01 12:00:00,7,1,4,37,47,3.0,7.5
2022-07-01 13:00:00,7,1,4,38,44,3.1,8.0
2022-07-01 14:00:00,7,1,4,37,40,3.1,8.1
2022-07-01 15:00:00,7,1,4,38,47,5.1,13.0
2022-07-01 16:00:00,7,1,4,33,41,3.2,9.0
2022-07-01 17:00:00,7,1,4,32,35,1.9,6.2
2022-07-01 18:00:00,7,1,4,32,35,4.1,11.1
2022-07-01 19:00:00,7,1,4,32,60,8.5,22.1
2022-07-01 20:00:00,7,1,4,29,19,1.4,4.5
2022-07-01 21:00:00,7,1,4,30,54,7.2,18.8
2022-07-02 08:00:00,7,2,5,32,6,0.2,0.8
2022-07-02 09:00:00,7,2,5,34,60,3.5,14.5
2022-07-02 10:00:00,7,2,5,36,60,5.9,18.5
2022-07-02 11:00:00,7,2,5,37,60,6.1,18.4
2022-07-02 12:00:00,7,2,5,37,60,6.2,18.2
2022-07-02 13:00:00,7,2,5,37,60,6.2,18.2
2022-07-02 14:00:00,7,2,5,37,60,6.1,18.1
2022-07-02 15:00:00,7,2,5,35,60,5.9,18.0
2022-07-02 16:00:00,7,2,5,35,60,5.7,17.3
2022-07-02 17:00:00,7,2,5,33,60,6.0,17.8
2022-07-02 18:00:00,7,2,5,31,16,0.7,2.8
2022-07-02 19:00:00,7,2,5,31,60,3.6,13.3
2022-07-03 08:00:00,7,3,6,32,2,0.1,0.2
2022-07-03 09:00:00,7,3,6,32,42,3.4,10.1
2022-07-03 10:00:00,7,3,6,32,47,2.5,8.1
2022-07-03 11:00:00,7,3,6,34,35,1.6,5.2
2022-07-03 12:00:00,7,3,6,33,37,1.6,5.1
2022-07-03 13:00:00,7,3,6,32,28,1.2,3.7
2022-07-03 14:00:00,7,3,6,32,27,0.9,2.8
2022-07-03 15:00:00,7,3,6,32,23,0.8,2.6
2022-07-03 16:00:00,7,3,6,30,16,0.5,1.6
2022-07-03 17:00:00,7,3,6,29,27,0.7,2.9
2022-07-04 07:00:00,7,4,0,27,33,2.2,8.6
2022-07-04 08:00:00,7,4,0,26,60,2.0,9.0
2022-07-04 09:00:00,7,4,0,25,60,1.2,5.4
2022-07-04 10:00:00,7,4,0,27,40,1.3,6.2
2022-07-04 11:00:00,7,4,0,28,47,1.4,5.9
2022-07-04 12:00:00,7,4,0,27,38,1.3,5.2
2022-07-04 13:00:00,7,4,0,29,41,1.5,5.3
2022-07-04 14:00:00,7,4,0,29,41,1.5,5.5
2022-07-04 15:00:00,7,4,0,30,36,1.5,5.4
2022-07-04 16:00:00,7,4,0,29,29,1.0,3.6
2022-07-04 17:00:00,7,4,0,29,53,1.6,6.0
2022-07-05 07:00:00,7,5,1,27,16,0.6,2.5
2022-07-05 09:00:00,7,5,1,30,33,1.0,4.4
2022-07-05 10:00:00,7,5,1,31,60,2.1,8.8
2022-07-05 11:00:00,7,5,1,31,60,2.1,7.8
2022-07-05 12:00:00,7,5,1,31,60,2.0,8.5
2022-07-05 13:00:00,7,5,1,28,49,1.6,7.2
2022-07-05 14:00:00,7,5,1,28,56,1.6,7.3
2022-07-05 15:00:00,7,5,1,27,60,1.8,8.7
2022-07-05 16:00:00,7,5,1,26,51,1.3,5.7
2022-07-05 17:00:00,7,5,1,25,40,1.1,5.3
2022-07-05 18:00:00,7,5,1,26,51,2.1,8.5
2022-07-05 19:00:00,7,5,1,26,60,3.1,12.0
2022-07-05 20:00:00,7,5,1,25,42,2.3,9.1
2022-07-05 21:00:00,7,5,1,25,60,3.3,13.9
2022-07-06 08:00:00,7,6,2,27,6,0.1,0.7
2022-07-06 09:00:00,7,6,2,29,60,1.8,8.5
2022-07-06 10:00:00,7,6,2,30,53,1.7,7.6
2022-07-06 11:00:00,7,6,2,31,52,1.7,7.3
2022-07-06 12:00:00,7,6,2,32,60,2.1,8.7
2022-07-06 13:00:00,7,6,2,29,45,1.6,6.1
2022-07-06 14:00:00,7,6,2,28,43,1.4,5.3
2022-07-06 15:00:00,7,6,2,29,45,1.4,6.5
2022-07-06 16:00:00,7,6,2,29,51,1.5,6.0
2022-07-06 17:00:00,7,6,2,28,37,1.1,5.0
2022-07-06 18:00:00,7,6,2,28,55,3.0,12.4
2022-07-06 19:00:00,7,6,2,27,60,3.7,14.6
2022-07-06 20:00:00,7,6,2,25,47,2.2,9.0
2022-07-06 21:00:00,7,6,2,25,60,2.9,11.9
2022-07-06 22:00:00,7,6,2,23,30,0.7,3.4
2022-07-06 23:00:00,7,6,2,23,37,1.0,5.0
2022-07-07 07:00:00,7,7,3,25,5,0.1,0.5
2022-07-07 08:00:00,7,7,3,25,30,0.8,3.7
2022-07-07 09:00:00,7,7,3,26,35,0.9,4.1
2022-07-07 10:00:00,7,7,3,26,15,0.3,1.2
2022-07-07 11:00:00,7,7,3,28,46,1.5,6.1
2022-07-07 12:00:00,7,7,3,29,48,2.3,9.5
2022-07-07 13:00:00,7,7,3,30,60,3.0,11.7
2022-07-07 14:00:00,7,7,3,30,60,2.8,10.5
2022-07-07 15:00:00,7,7,3,30,15,0.5,1.7
2022-07-07 16:00:00,7,7,3,29,45,1.3,5.1
2022-07-07 17:00:00,7,7,3,28,49,1.6,7.4
2022-07-07 18:00:00,7,7,3,25,21,0.5,2.2
2022-07-07 19:00:00,7,7,3,25,60,1.6,7.3
2022-07-07 20:00:00,7,7,3,25,56,1.6,7.7
2022-07-07 21:00:00,7,7,3,24,60,2.0,10.8
2022-07-07 23:00:00,7,7,3,24,39,1.0,5.3
2022-07-08 00:00:00,7,8,4,24,42,2.0,9.3
2022-07-08 08:00:00,7,8,4,26,4,0.1,0.4
2022-07-08 12:00:00,7,8,4,29,3,0.1,0.3
2022-07-08 13:00:00,7,8,4,31,60,3.5,14.2
2022-07-08 14:00:00,7,8,4,30,4,0.2,1.0
2022-07-08 16:00:00,7,8,4,29,16,0.5,2.0
2022-07-08 17:00:00,7,8,4,28,7,0.2,0.4
2022-07-08 18:00:00,7,8,4,26,27,0.8,3.8
2022-07-08 19:00:00,7,8,4,26,57,1.6,7.8
2022-07-09 08:00:00,7,9,5,27,12,0.4,2.0
2022-07-09 09:00:00,7,9,5,29,60,4.0,15.5
2022-07-09 10:00:00,7,9,5,31,60,3.1,11.2
2022-07-09 11:00:00,7,9,5,32,60,3.9,12.5
2022-07-09 12:00:00,7,9,5,32,60,3.4,11.2
2022-07-09 13:00:00,7,9,5,33,60,2.9,10.8
2022-07-09 14:00:00,7,9,5,32,60,3.5,11.5
2022-07-09 15:00:00,7,9,5,31,60,3.5,11.5
2022-07-09 16:00:00,7,9,5,29,60,2.0,7.6
2022-07-09 17:00:00,7,9,5,28,60,2.2,8.4
2022-07-09 18:00:00,7,9,5,26,20,0.6,3.0
2022-07-09 19:00:00,7,9,5,26,60,2.0,10.7
2022-07-09 21:00:00,7,9,5,27,29,1.7,6.4
2022-07-10 09:00:00,7,10,6,30,59,3.8,13.8
2022-07-10 10:00:00,7,10,6,30,11,0.7,2.3
2022-07-10 12:00:00,7,10,6,32,42,1.4,4.7
2022-07-10 13:00:00,7,10,6,31,24,0.7,2.6
2022-07-10 14:00:00,7,10,6,32,14,0.4,1.5
2022-07-10 15:00:00,7,10,6,32,44,1.5,5.5
2022-07-10 16:00:00,7,10,6,31,60,1.8,6.8
2022-07-10 17:00:00,7,10,6,30,11,0.3,1.2
2022-07-10 22:00:00,7,10,6,27,16,0.8,3.1
2022-07-11 07:00:00,7,11,0,28,17,0.5,2.5
2022-07-11 08:00:00,7,11,0,28,15,0.4,1.6
2022-07-11 09:00:00,7,11,0,30,24,0.7,2.7
2022-07-11 10:00:00,7,11,0,31,33,1.1,3.8
2022-07-11 11:00:00,7,11,0,33,36,1.4,4.6
2022-07-11 12:00:00,7,11,0,32,27,0.9,3.1
2022-07-11 13:00:00,7,11,0,35,49,2.8,9.8
2022-07-11 14:00:00,7,11,0,35,60,3.2,10.6
2022-07-11 15:00:00,7,11,0,34,60,4.1,13.3
2022-07-11 16:00:00,7,11,0,33,60,3.7,12.7
2022-07-11 17:00:00,7,11,0,31,60,3.1,11.6
2022-07-11 22:00:00,7,11,0,26,7,0.2,0.6
2022-07-11 23:00:00,7,11,0,27,7,0.5,1.8
2022-07-12 09:00:00,7,12,1,28,21,0.6,2.2
2022-07-12 10:00:00,7,12,1,28,47,1.5,6.9
2022-07-12 11:00:00,7,12,1,28,60,2.0,8.2
2022-07-12 12:00:00,7,12,1,28,47,1.8,6.5
2022-07-12 13:00:00,7,12,1,28,47,1.4,5.3
2022-07-12 14:00:00,7,12,1,28,60,1.8,7.2
2022-07-12 15:00:00,7,12,1,28,49,1.4,5.8
2022-07-12 16:00:00,7,12,1,25,59,1.5,6.9
2022-07-12 17:00:00,7,12,1,26,55,1.4,6.2
2022-07-12 19:00:00,7,12,1,27,34,2.0,8.1
2022-07-12 20:00:00,7,12,1,25,28,1.4,5.7
