ì˙éû,åé,ì˙,ójì˙,äOãCâ∑ìx,é∫äOã@â^ì]éûä‘,ìdóÕè¡îÔó ,ó‚ñ[î\óÕ
2022-07-01 08:00:00,7,1,4,36,60,6.3,19.0
2022-07-01 09:00:00,7,1,4,37,60,4.5,13.8
2022-07-01 10:00:00,7,1,4,39,60,5.7,14.8
2022-07-01 11:00:00,7,1,4,40,60,5.4,14.9
2022-07-01 12:00:00,7,1,4,42,60,5.6,15.1
2022-07-01 13:00:00,7,1,4,42,60,7.1,16.9
2022-07-01 14:00:00,7,1,4,40,60,5.4,15.3
2022-07-01 15:00:00,7,1,4,39,60,6.3,18.2
2022-07-01 16:00:00,7,1,4,38,60,5.0,14.7
2022-07-01 17:00:00,7,1,4,36,60,5.5,15.5
2022-07-01 18:00:00,7,1,4,31,53,2.7,7.9
2022-07-01 19:00:00,7,1,4,32,60,3.1,9.0
2022-07-03 06:00:00,7,3,6,33,19,2.1,6.5
2022-07-03 07:00:00,7,3,6,33,60,7.6,21.9
2022-07-03 08:00:00,7,3,6,33,60,5.4,16.3
2022-07-03 09:00:00,7,3,6,33,60,4.2,13.3
2022-07-03 10:00:00,7,3,6,35,48,4.1,10.9
2022-07-03 11:00:00,7,3,6,37,60,5.3,15.2
2022-07-03 12:00:00,7,3,6,37,60,5.3,15.0
2022-07-03 13:00:00,7,3,6,35,60,6.0,16.0
2022-07-03 14:00:00,7,3,6,35,60,4.9,14.0
2022-07-03 15:00:00,7,3,6,34,60,4.8,13.8
2022-07-03 16:00:00,7,3,6,33,60,4.6,14.3
2022-07-03 17:00:00,7,3,6,33,60,5.3,15.1
2022-07-03 18:00:00,7,3,6,32,56,3.8,11.2
2022-07-03 19:00:00,7,3,6,31,60,4.9,14.0
2022-07-04 06:00:00,7,4,0,30,13,0.9,3.6
2022-07-04 07:00:00,7,4,0,30,60,3.5,14.6
2022-07-04 08:00:00,7,4,0,28,52,2.8,10.6
2022-07-04 09:00:00,7,4,0,28,60,2.3,11.1
2022-07-04 10:00:00,7,4,0,30,60,2.4,11.0
2022-07-04 11:00:00,7,4,0,31,60,3.2,12.1
2022-07-04 12:00:00,7,4,0,31,60,2.7,10.2
2022-07-04 13:00:00,7,4,0,32,45,2.9,9.2
2022-07-04 14:00:00,7,4,0,32,39,1.8,7.0
2022-07-04 15:00:00,7,4,0,31,51,2.0,7.3
2022-07-04 16:00:00,7,4,0,31,42,1.6,6.1
2022-07-04 17:00:00,7,4,0,29,55,2.8,9.1
2022-07-05 06:00:00,7,5,1,30,14,0.8,3.6
2022-07-05 07:00:00,7,5,1,29,60,2.4,9.6
2022-07-05 08:00:00,7,5,1,30,48,1.6,6.2
2022-07-05 09:00:00,7,5,1,32,54,2.6,8.7
2022-07-05 10:00:00,7,5,1,33,60,3.1,11.5
2022-07-05 11:00:00,7,5,1,34,60,2.9,10.5
2022-07-05 12:00:00,7,5,1,32,60,3.5,10.9
2022-07-05 13:00:00,7,5,1,31,60,2.7,10.7
2022-07-05 14:00:00,7,5,1,28,52,1.7,6.9
2022-07-05 15:00:00,7,5,1,28,33,1.6,5.3
2022-07-05 16:00:00,7,5,1,29,46,1.2,5.2
2022-07-05 17:00:00,7,5,1,28,33,1.1,5.2
2022-07-05 18:00:00,7,5,1,28,39,1.3,6.1
2022-07-05 19:00:00,7,5,1,25,60,1.4,6.3
2022-07-06 06:00:00,7,6,2,29,13,0.7,3.1
2022-07-06 07:00:00,7,6,2,28,60,4.2,16.1
2022-07-06 08:00:00,7,6,2,29,52,1.2,5.1
2022-07-06 09:00:00,7,6,2,28,39,1.2,4.2
2022-07-06 10:00:00,7,6,2,29,45,2.5,7.8
2022-07-06 11:00:00,7,6,2,32,38,1.4,5.1
2022-07-06 12:00:00,7,6,2,33,51,2.0,6.5
2022-07-06 13:00:00,7,6,2,32,33,1.5,5.7
2022-07-06 14:00:00,7,6,2,30,43,1.5,6.3
2022-07-06 15:00:00,7,6,2,30,42,2.2,7.0
2022-07-06 16:00:00,7,6,2,32,47,1.7,6.0
2022-07-06 17:00:00,7,6,2,29,37,1.2,4.4
2022-07-06 18:00:00,7,6,2,26,50,1.3,6.1
2022-07-06 19:00:00,7,6,2,25,60,1.3,5.9
2022-07-07 06:00:00,7,7,3,26,14,0.5,2.5
2022-07-07 07:00:00,7,7,3,27,60,3.5,12.0
2022-07-07 08:00:00,7,7,3,26,33,0.8,2.8
2022-07-07 09:00:00,7,7,3,28,45,1.1,4.7
2022-07-07 10:00:00,7,7,3,27,35,1.2,5.0
2022-07-07 11:00:00,7,7,3,30,30,1.0,4.2
2022-07-07 12:00:00,7,7,3,31,46,2.4,7.7
2022-07-07 13:00:00,7,7,3,32,60,2.5,9.1
2022-07-07 14:00:00,7,7,3,32,52,2.4,8.2
2022-07-07 15:00:00,7,7,3,31,48,2.2,7.3
2022-07-07 16:00:00,7,7,3,30,29,1.3,4.6
2022-07-07 17:00:00,7,7,3,30,60,1.9,8.2
2022-07-07 18:00:00,7,7,3,28,55,1.6,7.1
2022-07-07 19:00:00,7,7,3,26,60,1.3,5.7
2022-07-08 07:00:00,7,8,4,26,5,0.1,0.5
2022-07-08 08:00:00,7,8,4,27,60,2.1,7.2
2022-07-08 09:00:00,7,8,4,27,60,1.3,4.9
2022-07-08 10:00:00,7,8,4,28,60,1.4,5.5
2022-07-08 11:00:00,7,8,4,28,60,1.6,6.1
2022-07-08 12:00:00,7,8,4,29,60,1.6,5.8
2022-07-08 13:00:00,7,8,4,30,60,2.7,7.7
2022-07-08 14:00:00,7,8,4,31,60,2.1,6.0
2022-07-08 15:00:00,7,8,4,33,60,3.3,11.3
2022-07-08 16:00:00,7,8,4,30,60,2.8,7.6
2022-07-08 17:00:00,7,8,4,28,60,2.2,7.5
2022-07-08 18:00:00,7,8,4,29,57,1.5,6.2
2022-07-08 19:00:00,7,8,4,26,60,1.3,5.6
2022-07-09 06:00:00,7,9,5,25,9,0.2,1.1
2022-07-09 07:00:00,7,9,5,29,60,3.0,12.5
2022-07-09 08:00:00,7,9,5,28,60,2.3,11.0
2022-07-09 09:00:00,7,9,5,30,60,2.7,11.0
2022-07-09 10:00:00,7,9,5,31,60,1.7,5.1
2022-07-09 11:00:00,7,9,5,30,60,1.8,5.6
2022-07-09 12:00:00,7,9,5,31,60,1.8,5.6
2022-07-09 13:00:00,7,9,5,32,60,1.8,5.3
2022-07-09 14:00:00,7,9,5,32,60,2.1,6.3
2022-07-09 15:00:00,7,9,5,31,60,1.9,5.1
2022-07-09 16:00:00,7,9,5,30,60,2.1,6.1
2022-07-09 17:00:00,7,9,5,28,60,1.7,4.6
2022-07-10 06:00:00,7,10,6,30,19,1.3,5.3
2022-07-10 07:00:00,7,10,6,29,60,3.1,11.4
2022-07-10 08:00:00,7,10,6,29,60,2.1,8.9
2022-07-10 09:00:00,7,10,6,29,25,0.6,2.0
