ì˙éû,åé,ì˙,ójì˙,äOãCâ∑ìx,é∫äOã@â^ì]éûä‘,ìdóÕè¡îÔó ,ó‚ñ[î\óÕ
2022-07-01 07:00:00,7,1,4,32,4,0.1,0.1
2022-07-01 08:00:00,7,1,4,34,60,3.2,10.3
2022-07-01 09:00:00,7,1,4,34,60,4.2,10.6
2022-07-01 10:00:00,7,1,4,37,60,4.0,11.1
2022-07-01 11:00:00,7,1,4,38,60,4.5,10.4
2022-07-01 12:00:00,7,1,4,40,60,4.3,10.9
2022-07-01 13:00:00,7,1,4,39,60,6.7,15.6
2022-07-01 14:00:00,7,1,4,38,60,5.9,14.3
2022-07-01 15:00:00,7,1,4,38,60,6.1,14.4
2022-07-01 16:00:00,7,1,4,37,60,5.0,13.5
2022-07-01 17:00:00,7,1,4,34,60,6.3,16.6
2022-07-01 18:00:00,7,1,4,32,60,4.8,12.4
2022-07-01 19:00:00,7,1,4,31,60,3.2,10.4
2022-07-01 20:00:00,7,1,4,29,60,3.0,8.0
2022-07-01 21:00:00,7,1,4,29,26,1.5,3.6
2022-07-02 07:00:00,7,2,5,32,10,0.4,1.1
2022-07-02 08:00:00,7,2,5,34,57,3.6,12.7
2022-07-02 09:00:00,7,2,5,35,60,5.4,19.7
2022-07-02 10:00:00,7,2,5,37,60,6.2,18.9
2022-07-02 11:00:00,7,2,5,37,60,5.9,17.2
2022-07-02 12:00:00,7,2,5,37,60,7.0,20.0
2022-07-02 13:00:00,7,2,5,38,60,7.9,21.7
2022-07-02 14:00:00,7,2,5,35,60,5.2,14.1
2022-07-02 15:00:00,7,2,5,36,60,9.4,25.0
2022-07-02 16:00:00,7,2,5,36,60,8.3,23.1
2022-07-02 17:00:00,7,2,5,33,60,3.9,12.4
2022-07-02 18:00:00,7,2,5,31,54,2.9,8.1
2022-07-02 19:00:00,7,2,5,30,12,0.5,1.5
2022-07-02 20:00:00,7,2,5,30,60,3.5,11.0
2022-07-02 21:00:00,7,2,5,29,32,1.8,4.9
2022-07-03 07:00:00,7,3,6,30,22,1.2,4.0
2022-07-03 08:00:00,7,3,6,32,60,5.7,19.1
2022-07-03 09:00:00,7,3,6,32,60,5.1,19.7
2022-07-03 10:00:00,7,3,6,34,60,5.9,20.0
2022-07-03 11:00:00,7,3,6,36,60,5.5,16.2
2022-07-03 12:00:00,7,3,6,35,60,6.5,18.4
2022-07-03 13:00:00,7,3,6,34,60,4.8,16.0
2022-07-03 14:00:00,7,3,6,34,60,8.7,21.4
2022-07-03 15:00:00,7,3,6,32,60,4.2,15.4
2022-07-03 16:00:00,7,3,6,31,60,5.4,17.1
2022-07-03 17:00:00,7,3,6,31,60,6.0,19.0
2022-07-03 18:00:00,7,3,6,31,60,5.3,15.4
2022-07-03 19:00:00,7,3,6,30,60,3.2,10.9
2022-07-03 20:00:00,7,3,6,28,60,2.3,8.1
2022-07-03 21:00:00,7,3,6,28,19,0.5,2.0
2022-07-04 08:00:00,7,4,0,26,32,1.3,3.8
2022-07-04 09:00:00,7,4,0,25,19,0.5,1.5
2022-07-04 10:00:00,7,4,0,27,10,0.2,0.6
2022-07-04 11:00:00,7,4,0,28,60,2.2,8.8
2022-07-04 12:00:00,7,4,0,29,60,2.1,8.7
2022-07-04 13:00:00,7,4,0,30,60,2.5,8.6
2022-07-04 14:00:00,7,4,0,32,60,2.8,10.5
2022-07-04 15:00:00,7,4,0,30,60,2.7,8.1
2022-07-04 16:00:00,7,4,0,30,60,2.1,7.5
2022-07-04 17:00:00,7,4,0,30,60,3.2,13.1
2022-07-04 18:00:00,7,4,0,30,60,5.0,16.3
2022-07-04 19:00:00,7,4,0,29,45,3.8,12.8
2022-07-04 20:00:00,7,4,0,27,13,0.3,0.9
2022-07-04 21:00:00,7,4,0,27,29,0.8,2.8
2022-07-05 08:00:00,7,5,1,30,34,0.9,3.4
2022-07-05 09:00:00,7,5,1,32,4,0.1,0.2
2022-07-05 10:00:00,7,5,1,33,57,3.2,11.5
2022-07-05 11:00:00,7,5,1,32,42,2.1,5.5
2022-07-05 12:00:00,7,5,1,31,45,1.3,3.3
2022-07-05 13:00:00,7,5,1,30,47,1.4,4.7
2022-07-05 14:00:00,7,5,1,28,26,0.8,2.4
2022-07-05 15:00:00,7,5,1,29,57,2.1,8.6
2022-07-05 16:00:00,7,5,1,26,31,1.5,4.4
2022-07-05 17:00:00,7,5,1,26,60,1.7,7.9
2022-07-05 18:00:00,7,5,1,27,60,2.2,9.6
2022-07-05 19:00:00,7,5,1,24,60,2.2,7.4
2022-07-05 20:00:00,7,5,1,24,60,1.5,6.6
2022-07-05 21:00:00,7,5,1,24,60,1.4,6.3
2022-07-05 22:00:00,7,5,1,24,1,0.1,0.1
2022-07-06 08:00:00,7,6,2,28,60,1.8,7.1
2022-07-06 09:00:00,7,6,2,30,60,2.2,7.7
2022-07-06 10:00:00,7,6,2,33,60,2.9,11.9
2022-07-06 11:00:00,7,6,2,32,60,3.0,10.8
2022-07-06 12:00:00,7,6,2,34,60,3.5,14.0
2022-07-06 13:00:00,7,6,2,30,60,5.3,18.8
2022-07-06 14:00:00,7,6,2,30,60,3.3,12.0
2022-07-06 15:00:00,7,6,2,30,60,2.4,8.6
2022-07-06 16:00:00,7,6,2,30,60,3.4,13.7
2022-07-06 17:00:00,7,6,2,28,60,3.0,11.8
2022-07-06 18:00:00,7,6,2,27,60,2.4,10.0
2022-07-06 19:00:00,7,6,2,26,45,1.8,6.9
2022-07-06 20:00:00,7,6,2,25,44,1.2,4.6
2022-07-06 21:00:00,7,6,2,25,60,1.6,6.8
2022-07-06 22:00:00,7,6,2,24,1,0.1,0.1
2022-07-07 08:00:00,7,7,3,27,21,0.6,2.1
2022-07-07 10:00:00,7,7,3,26,23,0.6,2.0
2022-07-07 11:00:00,7,7,3,30,22,0.6,2.0
2022-07-07 12:00:00,7,7,3,29,10,0.3,0.7
2022-07-07 13:00:00,7,7,3,29,14,0.5,1.8
2022-07-07 14:00:00,7,7,3,30,27,1.3,2.9
2022-07-07 15:00:00,7,7,3,31,54,1.7,6.3
2022-07-07 16:00:00,7,7,3,30,60,1.9,7.2
2022-07-07 17:00:00,7,7,3,30,60,5.6,21.1
2022-07-07 18:00:00,7,7,3,28,60,5.0,17.2
2022-07-07 19:00:00,7,7,3,26,60,3.0,13.5
2022-07-07 20:00:00,7,7,3,26,60,3.5,11.8
2022-07-07 21:00:00,7,7,3,26,60,2.3,9.8
2022-07-08 07:00:00,7,8,4,26,4,0.1,0.2
2022-07-08 08:00:00,7,8,4,27,18,0.6,2.1
2022-07-08 09:00:00,7,8,4,28,17,0.4,1.4
2022-07-08 10:00:00,7,8,4,28,17,0.5,1.5
2022-07-08 11:00:00,7,8,4,30,60,3.1,10.3
2022-07-08 12:00:00,7,8,4,31,60,2.3,8.7
2022-07-08 13:00:00,7,8,4,32,60,2.2,8.5
2022-07-08 14:00:00,7,8,4,32,60,2.7,8.5
2022-07-08 15:00:00,7,8,4,33,60,2.9,10.1
2022-07-08 16:00:00,7,8,4,31,60,3.9,12.6
2022-07-08 17:00:00,7,8,4,30,60,3.2,13.1
2022-07-08 18:00:00,7,8,4,27,60,2.8,10.6
2022-07-08 19:00:00,7,8,4,27,60,1.6,6.3
2022-07-08 20:00:00,7,8,4,26,24,0.6,2.3
2022-07-08 21:00:00,7,8,4,25,16,0.4,1.1
2022-07-09 07:00:00,7,9,5,26,6,0.2,0.5
2022-07-09 08:00:00,7,9,5,29,25,2.1,8.0
2022-07-09 09:00:00,7,9,5,31,60,6.5,21.2
2022-07-09 10:00:00,7,9,5,32,60,3.3,12.3
2022-07-09 11:00:00,7,9,5,32,60,3.5,12.8
2022-07-09 12:00:00,7,9,5,32,60,4.3,15.7
2022-07-09 13:00:00,7,9,5,33,60,4.2,13.5
2022-07-09 14:00:00,7,9,5,34,60,4.0,15.4
2022-07-09 15:00:00,7,9,5,32,60,4.7,16.2
2022-07-09 16:00:00,7,9,5,30,60,4.3,14.7
2022-07-09 17:00:00,7,9,5,29,60,3.1,12.9
2022-07-09 18:00:00,7,9,5,28,60,4.0,12.4
2022-07-09 19:00:00,7,9,5,27,60,1.7,6.6
2022-07-09 20:00:00,7,9,5,27,60,1.7,6.1
2022-07-09 21:00:00,7,9,5,27,26,0.9,3.4
2022-07-10 07:00:00,7,10,6,26,16,0.4,1.6
2022-07-10 08:00:00,7,10,6,29,60,3.2,12.0
2022-07-10 09:00:00,7,10,6,30,60,5.5,19.3
2022-07-10 10:00:00,7,10,6,31,60,3.3,12.0
2022-07-10 11:00:00,7,10,6,30,60,3.5,10.5
2022-07-10 12:00:00,7,10,6,33,60,3.7,13.5
2022-07-10 13:00:00,7,10,6,34,60,5.7,19.4
2022-07-10 14:00:00,7,10,6,34,60,5.8,19.0
