ì˙éû,åé,ì˙,ójì˙,äOãCâ∑ìx,é∫äOã@â^ì]éûä‘,ìdóÕè¡îÔó ,ó‚ñ[î\óÕ
2022-07-01 07:00:00,7,1,4,34,35,5.0,16.3
2022-07-01 08:00:00,7,1,4,34,38,3.9,11.5
2022-07-01 09:00:00,7,1,4,36,44,3.9,11.7
2022-07-01 10:00:00,7,1,4,37,51,5.1,12.1
2022-07-01 11:00:00,7,1,4,40,54,5.5,15.5
2022-07-01 12:00:00,7,1,4,40,50,7.3,17.1
2022-07-01 13:00:00,7,1,4,39,40,4.8,12.7
2022-07-01 14:00:00,7,1,4,38,56,6.9,16.4
2022-07-01 15:00:00,7,1,4,38,56,5.3,14.7
2022-07-01 16:00:00,7,1,4,35,55,4.7,11.2
2022-07-01 17:00:00,7,1,4,34,60,4.7,14.8
2022-07-01 18:00:00,7,1,4,32,1,0.1,0.2
2022-07-02 20:00:00,7,2,5,29,29,2.0,5.6
2022-07-02 21:00:00,7,2,5,30,41,3.5,11.7
2022-07-03 09:00:00,7,3,6,32,55,4.8,15.7
2022-07-03 10:00:00,7,3,6,34,51,5.3,16.0
2022-07-03 11:00:00,7,3,6,34,60,7.0,21.3
2022-07-03 12:00:00,7,3,6,34,60,6.7,18.9
2022-07-03 13:00:00,7,3,6,33,60,5.6,18.2
2022-07-03 14:00:00,7,3,6,33,60,6.2,17.6
2022-07-03 15:00:00,7,3,6,33,60,4.9,14.3
2022-07-03 16:00:00,7,3,6,32,60,4.3,14.8
2022-07-03 17:00:00,7,3,6,30,60,3.9,13.6
2022-07-03 18:00:00,7,3,6,30,1,0.1,0.2
2022-07-04 07:00:00,7,4,0,25,10,0.2,1.4
2022-07-04 08:00:00,7,4,0,27,60,3.2,15.4
2022-07-04 09:00:00,7,4,0,27,60,3.1,13.4
2022-07-04 10:00:00,7,4,0,28,60,2.7,12.5
2022-07-04 11:00:00,7,4,0,28,60,3.2,12.8
2022-07-04 12:00:00,7,4,0,30,60,3.2,13.8
2022-07-04 13:00:00,7,4,0,30,60,2.9,12.7
2022-07-04 14:00:00,7,4,0,31,60,4.6,15.1
2022-07-04 15:00:00,7,4,0,30,60,3.2,12.9
2022-07-04 16:00:00,7,4,0,31,60,4.2,15.8
2022-07-04 17:00:00,7,4,0,30,45,4.0,12.4
2022-07-04 18:00:00,7,4,0,29,43,2.1,8.5
2022-07-04 19:00:00,7,4,0,28,60,3.0,12.9
2022-07-04 20:00:00,7,4,0,27,6,0.3,0.4
2022-07-05 07:00:00,7,5,1,28,37,1.6,7.5
2022-07-05 08:00:00,7,5,1,30,60,2.1,9.4
2022-07-05 09:00:00,7,5,1,31,57,3.8,12.0
2022-07-05 10:00:00,7,5,1,32,50,2.8,11.0
2022-07-05 11:00:00,7,5,1,33,53,4.2,12.9
2022-07-05 12:00:00,7,5,1,32,60,3.2,12.0
2022-07-05 13:00:00,7,5,1,28,48,3.4,11.5
2022-07-05 14:00:00,7,5,1,29,51,2.6,11.1
2022-07-05 15:00:00,7,5,1,28,60,2.5,9.9
2022-07-05 16:00:00,7,5,1,26,33,1.8,5.6
2022-07-05 17:00:00,7,5,1,27,59,2.4,11.0
2022-07-05 18:00:00,7,5,1,25,16,0.5,1.6
2022-07-06 07:00:00,7,6,2,27,28,2.5,9.8
2022-07-06 08:00:00,7,6,2,29,60,2.8,11.3
2022-07-06 09:00:00,7,6,2,29,60,2.3,11.2
2022-07-06 10:00:00,7,6,2,31,60,3.7,13.2
2022-07-06 11:00:00,7,6,2,32,60,2.7,11.3
2022-07-06 12:00:00,7,6,2,33,60,4.8,16.0
2022-07-06 13:00:00,7,6,2,31,60,3.2,12.2
2022-07-06 14:00:00,7,6,2,29,60,3.3,13.7
2022-07-06 15:00:00,7,6,2,32,60,3.7,12.5
2022-07-06 16:00:00,7,6,2,30,60,3.0,12.5
2022-07-06 17:00:00,7,6,2,27,60,3.9,12.7
2022-07-07 07:00:00,7,7,3,25,6,0.2,0.9
2022-07-07 08:00:00,7,7,3,27,60,3.2,14.8
2022-07-07 09:00:00,7,7,3,26,42,2.4,8.4
2022-07-07 10:00:00,7,7,3,29,60,6.0,24.2
2022-07-07 11:00:00,7,7,3,30,60,5.4,22.5
2022-07-07 12:00:00,7,7,3,29,42,2.7,8.4
2022-07-07 13:00:00,7,7,3,30,46,1.8,7.4
2022-07-07 14:00:00,7,7,3,31,55,2.4,10.1
2022-07-07 15:00:00,7,7,3,30,29,2.4,7.3
2022-07-07 16:00:00,7,7,3,30,60,2.8,10.3
2022-07-07 17:00:00,7,7,3,28,46,1.7,7.1
2022-07-08 08:00:00,7,8,4,29,45,1.6,7.3
2022-07-08 09:00:00,7,8,4,30,60,2.9,9.9
2022-07-08 10:00:00,7,8,4,30,60,2.8,12.9
2022-07-08 11:00:00,7,8,4,30,60,4.0,13.3
2022-07-08 12:00:00,7,8,4,31,56,2.5,9.4
2022-07-08 13:00:00,7,8,4,31,53,2.3,9.4
2022-07-08 14:00:00,7,8,4,31,44,2.3,7.9
2022-07-08 15:00:00,7,8,4,33,60,4.4,14.5
2022-07-08 16:00:00,7,8,4,30,42,1.9,7.2
2022-07-08 17:00:00,7,8,4,30,39,3.1,10.6
2022-07-10 10:00:00,7,10,6,31,60,3.0,11.6
2022-07-10 11:00:00,7,10,6,31,60,3.6,12.2
2022-07-10 12:00:00,7,10,6,32,60,3.1,10.4
2022-07-10 13:00:00,7,10,6,33,60,3.1,10.3
2022-07-10 14:00:00,7,10,6,33,60,3.9,12.2
2022-07-10 15:00:00,7,10,6,32,60,2.9,9.5
2022-07-10 16:00:00,7,10,6,31,60,2.7,9.2
2022-07-10 17:00:00,7,10,6,30,60,3.4,11.0
2022-07-10 20:00:00,7,10,6,28,33,1.7,6.6
2022-07-10 21:00:00,7,10,6,28,60,3.8,13.4
