ì˙éû,åé,ì˙,ójì˙,äOãCâ∑ìx,é∫äOã@â^ì]éûä‘,ìdóÕè¡îÔó ,ó‚ñ[î\óÕ
2022-07-01 07:00:00,7,1,4,32,26,4.6,10.1
2022-07-01 08:00:00,7,1,4,34,60,12.9,24.8
2022-07-01 09:00:00,7,1,4,36,60,13.2,25.0
2022-07-01 10:00:00,7,1,4,37,60,13.2,25.1
2022-07-01 11:00:00,7,1,4,38,60,13.2,24.8
2022-07-01 12:00:00,7,1,4,39,60,13.4,24.3
2022-07-01 13:00:00,7,1,4,39,60,13.4,24.2
2022-07-01 14:00:00,7,1,4,37,60,13.1,24.8
2022-07-01 15:00:00,7,1,4,37,60,12.7,24.0
2022-07-01 16:00:00,7,1,4,36,60,11.9,23.5
2022-07-01 17:00:00,7,1,4,34,60,11.4,24.3
2022-07-01 18:00:00,7,1,4,32,1,0.1,0.1
2022-07-02 08:00:00,7,2,5,32,8,0.5,1.7
2022-07-02 09:00:00,7,2,5,34,60,12.1,25.0
2022-07-02 10:00:00,7,2,5,35,60,12.9,25.1
2022-07-02 11:00:00,7,2,5,37,60,13.1,25.4
2022-07-02 12:00:00,7,2,5,37,60,13.2,25.2
2022-07-02 13:00:00,7,2,5,37,60,13.2,25.2
2022-07-02 14:00:00,7,2,5,37,60,13.1,25.1
2022-07-02 15:00:00,7,2,5,35,60,12.9,24.9
2022-07-02 16:00:00,7,2,5,35,60,12.4,23.8
2022-07-02 17:00:00,7,2,5,33,51,10.6,20.4
2022-07-03 08:00:00,7,3,6,33,29,4.9,10.7
2022-07-03 11:00:00,7,3,6,35,24,4.0,8.7
2022-07-03 12:00:00,7,3,6,35,1,0.1,0.0
2022-07-04 08:00:00,7,4,0,25,22,1.7,6.7
2022-07-04 09:00:00,7,4,0,26,60,10.9,25.1
2022-07-04 10:00:00,7,4,0,27,60,11.8,25.5
2022-07-04 11:00:00,7,4,0,28,60,5.9,19.4
2022-07-04 12:00:00,7,4,0,29,60,11.5,24.9
2022-07-04 13:00:00,7,4,0,30,60,12.3,25.5
2022-07-04 14:00:00,7,4,0,30,60,12.4,25.6
2022-07-04 15:00:00,7,4,0,30,60,12.5,25.7
2022-07-04 16:00:00,7,4,0,30,60,12.1,24.7
2022-07-04 17:00:00,7,4,0,30,60,12.3,24.8
2022-07-05 07:00:00,7,5,1,28,25,3.4,8.7
2022-07-05 08:00:00,7,5,1,29,60,3.7,13.5
2022-07-05 09:00:00,7,5,1,31,60,5.9,18.4
2022-07-05 10:00:00,7,5,1,31,60,6.2,19.1
2022-07-05 11:00:00,7,5,1,32,60,4.8,14.5
2022-07-05 12:00:00,7,5,1,32,60,11.4,24.7
2022-07-05 13:00:00,7,5,1,29,60,12.0,25.3
2022-07-05 14:00:00,7,5,1,29,60,12.0,25.7
2022-07-05 15:00:00,7,5,1,28,60,11.9,25.5
2022-07-05 16:00:00,7,5,1,27,60,11.8,25.8
2022-07-05 17:00:00,7,5,1,26,60,11.6,25.9
2022-07-06 07:00:00,7,6,2,26,26,1.5,6.7
2022-07-06 08:00:00,7,6,2,27,60,3.8,15.6
2022-07-06 09:00:00,7,6,2,29,60,5.7,19.1
2022-07-06 10:00:00,7,6,2,31,60,6.0,19.0
2022-07-06 11:00:00,7,6,2,31,60,4.8,14.8
2022-07-06 12:00:00,7,6,2,33,60,11.6,24.0
2022-07-06 13:00:00,7,6,2,31,60,12.2,25.1
2022-07-06 14:00:00,7,6,2,29,60,12.0,25.7
2022-07-06 15:00:00,7,6,2,30,60,12.1,25.7
2022-07-06 16:00:00,7,6,2,30,60,12.2,25.6
2022-07-06 17:00:00,7,6,2,28,60,11.9,25.4
2022-07-07 07:00:00,7,7,3,25,25,1.3,5.8
2022-07-07 08:00:00,7,7,3,26,60,4.3,15.3
2022-07-07 09:00:00,7,7,3,26,60,3.3,13.4
2022-07-07 10:00:00,7,7,3,27,60,3.9,14.6
