,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,5.18,5.34
3,117.93,5.8
7,4.47,9.79
15,0.14,6.79
18,0.79,4.33
20,8.04,8.88
22,9.85,1.02
30,0.63,26.64
31,5.56,12.35
33,6.06,0.06
35,1.16,2.25
38,157.25,42.35
39,38.05,37.45
41,2.74,0.99
47,8.35,7.37
52,301.92,24.48
53,18.85,14.22
54,19.32,20.28
55,28.97,32.03
59,162.01,105.4
60,2.33,4.57
61,24.23,27.12
64,28.14,28.95
68,0.02,1.22
70,0.72,1.57
78,38.02,33.7
80,38.72,62.96
82,13.4,10.49
84,3.33,8.18
96,4.73,1.42
100,7.6,6.44
103,3.39,0.83
104,5.6,3.42
105,2.12,3.3
108,125.07,62.35
112,6.05,6.01
113,2.94,0.96
118,2.1,4.1
120,6.87,2.85
121,4.32,5.7
124,0.52,0.76
125,5.49,2.8
126,7.0,5.28
127,6.39,3.46
129,128.24,52.7
131,3.47,3.62
150,303.46,190.52
154,38.68,40.37
155,15.74,23.29
157,248.83,5.29
158,9.97,20.43
162,18.49,15.01
163,1.31,4.24
167,17.34,13.72
172,45.36,44.26
174,7.29,8.12
179,26.58,38.6
184,7.88,31.73
188,3.85,4.64
191,41.77,59.19
192,469.86,58.17
196,0.38,1.22
200,5.59,16.07
201,3.59,9.7
211,1.22,4.48
213,47.22,33.12
214,9.89,11.47
218,13.5,12.26
219,22.58,14.31
220,71.66,43.67
221,15.7,11.64
222,17.81,12.25
225,0.16,19.39
229,3.03,7.67
233,36.1,41.24
235,17.24,6.08
237,1.97,21.29
241,90.34,40.12
244,20.04,17.18
249,2.01,6.37
251,6.16,0.09
257,41.75,12.26
258,4.59,15.32
260,2.26,0.75
277,417.67,24.52
283,51.93,16.76
285,11.81,4.72
293,38.19,13.63
307,17.82,4.0
309,31.55,1.31
311,78.55,6.53
312,0.71,17.86
314,7.06,1.35
318,4.93,30.42
320,1.5,7.79
324,28.04,5.61
330,7.18,17.1
334,1.64,2.02
336,7.46,13.61
338,22.83,18.34
341,11.46,15.69
344,15.31,27.39
345,20.41,10.16
351,30.27,15.41
352,0.42,3.61
357,13.89,1.71
361,12.29,11.78
364,4.77,15.92
368,39.85,44.27
369,26.06,19.58
379,2.82,11.36
384,117.49,61.42
386,20.85,1.33
392,29.68,3.85
400,28.83,31.51
403,560.86,71.76
404,283.51,28.31
406,7.37,5.41
407,20.75,14.27
412,13.25,6.45
413,20.92,31.0
414,17.65,27.06
415,11.17,12.27
419,5.42,5.3
423,3.07,3.75
427,13.45,6.7
428,15.5,17.31
430,24.35,23.75
432,75.68,89.38
436,6.85,4.71
445,30.13,27.57
447,3.26,1.6
449,14.86,19.76
451,2.84,1.57
452,58.68,55.28
454,11.86,13.39
459,26.25,39.77
460,51.27,105.11
461,14.25,11.31
462,5.53,7.09
476,11.58,9.93
478,7.05,5.79
483,25.79,26.89
484,5.58,8.9
486,22.14,18.76
487,27.71,29.67
488,65.23,62.4
494,12.81,13.32
502,211.11,90.56
503,12.63,10.78
504,13.04,9.66
508,4.33,7.91
511,11.09,10.61
512,10.15,9.39
521,6.27,4.77
529,5.08,0.52
532,4.89,13.16
542,0.02,4.77
545,15.2,23.59
549,12.61,6.73
551,114.25,185.1
552,43.54,52.57
556,24.01,16.47
559,72.06,58.99
560,47.04,51.03
561,14.34,12.49
562,6.25,1.18
564,0.77,13.24
570,1.72,6.22
572,131.03,4.27
575,11.16,22.49
576,12.89,7.83
577,21.75,44.91
580,22.33,47.08
581,556.92,181.52
595,10.74,50.49
599,3.84,23.47
602,44.57,27.47
612,23.5,28.56
613,93.45,39.18
614,75.88,54.24
616,32.49,33.38
620,46.77,9.41
627,147.79,22.56
630,13.24,12.85
632,6.67,11.38
633,12.87,26.62
634,174.76,10.77
636,11.1,16.69
637,51.05,34.63
641,60.78,3.25
642,120.39,3.13
643,333.24,6.28
646,23.56,41.19
655,138.47,15.0
656,28.51,28.67
659,25.68,36.72
661,19.56,15.82
662,198.12,34.99
664,85.17,33.5
665,21.38,13.19
666,0.64,4.28
669,236.55,4.77
676,128.74,7.91
678,12.03,0.85
684,64.64,43.38
685,25.44,14.82
687,16.62,12.6
689,3.08,10.52
691,41.62,22.38
693,1.58,4.9
694,89.96,21.67
697,146.77,5.99
699,42.84,2.33
711,344.81,23.84
721,3.44,4.14
722,14.62,8.12
723,5.64,6.59
726,162.72,41.89
