,“ú•Ê
0,0.69
1,3.24
2,3.04
3,95.44
4,6.18
5,2.37
6,0.01
7,1.14
9,4.25
10,88.82
11,5.95
13,1.79
14,5.85
15,1.25
16,2.88
17,35.63
18,3.17
19,2.58
20,4.4
21,3.15
22,10.63
24,8.61
25,0.5
27,0.1
30,6.58
31,26.94
32,0.98
34,0.3
36,2.51
38,1.95
39,2.39
40,0.87
41,0.39
42,3.21
43,0.12
44,0.57
45,55.51
46,1.53
48,2.19
49,4.91
50,2.05
51,2.42
55,2.46
56,0.29
58,0.68
59,96.55
60,3.11
62,1.13
64,1.22
65,17.25
66,12.79
68,0.99
69,0.39
71,0.28
72,2.18
73,21.46
75,0.31
76,0.45
78,2.38
79,3.89
82,1.71
83,1.15
84,0.76
85,1.93
87,31.76
89,0.56
90,2.55
91,3.32
92,3.32
93,4.56
94,48.26
97,0.5
98,1.43
99,0.38
100,0.84
101,23.64
102,0.42
103,0.23
105,0.8
106,1.61
107,5.55
109,3.44
110,0.6
111,2.66
112,6.35
114,4.51
115,202.65
116,2.66
117,1.57
120,0.73
121,3.96
122,213.7
123,2.5
124,0.12
125,0.72
126,1.73
128,3.49
129,128.37
131,7.44
132,2.86
134,2.78
136,79.11
137,3.41
138,1.04
140,1.59
141,0.06
144,0.62
145,1.44
146,1.4
150,103.02
152,0.4
153,0.44
156,1.34
157,111.29
158,1.36
159,2.1
160,0.42
161,2.69
162,2.67
164,8.64
165,2.16
167,1.84
168,2.53
170,1.89
171,64.15
172,1.09
174,0.38
175,2.66
177,0.14
180,2.99
181,0.73
182,1.39
184,1.95
187,2.26
188,1.53
190,0.31
191,2.07
192,10.11
193,9.52
194,1.75
195,3.13
198,2.88
199,31.36
202,8.31
203,4.66
204,3.01
205,2.04
206,42.55
207,0.03
208,2.55
209,2.8
210,8.88
211,3.27
213,10.48
214,1.75
215,1.88
219,6.19
220,12.05
223,0.9
224,0.69
225,1.54
228,2.27
229,3.26
230,5.95
231,3.5
232,1.91
235,3.38
236,5.0
237,3.54
240,1.06
244,5.87
245,4.44
247,1.88
248,21.42
249,7.71
250,5.2
254,8.15
255,89.07
256,4.43
260,3.22
262,4.47
263,2.19
264,0.35
265,5.83
267,0.9
268,14.03
269,10.14
270,23.72
271,14.26
277,80.83
279,202.69
280,30.45
282,17.15
283,28.61
284,11.07
285,11.7
286,10.32
288,9.72
289,16.98
293,13.62
295,3.53
296,31.11
297,49.27
298,31.1
299,8.1
301,4.44
302,1.04
303,0.54
305,24.89
306,2.88
307,9.16
309,15.88
310,1.9
311,69.17
313,1.93
314,7.62
315,7.1
316,4.74
317,21.74
319,0.34
320,2.43
321,4.33
322,2.07
323,12.36
326,6.39
328,96.05
330,2.92
331,7.69
332,16.41
333,6.07
334,1.12
335,0.1
337,2.02
339,9.98
340,1.36
341,0.08
342,2.57
343,6.96
344,3.85
346,47.28
347,3.98
348,0.92
349,2.62
350,3.08
351,4.23
352,13.18
353,42.48
355,0.45
356,4.15
357,1.19
358,11.57
360,51.26
363,0.15
364,4.12
