,“ú•Ê
0,26.31
1,27.12
2,21.1
3,6.8
4,24.18
7,22.33
14,22.16
17,146.08
18,10.3
30,2.28
34,38.83
35,13.26
38,323.02
40,2.32
42,16.21
47,0.39
50,13.28
57,0.63
66,311.79
81,14.32
82,4.62
83,10.13
86,22.42
87,207.38
89,5.5
95,3.59
99,2.97
101,245.97
104,6.23
105,2.31
106,1.77
108,333.05
110,1.45
111,3.86
113,15.45
116,16.3
117,2.58
121,9.92
126,4.23
129,234.96
133,2.66
134,8.13
138,2.34
139,1.66
144,4.15
148,1.2
151,1.83
159,10.5
160,0.93
164,276.56
167,4.35
168,10.81
176,8.92
178,301.49
181,2.97
185,286.2
186,12.79
195,9.96
196,3.36
201,19.75
202,4.12
203,14.21
210,37.71
214,30.56
215,3.06
220,99.73
226,982.63
228,31.56
229,8.54
230,7.83
236,24.19
237,17.51
242,11.76
243,1.26
251,19.21
253,13.06
255,140.91
256,19.28
264,18.86
268,47.57
270,26.36
274,624.65
279,436.68
281,32.55
282,4.72
283,71.91
284,21.3
285,35.66
288,31.7
290,72.26
292,8.47
296,59.41
305,34.79
306,16.18
309,21.47
316,10.44
318,55.5
322,12.74
323,38.0
326,11.43
327,7.42
329,37.74
331,10.43
334,4.75
335,2.01
341,5.15
347,3.1
354,16.94
359,40.28
362,5.82
364,22.47
