,“ú•Ê
5,3.5
6,2.75
8,4.95
9,21.56
10,106.96
11,18.9
12,2.22
13,4.03
15,0.03
16,7.52
19,9.37
20,9.2
21,7.38
22,13.85
23,5.45
24,43.67
25,2.63
26,6.75
27,2.64
28,9.4
29,2.66
31,136.99
32,12.54
33,2.73
36,6.85
37,7.28
39,16.69
41,4.31
43,5.59
44,4.27
45,105.36
46,4.49
48,4.5
49,4.8
51,0.19
52,156.3
53,0.99
54,0.84
55,1.55
56,3.07
58,1.71
59,159.89
60,3.75
61,3.39
62,0.19
63,1.02
64,3.4
65,20.59
67,3.63
68,1.44
69,0.94
70,1.28
71,0.23
72,2.86
73,141.69
74,2.69
75,0.45
76,1.21
77,1.12
78,1.7
79,8.23
80,218.32
84,2.02
85,0.73
88,2.69
90,1.5
91,1.1
92,0.11
93,6.43
94,70.82
96,0.4
97,0.34
98,0.14
100,2.46
102,1.7
103,0.27
107,6.41
109,3.24
112,4.03
114,6.39
115,351.52
118,0.97
119,1.36
120,1.08
122,250.32
123,4.4
124,0.03
125,1.99
127,1.69
128,5.25
130,0.99
131,9.62
132,3.13
135,4.92
136,192.86
137,3.09
140,2.5
141,2.88
142,7.02
143,185.51
145,1.09
146,0.02
147,0.54
149,9.15
150,255.0
152,0.24
153,2.73
154,2.98
155,2.58
156,4.38
157,212.4
158,1.04
161,3.28
162,4.68
163,7.63
165,3.72
166,1.41
169,4.4
170,5.08
171,186.84
172,8.74
173,3.54
174,0.79
175,3.18
177,3.66
179,1.66
180,3.85
182,1.25
183,5.3
184,3.67
187,2.06
188,1.19
189,0.62
190,0.72
191,6.78
192,205.36
193,18.84
194,1.92
197,0.04
198,1.5
199,105.68
200,6.44
204,6.3
205,2.25
206,18.18
207,5.07
208,11.43
209,14.72
211,1.1
212,11.24
213,147.28
216,6.05
217,12.61
218,5.27
219,3.06
221,1.96
222,3.86
223,4.94
224,4.78
225,6.43
227,10.34
231,2.86
232,5.96
233,33.19
234,72.97
235,4.82
238,2.64
239,5.89
240,13.69
241,28.0
244,14.01
245,2.02
246,2.4
247,5.69
248,44.72
249,13.36
250,0.46
252,14.4
254,2.63
257,1.05
258,0.83
259,5.93
260,2.49
261,5.78
262,39.39
263,19.62
265,11.18
266,4.68
267,6.32
269,25.46
271,2.31
272,18.0
273,244.33
275,142.3
276,87.78
277,89.63
278,144.74
280,74.92
286,15.15
287,12.57
289,22.97
291,9.58
293,18.55
294,9.98
295,9.09
297,85.22
298,31.48
299,18.36
300,6.28
301,14.93
302,6.75
303,4.52
304,33.76
307,12.97
308,17.81
310,9.65
311,48.81
312,16.2
313,7.02
314,0.39
315,11.95
317,5.23
319,2.35
320,7.05
321,5.76
324,8.13
325,35.5
328,37.62
330,1.4
332,51.91
333,3.68
336,12.67
337,3.1
338,21.04
339,45.71
340,10.28
342,1.84
343,1.88
344,13.53
345,3.9
346,3.68
348,3.36
349,3.64
350,3.13
351,5.03
352,15.38
353,45.91
355,8.28
356,21.12
357,4.94
358,26.82
360,111.81
361,16.1
363,3.85
