,“ú•Ê
0,8.43
1,0.54
2,1.85
4,16.45
5,0.44
7,0.62
8,9.59
9,3.63
10,147.91
13,1.51
15,3.16
16,1.7
17,48.73
21,9.47
22,12.34
25,0.9
26,3.43
27,3.1
28,6.23
30,25.64
32,2.95
33,10.42
34,1.17
35,8.95
36,0.7
38,99.95
41,6.8
42,1.18
45,16.22
46,4.34
47,0.51
48,0.64
49,4.94
50,4.43
52,29.62
53,2.68
54,2.39
55,2.71
56,0.81
57,4.96
61,0.26
62,3.02
64,0.7
65,26.09
66,161.86
68,0.55
69,1.35
70,3.42
71,0.06
72,14.15
73,19.73
75,1.13
76,2.32
77,2.29
78,3.78
80,225.7
82,2.77
84,0.39
86,4.38
87,30.28
90,2.3
91,3.56
93,10.87
94,35.25
96,1.48
98,0.63
102,1.03
103,2.73
104,2.87
105,0.57
106,2.54
107,10.17
108,542.66
110,0.75
111,1.78
112,4.86
114,8.25
116,8.1
118,1.45
119,3.22
121,9.59
122,458.76
123,2.3
124,0.31
127,2.91
128,9.96
129,428.85
131,10.24
133,2.46
134,5.85
137,4.94
138,0.28
139,1.84
140,1.89
141,3.74
142,9.53
143,457.89
144,1.06
146,1.75
148,0.61
149,12.56
151,2.97
153,1.3
154,4.3
155,1.85
156,0.89
157,158.25
158,0.4
159,4.72
162,3.92
164,221.78
166,1.66
167,3.6
168,4.62
169,1.72
171,183.5
172,8.47
173,3.27
174,0.46
175,3.17
176,3.74
178,30.27
179,1.8
180,3.79
181,1.69
183,8.27
184,8.83
187,3.69
189,1.76
191,11.36
192,30.58
193,23.28
194,0.42
195,4.12
196,7.09
197,3.15
198,2.76
199,41.81
201,7.05
202,0.45
204,5.53
205,8.23
207,0.76
208,13.95
209,14.65
210,16.91
211,6.13
212,8.63
213,0.1
215,0.54
218,2.54
220,5.02
221,0.65
222,4.56
224,0.39
225,5.41
226,868.52
228,11.18
230,4.43
231,6.92
232,1.58
234,87.16
235,0.76
236,20.13
237,2.01
239,1.91
240,9.07
241,24.38
242,6.47
243,1.12
244,20.36
245,4.98
246,0.94
247,2.1
248,147.78
251,3.93
252,8.28
253,0.84
257,4.96
259,4.84
260,3.6
261,17.62
263,8.04
264,5.68
265,1.74
266,8.82
267,4.05
268,35.89
269,59.81
270,12.73
271,7.52
272,35.77
275,289.78
276,99.49
277,132.71
278,142.28
279,149.52
280,116.67
282,55.91
283,117.08
284,11.49
286,26.22
287,10.01
288,14.24
289,64.82
290,187.55
291,27.45
292,23.28
293,18.83
294,5.53
297,36.27
299,22.19
301,3.19
302,0.75
303,11.96
304,74.29
305,34.85
308,2.58
314,22.79
315,11.15
316,1.11
317,53.09
318,85.74
319,22.84
320,3.86
321,3.33
323,15.67
325,99.4
326,6.39
328,261.53
330,1.37
331,7.31
332,81.97
335,3.26
336,13.8
337,6.08
339,113.07
342,11.01
343,0.29
344,12.54
345,6.01
347,0.4
348,0.11
349,7.81
352,44.23
353,48.38
354,16.0
355,7.2
357,4.5
358,13.44
360,0.48
361,25.6
362,10.17
364,10.28
