,“ú•Ê
0,3.02
3,47.36
4,5.77
5,1.32
8,4.03
10,130.98
11,1.73
12,0.32
13,2.63
14,6.11
15,1.32
20,2.13
21,3.68
22,4.73
23,5.91
24,2.17
25,0.99
27,0.25
28,2.25
33,0.34
34,1.98
35,0.48
36,0.76
37,4.03
39,2.85
40,0.53
42,0.59
43,2.51
46,1.99
47,0.32
48,2.17
49,2.9
50,0.89
51,0.23
52,47.79
53,1.42
57,0.77
58,1.52
60,3.18
62,0.67
63,1.08
64,1.91
65,3.24
67,1.41
69,0.1
70,0.57
71,0.48
74,1.83
75,0.78
76,1.28
77,0.27
78,1.07
80,118.34
81,0.94
82,0.63
83,0.69
85,1.17
86,2.08
87,67.92
88,0.34
89,0.7
90,0.2
92,0.97
93,4.43
94,2.67
95,0.57
96,0.16
97,1.46
102,0.33
104,2.1
106,2.88
108,45.98
109,0.15
110,0.09
111,1.75
112,4.97
113,2.03
114,2.65
115,152.97
116,2.14
117,0.87
118,0.05
121,2.93
123,2.94
125,1.29
126,0.38
127,1.84
128,0.91
131,5.39
132,1.66
133,1.12
134,1.94
135,6.8
136,72.77
137,1.37
139,1.15
143,117.63
145,1.23
147,1.92
148,0.49
149,3.47
150,124.93
152,0.12
156,1.25
157,108.22
158,0.2
159,0.2
160,0.36
161,2.18
162,0.82
164,0.26
165,2.43
167,0.11
168,0.68
169,1.11
170,0.27
172,0.08
173,0.69
174,0.59
175,1.41
176,1.22
177,1.43
179,0.25
182,1.74
183,2.75
184,1.93
187,2.25
188,0.47
189,0.63
191,1.83
193,7.84
194,0.23
195,1.67
196,0.13
197,0.23
198,1.13
199,24.57
200,3.15
201,0.34
203,1.29
204,0.7
205,0.85
206,21.46
207,1.31
208,1.75
210,5.23
211,4.1
214,0.49
216,1.4
218,4.65
219,7.45
220,10.08
222,0.75
223,0.58
224,0.05
225,1.59
226,181.35
227,8.68
228,0.08
229,0.53
230,2.23
231,1.17
232,0.39
233,3.87
234,13.16
236,6.69
237,2.63
238,3.51
241,41.83
242,0.82
244,3.07
245,1.5
246,0.27
247,0.5
248,14.75
250,1.99
252,4.7
253,0.56
256,6.82
257,1.86
258,0.41
259,0.74
260,1.7
261,13.73
262,12.0
263,4.81
264,5.91
265,2.95
267,2.5
268,3.66
270,11.49
271,6.57
273,132.87
277,11.8
278,59.32
279,161.5
281,7.28
284,5.62
285,11.82
289,9.76
290,33.75
291,12.72
293,10.64
294,4.19
295,2.26
297,12.0
299,1.19
300,3.52
302,1.82
303,3.19
304,39.15
305,18.19
306,7.21
308,0.24
310,1.46
311,15.71
313,6.27
315,10.68
316,15.44
317,12.79
318,80.66
319,14.61
320,3.46
321,8.44
322,3.93
323,14.56
324,1.18
325,8.46
326,10.72
327,4.74
330,1.25
331,1.77
334,1.12
335,2.51
336,2.67
337,1.06
338,2.48
340,8.85
341,8.08
342,0.44
345,2.28
347,0.15
348,1.1
349,1.4
351,0.7
352,0.52
354,5.46
355,3.07
356,15.25
359,6.6
360,0.73
361,12.22
362,4.57
364,1.23
