,“ú•Ê
1,2.58
2,0.52
3,164.51
5,0.14
6,0.68
7,0.61
9,41.74
10,136.12
11,5.76
12,4.75
15,1.12
16,12.37
17,5.94
18,3.25
20,6.05
21,3.59
23,2.78
24,47.0
25,7.07
26,4.36
27,0.52
28,4.45
29,1.87
30,1.3
31,13.25
32,0.73
34,1.43
35,3.67
36,1.28
37,7.01
38,76.73
42,1.52
44,5.6
46,2.13
48,0.52
52,63.49
54,1.37
55,0.26
57,0.08
59,63.12
60,1.35
61,0.13
63,0.22
64,0.93
65,7.01
66,126.36
67,0.09
69,0.76
70,1.27
72,5.18
76,0.73
77,0.99
78,2.96
79,1.01
80,105.57
82,1.99
83,0.92
84,0.22
86,2.66
87,35.84
88,3.05
90,0.39
91,0.9
92,1.66
94,47.82
97,0.04
98,1.54
99,0.75
100,3.33
101,27.25
102,0.07
103,0.2
104,1.2
105,0.68
106,4.07
107,5.57
109,2.8
110,1.5
111,1.52
112,3.7
113,3.54
114,1.09
118,0.49
120,0.32
121,3.29
122,554.34
123,3.18
124,1.52
125,2.02
126,3.62
127,1.67
129,24.26
130,0.16
131,4.98
133,0.38
134,1.59
136,21.62
138,0.34
139,0.41
140,1.3
141,2.51
144,2.09
145,0.19
146,0.49
147,1.14
148,1.4
149,6.36
150,130.9
154,1.45
155,0.11
156,0.97
158,0.35
159,0.08
160,0.58
163,0.3
164,23.88
168,0.62
170,3.96
171,82.23
172,3.81
173,1.33
174,1.29
175,4.1
178,19.86
179,1.37
182,2.04
185,38.43
186,0.29
187,3.56
189,0.62
190,0.5
191,5.05
192,24.23
193,12.93
194,3.58
195,1.65
196,0.38
199,1.43
200,1.35
201,0.6
204,1.38
205,9.58
206,77.97
207,0.49
209,1.81
211,0.46
214,5.34
215,1.1
216,4.93
217,3.75
220,14.6
221,2.42
223,3.22
224,3.3
225,3.66
226,428.41
227,0.54
228,0.05
230,4.24
231,1.7
232,0.68
234,21.44
235,0.39
236,6.87
237,4.18
238,2.23
240,2.8
241,40.82
242,3.62
243,2.78
244,5.42
245,0.57
246,2.69
248,24.51
249,10.66
251,2.47
252,4.9
253,3.49
254,5.74
255,66.47
256,1.66
257,2.26
259,5.19
260,0.48
262,18.35
263,8.51
265,0.77
266,9.51
267,4.98
270,1.86
271,1.87
272,6.66
273,117.99
274,121.5
276,48.65
278,71.12
279,150.16
280,24.84
282,19.15
283,44.19
284,13.36
285,8.5
286,9.17
288,1.42
289,23.25
290,34.79
291,11.12
292,12.43
293,19.81
294,3.51
295,10.37
296,45.87
297,47.53
298,31.36
299,4.5
300,4.44
301,9.9
302,7.99
303,2.99
304,44.72
306,1.69
307,8.32
308,10.66
309,0.76
310,14.54
313,0.57
314,2.66
316,21.77
322,4.0
323,4.37
325,18.9
326,0.37
328,23.59
330,7.5
331,11.01
334,1.5
337,3.43
338,11.47
340,10.92
343,0.66
345,2.32
347,1.35
348,0.53
350,0.5
352,16.52
354,0.06
355,7.11
356,12.06
357,6.32
358,15.31
359,19.04
360,29.67
361,11.18
363,3.4
