,“ú•Ê
0,18.29
4,39.88
8,2.8
13,4.61
14,23.87
19,5.05
22,38.92
33,33.14
39,40.33
40,0.73
41,21.01
43,0.45
45,36.53
47,2.89
49,17.53
50,2.76
51,7.26
53,7.73
56,0.95
58,7.49
62,8.99
68,5.8
71,0.04
73,129.03
74,9.37
75,0.36
81,8.99
85,3.65
89,3.18
93,25.59
95,0.71
96,0.7
108,827.39
115,1349.48
116,18.62
117,3.65
119,0.17
128,10.18
132,6.21
135,0.13
137,10.47
142,6.56
143,863.55
151,4.74
152,4.94
153,2.75
157,336.13
161,8.39
162,16.48
165,10.56
166,8.24
167,10.83
169,0.93
176,6.76
177,16.14
180,6.89
181,2.99
183,33.72
184,16.76
188,3.1
197,10.52
198,10.72
202,12.23
203,22.33
208,37.79
210,47.08
212,23.68
213,157.51
218,2.41
219,9.03
222,0.63
229,2.1
233,86.15
239,5.62
247,26.97
250,12.54
258,11.5
261,29.68
264,13.02
268,60.26
269,109.33
275,221.41
277,314.29
281,25.47
287,23.42
305,33.1
311,22.81
312,40.82
315,42.51
317,29.77
318,182.68
319,23.11
320,2.77
321,7.49
324,47.64
327,2.15
329,23.63
332,234.23
333,45.36
335,6.53
336,24.92
339,181.1
341,12.21
342,28.95
344,18.61
346,158.36
349,0.66
351,18.33
353,60.24
362,14.76
364,27.29
