,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,16.1,49.07
1,24.2,23.66
2,10.14,14.45
3,48.68,21.19
4,58.84,31.07
5,inf,inf
7,15.0,5.31
9,12.35,2.89
12,inf,inf
13,21.69,5.7
15,33.73,24.73
17,23.96,9.14
18,54.76,1.38
19,inf,inf
22,0.55,27.8
23,10.24,36.02
27,12.77,7.66
28,6.53,0.09
30,10.36,17.23
33,inf,inf
36,6.09,3.5
37,21.21,8.62
39,6.94,22.09
40,inf,inf
41,0.92,22.45
44,5.69,2.92
45,12.18,5.72
46,3.42,11.66
47,inf,inf
48,39.62,43.46
49,25.85,30.57
51,20.76,19.36
52,15.59,14.1
53,14.03,2.53
55,23.43,26.71
56,20.8,23.44
57,22.12,25.66
59,15.96,18.14
60,16.3,7.38
61,9.88,5.58
62,16.98,16.85
63,20.65,17.34
64,59.42,1.85
65,17.3,6.9
67,inf,inf
69,41.55,40.25
71,41.17,28.5
79,0.57,0.25
80,26.56,4.94
81,inf,inf
82,35.48,12.1
83,2.58,15.03
84,0.85,7.99
87,9.21,34.18
88,inf,inf
90,9.55,0.78
92,22.29,49.71
93,6.84,29.82
94,52.76,14.05
95,inf,inf
96,20.27,22.12
97,16.24,7.23
100,20.29,15.8
102,164.02,14.05
103,8.71,2.82
104,36.29,15.23
105,19.82,20.07
106,53.31,25.77
107,54.27,10.09
108,64.42,16.43
109,inf,inf
110,17.15,12.17
111,8.42,16.05
112,7.59,0.71
113,39.8,8.58
115,54.42,16.98
116,inf,inf
117,5.92,23.79
118,13.7,33.62
119,1.78,3.81
121,16.93,7.5
122,53.85,21.87
123,inf,inf
124,3.3,5.24
125,6.94,41.77
126,3.65,35.1
127,30.77,28.69
129,60.24,21.57
132,2.53,40.34
133,inf,inf
134,293.26,91.62
135,12.61,50.29
136,57.79,24.06
140,inf,inf
141,38.47,37.64
142,inf,inf
143,76.83,65.83
144,inf,inf
146,10.27,41.77
148,inf,inf
149,37.75,3.13
150,inf,inf
152,inf,inf
154,3.69,24.08
155,144.31,22.35
156,57.29,28.8
157,inf,inf
158,inf,inf
159,2.97,17.95
160,241.18,25.61
161,30.38,16.08
163,53.33,8.94
166,inf,inf
167,34.13,18.89
168,26.66,3.99
169,inf,inf
170,5.62,4.64
171,10.95,24.13
172,inf,inf
173,15.28,1.7
174,4.9,12.21
175,11.02,3.38
176,inf,inf
177,15.63,2.66
178,9.88,14.11
179,inf,inf
181,11.4,9.63
182,11.99,9.44
