,“ú•Ê
0,23.71
3,29.3
4,97.63
5,45.66
8,4.1
10,41.23
11,150.18
12,31.67
13,34.54
14,133.4
15,15.99
20,161.06
21,0.61
22,2.44
23,42.03
24,26.11
25,95.79
27,68.2
28,87.0
33,66.48
34,129.14
35,122.02
36,57.3
37,110.94
39,24.8
40,22.03
42,109.1
43,25.48
46,42.23
47,25.32
48,12.38
49,48.44
50,14.11
51,200.11
52,34.19
53,6.81
57,3.6
58,93.69
60,10.9
62,25.82
63,14.53
64,21.53
65,32.93
67,0.85
69,25.31
70,0.85
71,21.52
74,15.6
75,11.27
76,11.35
77,10.42
78,6.03
80,95.88
81,0.58
82,10.31
83,8.22
85,19.56
86,14.02
87,9.91
88,20.3
89,29.58
90,0.19
92,24.84
93,72.53
94,21.95
95,8.21
96,7.07
97,2.02
102,1.48
104,11.15
106,4.65
108,3.77
109,15.86
110,15.45
111,26.07
112,19.56
113,52.69
114,46.13
115,2.33
116,5.22
117,24.89
118,14.67
121,85.31
123,7.85
125,14.03
126,24.8
127,21.0
128,26.6
131,7.22
132,8.17
133,9.12
134,18.33
135,46.87
136,89.08
137,36.6
139,24.95
143,47.31
145,4.34
147,19.66
148,25.86
149,4.5
150,5.43
152,5.19
156,58.46
157,119.93
158,5.13
159,4.51
160,20.27
161,19.73
162,13.61
164,38.91
165,32.62
167,8.85
168,11.4
169,1.08
170,98.23
172,35.25
173,5.65
174,0.02
175,26.35
176,5.83
177,35.71
179,14.48
182,8.0
183,5.23
184,32.2
187,20.77
188,3.8
189,0.87
191,5.19
193,11.42
194,15.95
195,25.39
196,21.34
197,23.8
198,13.18
199,10.78
200,16.06
201,32.05
203,34.65
204,9.79
205,84.33
206,112.92
207,13.32
208,11.59
210,17.22
211,29.17
214,101.23
216,16.24
218,83.04
219,46.1
220,87.44
222,167.1
223,61.39
224,78.01
225,75.08
226,30.69
227,87.32
228,177.15
229,68.58
230,91.68
231,17.98
232,47.47
233,60.96
234,139.58
236,84.3
237,90.63
238,58.05
241,23.53
242,7.48
244,30.1
245,45.88
246,69.29
247,167.57
248,27.35
250,17.15
252,68.93
253,222.71
256,24.35
257,2.57
258,11.96
259,8.34
260,4.51
261,8.32
262,31.58
263,13.39
264,22.48
265,6.69
267,67.75
268,27.53
270,30.86
271,5.39
273,422.01
277,21.37
278,32.16
279,23.83
281,40.68
284,30.72
285,5.96
289,0.67
290,16.28
291,13.9
293,8.18
294,18.63
295,12.09
297,24.39
299,19.61
300,24.35
302,33.07
303,8.0
304,64.85
305,4.97
306,17.23
308,2.38
310,30.87
311,6.68
313,0.39
315,15.27
316,18.62
317,11.19
318,37.4
319,6.4
320,6.82
321,0.25
322,25.78
323,4.26
324,9.06
325,9.36
326,10.2
327,3.26
330,8.37
331,28.93
334,22.74
335,27.94
336,3.86
337,139.06
338,138.27
340,1.41
341,2.51
342,17.88
345,6.3
347,70.61
348,41.25
349,124.36
351,701.64
352,5.02
354,35.15
355,757.64
356,424.5
359,10.74
360,42.65
361,39.79
362,113.04
364,9.97
