,“ú•Ê
3,2.57
6,61.0
11,106.19
12,39.7
14,135.47
18,18.73
19,23.68
20,175.87
23,235.06
24,58.36
29,105.72
31,94.31
37,142.57
39,34.83
40,19.58
43,57.19
44,110.09
51,233.34
58,43.43
59,43.24
60,16.39
63,1.77
67,0.63
74,7.88
79,13.44
81,1.88
83,2.99
85,4.9
88,33.73
89,47.78
92,13.16
95,1.17
97,32.23
99,20.04
100,48.27
101,32.71
109,1.29
113,44.03
115,17.76
117,41.2
120,38.8
125,5.0
126,14.16
130,12.37
132,1.31
135,41.63
136,167.59
145,2.65
147,5.03
150,17.32
152,9.49
160,13.73
161,9.48
163,46.51
165,32.75
170,50.65
177,65.72
182,18.98
185,55.89
186,15.9
188,7.78
190,28.01
200,54.82
203,31.18
206,109.83
214,18.36
216,92.9
217,10.47
219,116.3
223,65.03
227,84.56
229,42.63
233,53.53
238,37.24
249,30.9
250,7.55
254,37.92
255,92.01
256,25.55
258,35.64
262,30.62
273,757.24
274,1306.96
281,34.68
285,17.41
295,18.41
296,25.5
298,5.87
300,43.91
306,28.63
307,4.0
309,53.21
310,18.72
311,8.59
312,1.78
313,19.54
322,8.49
324,25.46
327,1.0
329,12.16
333,48.55
334,10.66
338,88.85
340,28.28
341,41.12
346,31.53
350,35.5
351,603.85
356,640.44
359,134.98
363,54.99
