,“ú•Ê
8,51.52
12,8.84
23,125.36
26,82.59
28,103.53
29,23.53
33,18.93
35,9.69
37,152.44
47,7.95
52,100.9
53,14.53
54,19.1
57,9.37
61,2.92
63,20.41
67,4.94
70,16.98
74,11.29
77,18.67
80,124.99
81,3.51
86,13.77
88,27.62
95,24.75
96,10.48
104,9.21
108,1.88
113,48.48
118,0.66
119,12.98
127,16.21
130,25.7
133,13.1
135,61.12
139,36.42
142,3.87
143,33.04
147,21.83
148,29.68
149,31.0
151,23.87
154,41.86
155,26.92
163,68.42
166,7.26
169,23.49
173,3.58
176,3.03
178,33.19
179,46.1
183,53.34
185,42.07
186,9.56
189,11.04
196,43.78
197,6.47
200,59.96
201,49.93
212,30.58
216,25.52
217,13.59
218,56.45
221,35.37
222,250.39
226,89.16
227,191.91
233,121.22
234,65.61
238,85.31
239,9.61
241,18.83
242,12.06
243,2.05
246,135.49
251,118.36
252,146.19
253,224.56
257,10.35
258,11.25
259,44.81
261,11.28
266,10.51
272,11.92
273,817.21
274,1398.76
275,1276.23
276,11.83
278,41.8
281,34.5
287,0.93
290,26.79
291,25.42
292,4.6
294,27.76
300,23.64
304,75.28
308,1.01
312,15.84
318,38.82
324,7.17
325,22.06
327,8.99
329,13.26
336,18.53
338,90.25
345,105.22
354,79.08
359,93.76
361,65.14
362,129.82
