,“ú•Ê
0,5.87
1,3.04
2,50.39
3,32.14
4,35.26
5,10.87
6,68.09
7,19.44
9,33.54
10,0.62
11,3.2
13,21.28
14,4.56
15,15.05
16,41.55
17,52.83
18,100.13
19,15.11
20,2.38
21,16.75
22,69.36
24,57.4
25,167.67
27,2.39
30,58.32
31,22.02
32,31.77
34,110.38
36,29.03
38,1.9
39,0.49
40,8.21
41,29.49
42,53.49
43,14.97
44,76.59
45,19.43
46,31.59
48,16.74
49,14.1
50,7.47
51,29.96
55,3.24
56,13.18
58,32.5
59,27.46
60,23.32
62,10.47
64,2.56
65,10.82
66,70.97
68,10.45
69,13.49
71,28.32
72,22.62
73,12.64
75,12.82
76,3.06
78,5.28
79,15.96
82,13.64
83,0.83
84,1.46
85,8.31
87,20.23
89,15.46
90,9.33
91,4.9
92,11.05
93,0.63
94,11.22
97,6.57
98,5.14
99,0.52
100,21.54
101,15.84
102,2.55
103,0.37
105,4.53
106,0.99
107,5.07
109,6.57
110,7.99
111,12.67
112,14.12
114,28.14
115,2.49
116,1.15
117,11.95
120,21.18
121,92.45
122,55.84
123,0.71
124,10.34
125,6.75
126,19.86
128,4.97
129,5.54
131,1.17
132,2.3
134,0.5
136,37.46
137,7.89
138,32.67
140,22.4
141,0.54
144,4.98
145,3.9
146,9.56
150,10.45
152,8.18
153,9.35
156,21.0
157,55.37
158,10.13
159,6.2
160,7.99
161,1.18
162,12.89
164,4.09
165,21.01
167,1.37
168,7.69
170,8.48
171,10.33
172,15.65
174,7.15
175,11.41
177,14.02
180,2.39
181,9.36
182,11.0
184,10.91
187,12.58
188,5.54
190,2.09
191,9.2
192,33.69
193,8.03
194,17.51
195,17.02
198,20.49
199,30.85
202,9.22
203,22.82
204,4.27
205,15.01
206,64.87
207,6.34
208,2.0
209,51.73
210,36.1
211,0.5
213,55.39
214,25.21
215,7.99
219,54.09
220,83.49
223,43.46
224,27.66
225,28.3
228,97.99
229,46.26
230,15.58
231,91.01
232,135.23
235,1.88
236,52.39
237,21.53
240,59.72
244,11.17
245,65.5
247,110.99
248,10.72
249,12.8
250,40.4
254,4.73
255,34.96
256,23.02
260,6.77
262,15.92
263,10.71
264,5.5
265,11.28
267,47.31
268,20.46
269,15.36
270,14.85
271,15.14
277,20.72
279,16.46
280,26.33
282,12.16
283,5.94
284,20.4
285,0.61
286,10.33
288,11.86
289,2.57
293,17.15
295,4.45
296,1.08
297,12.05
298,3.52
299,17.91
301,18.5
302,27.19
303,2.59
305,0.91
306,18.56
307,10.63
309,16.12
310,26.47
311,2.2
313,1.14
314,6.27
315,9.17
316,14.65
317,8.28
319,6.97
320,2.62
321,15.08
322,0.81
323,9.3
326,14.63
328,7.94
330,6.18
331,12.3
332,1.78
333,1.56
334,20.51
335,40.07
337,55.45
339,1.42
340,7.02
341,13.62
342,3.36
343,12.35
344,75.0
346,3.15
347,20.72
348,5.71
349,23.46
350,8.49
351,444.73
352,120.06
353,9.47
355,492.95
356,367.83
357,48.73
358,84.5
360,39.44
363,5.34
364,0.03
