,“ú•Ê
0,37.55
4,47.99
8,147.94
13,34.97
14,58.96
19,78.03
22,100.69
33,87.27
39,22.16
40,9.14
41,62.44
43,51.72
45,325.87
47,5.67
49,82.67
50,15.09
51,215.96
53,11.17
56,34.56
58,120.92
62,33.31
68,21.94
71,30.35
73,14.34
74,16.25
75,23.43
81,1.29
85,25.29
89,42.9
93,25.64
95,10.4
96,6.66
108,22.57
115,11.64
116,3.31
117,26.43
119,11.71
128,13.52
132,9.61
135,57.96
137,32.61
142,1.7
143,31.19
151,17.9
152,0.05
153,4.79
157,127.84
161,15.4
162,25.78
165,50.64
166,13.43
167,13.31
169,11.21
176,16.35
177,74.32
180,21.98
181,21.86
183,54.57
184,35.52
188,8.37
197,23.89
198,20.16
202,33.96
203,76.54
208,45.64
210,37.58
212,11.39
213,158.56
218,2.83
219,76.09
222,238.27
229,13.16
233,59.23
239,31.17
247,227.03
250,8.75
258,31.33
261,4.18
264,29.2
268,60.52
269,48.77
275,1138.01
277,11.22
281,36.02
287,6.01
305,5.76
311,18.06
312,17.28
315,19.18
317,20.99
318,41.89
319,12.42
320,7.25
321,20.51
324,14.69
327,2.14
329,20.9
332,0.45
333,4.25
335,143.17
336,43.92
339,17.12
341,5.31
342,21.17
344,228.18
346,3.74
349,32.49
351,595.07
353,22.59
362,147.19
364,33.06
