,“ú•Ê
0,21.49
1,74.41
2,58.29
3,35.44
4,28.87
7,33.24
14,42.51
17,27.74
18,56.0
30,0.66
34,29.52
35,242.56
38,9.66
40,22.69
42,105.73
47,20.94
50,46.27
57,2.6
66,48.02
81,4.87
82,7.55
83,15.22
86,21.58
87,13.53
89,44.73
95,9.41
99,8.29
101,38.24
104,9.59
105,13.9
106,2.73
108,9.02
110,13.4
111,21.04
113,47.25
116,1.61
117,29.28
121,134.03
126,14.94
129,14.48
133,4.98
134,8.27
138,44.92
139,22.41
144,19.84
148,19.28
151,19.37
159,10.44
160,20.73
164,1.75
167,13.43
168,17.65
176,14.53
178,34.79
181,36.8
185,11.55
186,7.03
195,19.11
196,33.29
201,108.48
202,1.78
203,45.63
210,56.97
214,54.05
215,31.26
220,26.23
226,57.07
228,181.44
229,9.62
230,111.3
236,19.18
237,78.71
242,59.31
243,42.16
251,77.44
253,169.76
255,70.72
256,32.42
264,20.2
268,55.71
270,24.98
274,1109.35
279,28.08
281,32.71
282,33.42
283,17.62
284,42.65
285,10.09
288,1.69
290,37.31
292,9.22
296,0.95
305,17.96
306,23.09
309,57.22
316,18.8
318,35.06
322,29.57
323,0.04
326,15.22
327,4.2
329,8.73
331,6.02
334,71.61
335,92.5
341,55.17
347,3.94
354,87.55
359,12.87
362,145.37
364,1.87
