,“ú•Ê
0,2.81
1,0.36
2,3.1
4,1.84
5,1.15
7,0.94
8,5.95
9,5.1
10,0.75
13,2.77
15,0.01
16,4.1
17,1.02
21,2.27
22,1.74
25,9.68
26,1.08
27,0.49
28,1.45
30,2.1
32,2.51
33,0.0
34,0.59
35,1.68
36,0.62
38,0.34
41,0.07
42,2.95
45,0.42
46,0.05
47,0.44
48,0.01
49,1.04
50,0.34
52,0.03
53,0.06
54,0.32
55,0.2
56,0.57
57,0.13
61,0.47
62,0.17
64,0.25
65,1.17
66,0.05
68,0.16
69,0.11
70,0.33
71,0.12
72,0.33
73,0.08
75,0.01
76,0.03
77,0.09
78,0.12
80,0.76
82,0.17
84,0.01
86,0.26
87,0.11
90,0.19
91,0.03
93,4.41
94,1.4
96,0.28
98,0.28
102,0.03
103,0.09
104,0.16
105,0.29
106,0.33
107,0.16
108,0.47
110,0.03
111,0.22
112,0.17
114,0.27
116,0.03
118,0.18
119,0.28
121,3.09
122,2.7
123,0.07
124,0.26
127,0.51
128,0.04
129,0.12
131,0.17
133,0.13
134,0.22
137,0.23
138,0.18
139,0.01
140,0.29
141,0.28
142,0.05
143,0.17
144,0.12
146,0.01
148,0.11
149,1.3
151,0.1
153,0.3
154,0.04
155,0.31
156,3.5
157,0.76
158,0.01
159,0.12
162,0.15
164,0.22
166,0.23
167,0.1
168,0.06
169,0.15
171,0.26
172,0.41
173,0.05
174,0.1
175,0.4
176,0.31
178,0.17
179,0.23
180,0.02
181,0.06
183,0.31
184,6.32
187,0.34
189,0.41
191,1.0
192,0.73
193,0.03
194,0.08
195,0.37
196,0.28
197,0.52
198,0.39
199,1.01
201,0.36
202,0.78
204,0.64
205,4.89
207,0.02
208,0.38
209,1.52
210,1.24
211,0.62
212,4.11
213,0.03
215,0.1
218,0.53
220,2.42
221,1.58
222,0.69
224,3.48
225,2.43
226,3.72
228,3.98
230,0.83
231,2.14
232,1.6
234,0.03
235,0.58
236,1.65
237,0.38
239,1.18
240,2.24
241,0.15
242,0.15
243,0.52
244,0.35
245,1.53
246,0.81
247,0.19
248,0.28
251,0.87
252,0.82
253,1.19
257,0.27
259,0.12
260,0.24
261,0.3
263,0.04
264,0.33
265,0.09
266,0.37
267,0.26
268,0.24
269,0.87
270,1.1
271,0.98
272,0.1
275,76.26
276,2.46
277,0.35
278,0.04
279,3.09
280,0.26
282,1.73
283,0.07
284,0.06
286,0.3
287,0.14
288,0.37
289,2.41
290,0.4
291,0.36
292,1.59
293,4.04
294,0.48
297,0.23
299,0.03
301,0.54
302,0.32
303,0.01
304,0.55
305,2.18
308,0.06
314,0.3
315,0.79
316,0.03
317,1.17
318,0.74
319,0.38
320,0.59
321,0.01
323,0.13
325,0.33
326,0.31
328,1.17
330,0.47
331,0.34
332,0.56
335,1.0
336,1.88
337,0.16
339,1.37
342,0.21
343,0.57
344,4.27
345,0.19
347,1.49
348,0.87
349,0.62
352,0.48
353,1.29
354,0.13
355,7.17
357,0.1
358,0.64
360,0.3
361,3.96
362,0.33
364,0.61
