,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
3,25.11,5.53
4,29.68,5.7
6,12.78,2.53
9,14.29,20.47
13,275.78,24.74
16,15.73,7.21
21,4.33,9.31
22,34.38,20.29
28,79.22,7.06
35,76.01,9.01
38,103.77,0.13
39,118.68,18.76
40,63.37,11.82
46,45.4,4.8
53,572.26,9.26
54,207.87,19.84
60,65.66,9.4
61,23.43,20.44
62,12.15,0.41
74,48.85,3.58
76,16.09,3.58
77,41.51,11.03
80,48.99,15.6
81,19.93,3.62
82,15.35,2.48
84,56.71,28.52
90,97.62,9.89
96,37.26,2.67
100,122.88,152.2
103,8.68,43.75
105,7.7,38.61
106,5.2,8.8
107,57.03,12.64
112,390.84,313.67
114,142.45,149.34
119,14.35,20.61
124,12.43,5.42
127,13.36,14.88
133,0.83,53.68
134,47.79,5.28
136,111.62,27.15
141,7.62,13.09
145,22.0,3.96
148,15.61,25.33
149,527.73,313.67
152,41.3,32.24
164,75.58,11.49
169,196.9,17.03
170,94.63,35.69
178,50.58,6.21
179,25.85,20.06
180,50.17,20.07
181,18.11,24.48
182,4.68,3.62
184,156.87,35.56
188,4.64,14.41
196,109.48,18.94
199,110.92,25.75
201,219.03,64.89
207,39.5,18.13
212,49.44,14.96
217,111.96,22.23
218,79.19,8.23
219,64.75,18.79
221,32.79,7.3
223,68.4,5.64
227,160.08,35.06
229,2.78,23.38
231,66.18,7.75
232,11.13,13.3
235,85.59,18.45
240,17.77,0.85
241,123.35,1.84
243,9.95,37.78
245,22.71,3.68
246,17.43,17.89
251,0.31,9.04
253,13.13,7.79
254,9.09,14.52
256,5.75,17.77
260,2.46,5.34
261,84.83,35.74
262,106.41,0.21
265,22.66,12.63
267,13.06,1.18
274,1021.47,49.9
276,105.53,38.86
277,1261.31,19.06
278,7.77,11.5
282,57.68,3.91
283,208.93,6.05
288,1.52,0.24
291,7.39,1.22
294,10.79,5.59
295,7.51,4.54
296,7.42,3.91
300,3.53,5.69
305,2.14,2.15
307,0.05,3.1
310,28.22,38.86
316,84.33,49.9
320,5.74,6.57
322,0.75,10.47
327,2.85,2.63
329,0.65,2.63
332,30.58,5.96
335,46.81,9.34
342,7.23,1.39
357,10.18,11.07
359,47.95,23.82
364,329.69,47.64
