,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,0.9,1.0,1.19
1,2.19,2.0,2.21
3,2.16,2.0,2.19
4,6.39,7.0,6.46
6,7.68,8.0,8.13
7,4.25,4.0,3.92
8,9.11,8.0,7.22
9,1.54,2.0,2.5
10,1.94,1.0,1.65
11,4.41,5.0,5.77
12,0.9,1.0,1.2
13,3.65,2.0,2.53
14,12.83,14.0,10.36
15,6.54,7.0,7.92
18,2.76,2.0,2.32
19,2.53,2.0,2.31
21,2.01,2.0,2.04
23,0.98,2.0,2.24
25,8.86,8.0,7.99
26,3.36,3.0,2.6
27,1.43,2.0,2.21
30,1.84,2.0,2.26
31,2.25,2.0,2.24
32,0.84,1.0,1.26
33,1.71,2.0,2.14
34,1.41,1.0,1.19
35,1.12,2.0,2.27
36,1.3,2.0,2.24
37,1.49,1.0,1.17
38,1.91,2.0,1.73
39,1.26,1.0,1.21
40,1.39,2.0,2.04
41,1.17,2.0,2.14
42,1.2,1.0,1.21
45,1.49,1.0,1.19
46,1.64,2.0,2.12
47,0.91,2.0,2.16
48,0.67,1.0,1.19
49,1.89,2.0,2.09
50,1.39,1.0,1.29
53,2.31,1.0,1.0
54,3.1,2.0,1.7
56,1.35,1.0,1.21
57,1.68,2.0,2.13
58,0.49,1.0,1.05
59,1.23,2.0,2.05
60,3.12,2.0,2.2
61,0.56,1.0,1.2
62,2.53,2.0,1.78
63,3.34,4.0,5.0
64,2.21,2.0,2.29
65,1.64,1.0,1.15
67,6.98,7.0,8.39
68,14.65,12.0,21.07
69,12.11,10.0,8.96
70,9.8,10.0,10.08
71,7.81,9.0,9.25
72,1.54,2.0,1.79
73,1.44,1.0,-0.49
74,1.71,2.0,2.16
75,9.12,9.0,10.56
79,1.6,1.0,1.27
82,8.07,8.0,7.14
83,2.46,2.0,1.94
84,3.95,4.0,4.77
87,1.61,2.0,1.58
88,9.46,10.0,8.37
90,1.22,2.0,2.11
91,1.49,1.0,1.2
92,2.2,2.0,2.22
93,0.9,1.0,1.29
94,1.18,1.0,1.26
95,1.8,2.0,2.06
96,11.18,10.0,9.66
97,13.6,13.0,11.45
98,1.95,2.0,1.6
99,2.65,2.0,1.7
101,-0.63,2.0,0.29
104,11.89,10.0,9.23
105,17.52,14.0,20.01
107,1.67,2.0,4.27
110,31.43,35.0,30.16
111,34.03,37.0,31.3
112,4.2,1.0,3.7
113,2.84,1.0,3.72
114,3.69,2.0,4.59
116,28.34,28.0,26.87
117,11.4,11.0,16.45
118,27.9,30.0,27.32
119,29.51,29.0,27.54
121,1.98,1.0,3.33
122,4.62,2.0,4.67
124,31.45,30.0,30.18
126,33.73,37.0,30.76
127,33.64,38.0,31.3
128,1.39,1.0,3.74
131,34.04,43.0,29.64
133,13.12,13.0,20.01
134,2.8,3.0,2.45
135,1.3,2.0,2.12
137,1.39,1.0,1.19
139,19.39,15.0,19.86
140,27.31,20.0,30.18
142,3.02,2.0,4.61
145,26.33,25.0,24.36
146,30.88,35.0,27.54
147,33.37,38.0,30.16
149,5.8,1.0,3.71
150,2.65,2.0,4.62
151,34.92,41.0,31.3
153,1.81,2.0,2.19
154,1.97,1.0,1.12
156,1.22,1.0,1.26
157,1.45,1.0,1.22
